cip_year,project_type,source_page,department,project_name,project_id,address_location,start_year,end_year,project_description,project_justification,previous_appropriations,project_total,plan_year,invest
2019,,121,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD5-FY12,PPR.51H,,2020,2020,See description under line item 51.,See description under line item 51.,,365.0,2020,365.0
2019,,122,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD5-FY10,PPR.51J,,2020,2020,See description under line item 51.,See description under line item 51.,,168.0,2020,168.0
2019,,122,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD5-FY08,PPR.51L,,2020,2020,See description under line item 51.,See description under line item 51.,,3.0,2020,3.0
2019,,122,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD5-FY07,PPR.51M,,2020,2020,See description under line item 51.,See description under line item 51.,,126.0,2020,126.0
2019,,122,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD5-FY06,PPR.51N,,2020,2020,See description under line item 51.,See description under line item 51.,,1.0,2020,1.0
2019,,123,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD5-FY02,PPR.51P,,2020,2020,See description under line item 51.,See description under line item 51.,,4.0,2020,4.0
2019,,123,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD5-FY00,PPR.51R,,2020,2020,See description under line item 51.,See description under line item 51.,,74.0,2020,74.0
2019,,123,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6,PPR.52.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2020,790.0
2019,,123,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6,PPR.52.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2021,790.0
2019,,123,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6,PPR.52.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2022,790.0
2019,,123,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6,PPR.52.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2023,790.0
2019,,123,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6,PPR.52.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2024,790.0
2019,,123,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6,PPR.52.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2025,790.0
2019,,124,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6-FY18,PPR.52B,,2020,2020,See description under line item 52.,See description under line item 52.,,591.0,2020,591.0
2019,,124,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6-FY16,PPR.52D,,2020,2020,See description under line item 52.,See description under line item 52.,,387.0,2020,387.0
2019,,124,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6-FY15,PPR.52E,,2020,2020,See description under line item 52.,See description under line item 52.,,340.0,2020,340.0
2019,,124,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6-FY14,PPR.52F,,2020,2020,See description under line item 52.,See description under line item 52.,,256.0,2020,256.0
2019,,125,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6-FY12,PPR.52H,,2020,2020,See description under line item 52.,See description under line item 52.,,601.0,2020,601.0
2019,,125,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6-FY07,PPR.52J,,2020,2020,See description under line item 52.,See description under line item 52.,,152.0,2020,152.0
2019,,125,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6-FY06,PPR.52K,,2020,2020,See description under line item 52.,See description under line item 52.,,1.0,2020,1.0
2019,,125,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD6-FY02,PPR.52L,,2020,2020,See description under line item 52.,See description under line item 52.,,49.0,2020,49.0
2019,,126,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7,PPR.53.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2020,790.0
2019,,126,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7,PPR.53.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2021,790.0
2019,,126,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7,PPR.53.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2022,790.0
2019,,126,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7,PPR.53.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2023,790.0
2019,,126,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7,PPR.53.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2024,790.0
2019,,126,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7,PPR.53.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2025,790.0
2019,,126,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7-FY19,PPR.53A,,2020,2020,See description under line item 53.,See description under line item 53.,,790.0,2020,790.0
2019,,126,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7-FY18,PPR.53B,,2020,2020,See description under line item 53.,See description under line item 53.,,3.0,2020,3.0
2019,,126,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7-FY17,PPR.53C,,2020,2020,See description under line item 53.,See description under line item 53.,,572.0,2020,572.0
2019,,127,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7-FY15,PPR.53E,,2020,2020,See description under line item 53.,See description under line item 53.,,114.0,2020,114.0
2019,,127,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7-FY13,PPR.53G,,2020,2020,See description under line item 53.,See description under line item 53.,,30.0,2020,30.0
2019,,127,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7-FY12,PPR.53H,,2020,2020,See description under line item 53.,See description under line item 53.,,166.0,2020,166.0
2019,,127,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7-FY11,PPR.53I,,2020,2020,See description under line item 53.,See description under line item 53.,,113.0,2020,113.0
2019,,128,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7-FY09,PPR.53K,,2020,2020,See description under line item 53.,See description under line item 53.,,64.0,2020,64.0
2019,,128,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7-FY06,PPR.53M,,2020,2020,See description under line item 53.,See description under line item 53.,,41.0,2020,41.0
2019,,128,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7-FY05,PPR.53N,,2020,2020,See description under line item 53.,See description under line item 53.,,31.0,2020,31.0
2019,,128,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD7-FY03,PPR.53O,,2020,2020,See description under line item 53.,See description under line item 53.,,24.0,2020,24.0
2019,,129,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8,PPR.54.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2020,790.0
2019,,129,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8,PPR.54.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2021,790.0
2019,,129,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8,PPR.54.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2022,790.0
2019,,129,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8,PPR.54.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2023,790.0
2019,,129,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8,PPR.54.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2024,790.0
2019,,129,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8,PPR.54.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2025,790.0
2019,,129,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8-FY18,PPR.54B,,2020,2020,See description under line item 54.,See description under line item 54.,,619.0,2020,619.0
2019,,129,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8-FY16,PPR.54D,,2020,2020,See description under line item 54.,See description under line item 54.,,343.0,2020,343.0
2019,,130,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8-FY14,PPR.54F,,2020,2020,See description under line item 54.,See description under line item 54.,,21.0,2020,21.0
2019,,130,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8-FY11,PPR.54H,,2020,2020,See description under line item 54.,See description under line item 54.,,53.0,2020,53.0
2019,,130,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8-FY09,PPR.54I,,2020,2020,See description under line item 54.,See description under line item 54.,,46.0,2020,46.0
2019,,130,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8-FY08,PPR.54J,,2020,2020,See description under line item 54.,See description under line item 54.,,363.0,2020,363.0
2019,,131,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8-FY05,PPR.54L,,2020,2020,See description under line item 54.,See description under line item 54.,,68.0,2020,68.0
2019,,131,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8-FY03,PPR.54N,,2020,2020,See description under line item 54.,See description under line item 54.,,73.0,2020,73.0
2019,,131,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8-FY02,PPR.54O,,2020,2020,See description under line item 54.,See description under line item 54.,,25.0,2020,25.0
2019,,131,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD8-FY01,PPR.54P,,2020,2020,See description under line item 54.,See description under line item 54.,,6.0,2020,6.0
2019,,132,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD9,PPR.55.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2020,790.0
2019,,132,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD9,PPR.55.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2021,790.0
2019,,132,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD9,PPR.55.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2022,790.0
2019,,132,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD9,PPR.55.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2023,790.0
2019,,132,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD9,PPR.55.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2024,790.0
2019,,132,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD9,PPR.55.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2025,790.0
2019,,132,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD9-FY18,PPR.55B,,2020,2020,See description under line item 55.,See description under line item 55.,,790.0,2020,790.0
2019,,132,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD9-FY16,PPR.55D,,2020,2020,See description under line item 55.,See description under line item 55.,,790.0,2020,790.0
2019,,133,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD9-FY14,PPR.55F,,2020,2020,See description under line item 55.,See description under line item 55.,,376.0,2020,376.0
2019,,133,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD9-FY12,PPR.55H,,2020,2020,See description under line item 55.,See description under line item 55.,,128.0,2020,128.0
2019,,133,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD9-FY11,PPR.55I,,2020,2020,See description under line item 55.,See description under line item 55.,,56.0,2020,56.0
2019,,133,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD9-FY10,PPR.55J,,2020,2020,See description under line item 55.,See description under line item 55.,,50.0,2020,50.0
2019,,134,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD9-FY05,PPR.55L,,2020,2020,See description under line item 55.,See description under line item 55.,,46.0,2020,46.0
2019,,134,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10,PPR.56.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2020,790.0
2019,,134,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10,PPR.56.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2021,790.0
2019,,134,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10,PPR.56.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2022,790.0
2019,,134,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10,PPR.56.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2023,790.0
2019,,134,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10,PPR.56.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2024,790.0
2019,,134,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10,PPR.56.1,,2020,2025,Renovate existing recreation facilities in the Department and Recreation.,Renovate existing recreation facilities in the Department and Recreation.,,4740.0,2025,790.0
2019,,134,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10-FY19,PPR.56A,,2020,2020,See description under line item 56.,See description under line item 56.,,790.0,2020,790.0
2019,,135,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10-FY17,PPR.56C,,2020,2020,See description under line item 56.,See description under line item 56.,,423.0,2020,423.0
2019,,135,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10-FY15,PPR.56E,,2020,2020,See description under line item 56.,See description under line item 56.,,253.0,2020,253.0
2019,,135,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10-FY14,PPR.56F,,2020,2020,See description under line item 56.,See description under line item 56.,,138.0,2020,138.0
2019,,135,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10-FY13,PPR.56G,,2020,2020,See description under line item 56.,See description under line item 56.,,449.0,2020,449.0
2019,,136,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10-FY11,PPR.56I,,2020,2020,See description under line item 56.,See description under line item 56.,,531.0,2020,531.0
2019,,136,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10-FY09,PPR.56K,,2020,2020,See description under line item 56.,See description under line item 56.,,1.0,2020,1.0
2019,,136,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10-FY07,PPR.56L,,2020,2020,See description under line item 56.,See description under line item 56.,,1.0,2020,1.0
2019,,136,PARKS AND RECREATION,Improvements to Existing Recreation Facilities-CD10-FY04,PPR.56M,,2020,2020,See description under line item 56.,See description under line item 56.,,89.0,2020,89.0
2019,,137,PARKS AND RECREATION,Improvements to the Mann Center for the Performing,PPR.57.1,,2020,2021,Perform various improvement projects at the Mann Center.,Perform various improvement projects at the Mann Center.,,2000.0,2020,1000.0
2019,,137,PARKS AND RECREATION,Improvements to the Mann Center for the Performing,PPR.57.1,,2020,2021,Perform various improvement projects at the Mann Center.,Perform various improvement projects at the Mann Center.,,2000.0,2021,1000.0
2019,,137,PARKS AND RECREATION,Improvements to the Various Cultural Facilities,PPR.57.2,,2020,2024,Perform various improvement projects at cultural facilities throughout the city.,Perform various improvement projects at cultural facilities throughout the city.,,1300.0,2020,100.0
2019,,137,PARKS AND RECREATION,Improvements to the Various Cultural Facilities,PPR.57.2,,2020,2024,Perform various improvement projects at cultural facilities throughout the city.,Perform various improvement projects at cultural facilities throughout the city.,,1300.0,2021,500.0
2019,,137,PARKS AND RECREATION,Improvements to the Various Cultural Facilities,PPR.57.2,,2020,2024,Perform various improvement projects at cultural facilities throughout the city.,Perform various improvement projects at cultural facilities throughout the city.,,1300.0,2022,500.0
2019,,137,PARKS AND RECREATION,Improvements to the Various Cultural Facilities,PPR.57.2,,2020,2024,Perform various improvement projects at cultural facilities throughout the city.,Perform various improvement projects at cultural facilities throughout the city.,,1300.0,2023,100.0
2019,,137,PARKS AND RECREATION,Improvements to the Various Cultural Facilities,PPR.57.2,,2020,2024,Perform various improvement projects at cultural facilities throughout the city.,Perform various improvement projects at cultural facilities throughout the city.,,1300.0,2024,100.0
2019,,137,PARKS AND RECREATION,Cultural Facilities Improvements-FY19,PPR.57A,,2020,2020,See description under line item 57.,See description under line item 57.,,1000.0,2020,1000.0
2019,,137,PARKS AND RECREATION,Cultural Facilities Improvements-FY14,PPR.57C,,2020,2020,See description under line item 57.,See description under line item 57.,,3324.0,2020,3324.0
2019,,138,PARKS AND RECREATION,Building Improvements-FY14,PPR.58A,,2020,2020,Design and construct building improvements.,Design and construct building improvements.,,306.0,2020,306.0
2019,,138,PARKS AND RECREATION,Building Improvements-FY12,PPR.58C,,2020,2020,Design and construct building improvements.,Design and construct building improvements.,,2.0,2020,2.0
2019,,139,PARKS AND RECREATION,Parkland - Site Improvements-FY14,PPR.60A,,2020,2020,Design and construct parkland site improvements.,Design and construct parkland site improvements.,,2974.0,2020,2974.0
2019,,139,PARKS AND RECREATION,Parkland - Site Improvements-FY11,PPR.60C,,2020,2020,Design and construct parkland site improvements.,Design and construct parkland site improvements.,,500.0,2020,500.0
2019,,140,PARKS AND RECREATION,Parkland - Site Improvements-FY09,PPR.60E,,2020,2020,Design and construct parkland site improvements.,Design and construct parkland site improvements.,,4508.0,2020,4508.0
2019,,140,PARKS AND RECREATION,Parkland - Site Improvements-FY08,PPR.60F,,2020,2020,Design and construct parkland site improvements.,Design and construct parkland site improvements.,,14.0,2020,14.0
2019,,140,PARKS AND RECREATION,"Roadways, Footways, and Parking-FY14",PPR.61A,,2020,2020,"Design and construct roadways, footways, and parking improvements.","Design and construct roadways, footways, and parking improvements.",,1446.0,2020,1446.0
2019,,141,PARKS AND RECREATION,"Roadways, Footways, and Parking-FY11",PPR.61C,,2020,2020,"Design and construct roadways, footways, and parking improvements.","Design and construct roadways, footways, and parking improvements.",,1810.0,2020,1810.0
2019,,141,PARKS AND RECREATION,Improvements to Existing Recreation Facilities,PPR.62A,,2020,2020,Renovate existing infrastructure at recreation facilities.,Renovate existing infrastructure at recreation facilities.,,38.0,2020,38.0
2019,,142,PARKS AND RECREATION,Improvements to Existing Recreation Facilities,PPR.62D,,2020,2020,Renovate existing infrastructure at recreation facilities.,Renovate existing infrastructure at recreation facilities.,,1090.0,2020,1090.0
2019,,142,PARKS AND RECREATION,Improvements to Existing Recreation Facilities,PPR.63A,,2020,2020,Renovate swimming pools at recreation facilities.,Renovate swimming pools at recreation facilities.,,3.0,2020,3.0
2019,,142,PARKS AND RECREATION,Improvements to Existing Recreation Facilities,PPR.64A,,2020,2020,Renovate existing life safety systems at recreation facilities.,Renovate existing life safety systems at recreation facilities.,,76.0,2020,76.0
2019,,143,PARKS AND RECREATION,Improvements to Existing Recreation Facilities,PPR.64C,,2020,2020,Renovate existing life safety systems at recreation facilities.,Renovate existing life safety systems at recreation facilities.,,55.0,2020,55.0
2019,,143,PARKS AND RECREATION,Grant Funded Recreation Improvements-FY14,PPR.65A,,2020,2020,"Provide appropriation authority for State, Federal and Private Grants and appropriate matching City funds.","Provide appropriation authority for State, Federal and Private Grants and appropriate matching City funds.",,533.0,2020,533.0
2019,,143,PARKS AND RECREATION,Grant Funded Recreation Improvements-FY13,PPR.65B,,2020,2020,"Provide appropriation authority for State, Federal and Private Grants and appropriate matching City funds.","Provide appropriation authority for State, Federal and Private Grants and appropriate matching City funds.",,1008.0,2020,1008.0
2019,,21,PHILADELPHIA INTERNATIONAL AIRPORT,Airfield Area,AVN.2.1,,2020,2025,"This program includes the areas of the Airport reserved aircraft operations and aircraft-related activities, and other equipment on the Airport.","This program includes the areas of the Airport reserved aircraft operations and aircraft-related activities, and other equipment on the Airport.",,628633.0,2020,104900.0
2019,,21,PHILADELPHIA INTERNATIONAL AIRPORT,Airfield Area,AVN.2.1,,2020,2025,"This program includes the areas of the Airport reserved aircraft operations and aircraft-related activities, and other equipment on the Airport.","This program includes the areas of the Airport reserved aircraft operations and aircraft-related activities, and other equipment on the Airport.",,628633.0,2021,104175.0
2019,,21,PHILADELPHIA INTERNATIONAL AIRPORT,Airfield Area,AVN.2.1,,2020,2025,"This program includes the areas of the Airport reserved aircraft operations and aircraft-related activities, and other equipment on the Airport.","This program includes the areas of the Airport reserved aircraft operations and aircraft-related activities, and other equipment on the Airport.",,628633.0,2022,104251.0
2019,,21,PHILADELPHIA INTERNATIONAL AIRPORT,Airfield Area,AVN.2.1,,2020,2025,"This program includes the areas of the Airport reserved aircraft operations and aircraft-related activities, and other equipment on the Airport.","This program includes the areas of the Airport reserved aircraft operations and aircraft-related activities, and other equipment on the Airport.",,628633.0,2023,104849.0
2019,,21,PHILADELPHIA INTERNATIONAL AIRPORT,Airfield Area,AVN.2.1,,2020,2025,"This program includes the areas of the Airport reserved aircraft operations and aircraft-related activities, and other equipment on the Airport.","This program includes the areas of the Airport reserved aircraft operations and aircraft-related activities, and other equipment on the Airport.",,628633.0,2024,104958.0
2019,,21,PHILADELPHIA INTERNATIONAL AIRPORT,Airfield Area,AVN.2.1,,2020,2025,"This program includes the areas of the Airport reserved aircraft operations and aircraft-related activities, and other equipment on the Airport.","This program includes the areas of the Airport reserved aircraft operations and aircraft-related activities, and other equipment on the Airport.",,628633.0,2025,105500.0
2019,,21,PHILADELPHIA INTERNATIONAL AIRPORT,Terminal Area,AVN.3.1,,2020,2025,"This program includes the Airport passenger terminal buildings, including the areas available for baggage handling systems, and the sidewalk and curb adjacent to the landside of the terminal buildings","This program includes the Airport passenger terminal buildings, including the areas available for baggage handling systems, and the sidewalk and curb adjacent to the landside of the terminal buildings",,857876.0,2020,141150.0
2019,,21,PHILADELPHIA INTERNATIONAL AIRPORT,Terminal Area,AVN.3.1,,2020,2025,"This program includes the Airport passenger terminal buildings, including the areas available for baggage handling systems, and the sidewalk and curb adjacent to the landside of the terminal buildings","This program includes the Airport passenger terminal buildings, including the areas available for baggage handling systems, and the sidewalk and curb adjacent to the landside of the terminal buildings",,857876.0,2021,142000.0
2019,,21,PHILADELPHIA INTERNATIONAL AIRPORT,Terminal Area,AVN.3.1,,2020,2025,"This program includes the Airport passenger terminal buildings, including the areas available for baggage handling systems, and the sidewalk and curb adjacent to the landside of the terminal buildings","This program includes the Airport passenger terminal buildings, including the areas available for baggage handling systems, and the sidewalk and curb adjacent to the landside of the terminal buildings",,857876.0,2022,142225.0
2019,,21,PHILADELPHIA INTERNATIONAL AIRPORT,Terminal Area,AVN.3.1,,2020,2025,"This program includes the Airport passenger terminal buildings, including the areas available for baggage handling systems, and the sidewalk and curb adjacent to the landside of the terminal buildings","This program includes the Airport passenger terminal buildings, including the areas available for baggage handling systems, and the sidewalk and curb adjacent to the landside of the terminal buildings",,857876.0,2023,143000.0
2019,,21,PHILADELPHIA INTERNATIONAL AIRPORT,Terminal Area,AVN.3.1,,2020,2025,"This program includes the Airport passenger terminal buildings, including the areas available for baggage handling systems, and the sidewalk and curb adjacent to the landside of the terminal buildings","This program includes the Airport passenger terminal buildings, including the areas available for baggage handling systems, and the sidewalk and curb adjacent to the landside of the terminal buildings",,857876.0,2024,144550.0
2019,,21,PHILADELPHIA INTERNATIONAL AIRPORT,Terminal Area,AVN.3.1,,2020,2025,"This program includes the Airport passenger terminal buildings, including the areas available for baggage handling systems, and the sidewalk and curb adjacent to the landside of the terminal buildings","This program includes the Airport passenger terminal buildings, including the areas available for baggage handling systems, and the sidewalk and curb adjacent to the landside of the terminal buildings",,857876.0,2025,144951.0
2019,,21,PHILADELPHIA INTERNATIONAL AIRPORT,Terminal Area-FY19,AVN.3A,,2020,2020,See description under line item 3.,See description under line item 3.,,15000.0,2020,15000.0
2019,,22,PHILADELPHIA INTERNATIONAL AIRPORT,Outside Terminal Area (OTA),AVN.4.1,,2020,2025,"This program includes the Airport arrival and departure roadways, and areas on which a hotel, parking facilities, rental entities operate.","This program includes the Airport arrival and departure roadways, and areas on which a hotel, parking facilities, rental entities operate.",,448425.0,2020,73141.0
2019,,22,PHILADELPHIA INTERNATIONAL AIRPORT,Outside Terminal Area (OTA),AVN.4.1,,2020,2025,"This program includes the Airport arrival and departure roadways, and areas on which a hotel, parking facilities, rental entities operate.","This program includes the Airport arrival and departure roadways, and areas on which a hotel, parking facilities, rental entities operate.",,448425.0,2021,74151.0
2019,,22,PHILADELPHIA INTERNATIONAL AIRPORT,Outside Terminal Area (OTA),AVN.4.1,,2020,2025,"This program includes the Airport arrival and departure roadways, and areas on which a hotel, parking facilities, rental entities operate.","This program includes the Airport arrival and departure roadways, and areas on which a hotel, parking facilities, rental entities operate.",,448425.0,2022,74630.0
2019,,22,PHILADELPHIA INTERNATIONAL AIRPORT,Outside Terminal Area (OTA),AVN.4.1,,2020,2025,"This program includes the Airport arrival and departure roadways, and areas on which a hotel, parking facilities, rental entities operate.","This program includes the Airport arrival and departure roadways, and areas on which a hotel, parking facilities, rental entities operate.",,448425.0,2023,75150.0
2019,,22,PHILADELPHIA INTERNATIONAL AIRPORT,Outside Terminal Area (OTA),AVN.4.1,,2020,2025,"This program includes the Airport arrival and departure roadways, and areas on which a hotel, parking facilities, rental entities operate.","This program includes the Airport arrival and departure roadways, and areas on which a hotel, parking facilities, rental entities operate.",,448425.0,2024,75601.0
2019,,22,PHILADELPHIA INTERNATIONAL AIRPORT,Outside Terminal Area (OTA),AVN.4.1,,2020,2025,"This program includes the Airport arrival and departure roadways, and areas on which a hotel, parking facilities, rental entities operate.","This program includes the Airport arrival and departure roadways, and areas on which a hotel, parking facilities, rental entities operate.",,448425.0,2025,75752.0
2019,,23,PHILADELPHIA INTERNATIONAL AIRPORT,Other Airport Services,AVN.5.1,,2020,2025,"This program includes expenses and airport revenues are not directly accounted for in the Airfield Area, Terminal or Outside Terminal Area. Also included here are PNE","This program includes expenses and airport revenues are not directly accounted for in the Airfield Area, Terminal or Outside Terminal Area. Also included here are PNE",,506911.0,2020,82549.0
2019,,23,PHILADELPHIA INTERNATIONAL AIRPORT,Other Airport Services,AVN.5.1,,2020,2025,"This program includes expenses and airport revenues are not directly accounted for in the Airfield Area, Terminal or Outside Terminal Area. Also included here are PNE","This program includes expenses and airport revenues are not directly accounted for in the Airfield Area, Terminal or Outside Terminal Area. Also included here are PNE",,506911.0,2021,83360.0
2019,,23,PHILADELPHIA INTERNATIONAL AIRPORT,Other Airport Services,AVN.5.1,,2020,2025,"This program includes expenses and airport revenues are not directly accounted for in the Airfield Area, Terminal or Outside Terminal Area. Also included here are PNE","This program includes expenses and airport revenues are not directly accounted for in the Airfield Area, Terminal or Outside Terminal Area. Also included here are PNE",,506911.0,2022,84150.0
