cip_year,source_page,department,project_name,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2026,year_2027,project_total,start_year,end_year
2025,162,Street And Transportation,7905-7933 Olusta Dr - 7932 Great Trinity Forest Way,Alley Reconstruction,2017 Bonds,8,Ongoing,403437,0,403437,0,0,403437,,
2025,162,Street And Transportation,7905-7933 Olusta Dr & 7932 Great Trinity Forest Way,Alley Reconstruction,2012 Bonds,8,Ongoing,5890,0,5890,0,0,5890,,
2025,162,Street And Transportation,800 Beckleymeade Ave,Street Resurfacing,2024 Bonds,8,Ongoing,0,0,0,140592,0,140592,2026,2026
2025,162,Street And Transportation,800 Edd Rd,Street Resurfacing,2024 Bonds,8,Ongoing,0,0,0,0,124023,124023,2027,2027
2025,162,Street And Transportation,800 Elm St,Street Resurfacing,2024 Bonds,14,Ongoing,232777,0,232777,0,0,232777,,
2025,162,Street And Transportation,800-1100 Graham Ave,Street Resurfacing,2024 Bonds,2,Ongoing,0,0,0,723903,0,723903,2026,2026
2025,162,Street And Transportation,8200 Burroaks Dr,Street Resurfacing,2024 Bonds,8,Ongoing,0,0,0,210766,0,210766,2026,2026
2025,162,Street And Transportation,826-1028 Tarryall Dr & 903-947 Channing Cir (A02339),Alley Reconstruction,2024 Bonds,4,Ongoing,76129,76129,0,433569,0,509698,2026,2026
2025,162,Street And Transportation,8300 Midpark Rd,Street Resurfacing,2024 Bonds,11,Ongoing,0,0,0,289631,0,289631,2026,2026
2025,162,Street And Transportation,8300-8400 Plainview Dr,Street Resurfacing,2024 Bonds,8,Ongoing,0,0,0,0,0,0,,
2025,162,Street And Transportation,8400-8500 Del Monte Dr,Street Resurfacing,2024 Bonds,5,Ongoing,0,0,0,0,421531,421531,2027,2027
2025,162,Street And Transportation,8400-8800 Fair Oaks Xing,Street Resurfacing,2024 Bonds,10,Ongoing,0,0,0,1395909,0,1395909,2026,2026
2025,162,Street And Transportation,8500-8900 Mediterranean Dr,Street Resurfacing,2024 Bonds,10,Ongoing,0,0,0,941015,0,941015,2026,2026
2025,163,Street And Transportation,8600-8700 Eldon Dr,Street Resurfacing,2024 Bonds,5,Ongoing,0,0,0,0,508762,508762,2027,2027
2025,163,Street And Transportation,8600-9000 White Rock Trl,Street Resurfacing,2024 Bonds,10,Ongoing,0,0,0,698492,0,698492,2026,2026
2025,163,Street And Transportation,"8600-9800 Vista Oaks Dr, 8800 Vista Oaks Cir",Street Resurfacing,2024 Bonds,10,Ongoing,782473,0,782473,0,0,782473,,
2025,163,Street And Transportation,8606-8838 Forest Green Dr & 8603-8833 Skyline Dr (A03399),Alley Reconstruction,2024 Bonds,10,Ongoing,91903,91903,0,523400,0,615303,2026,2026
2025,163,Street And Transportation,8700-8900 Flint Falls Dr,Street Resurfacing,2024 Bonds,10,Ongoing,589998,0,589998,0,0,589998,,
2025,163,Street And Transportation,8800 Bearden Ln,Street Resurfacing,2024 Bonds,5,Ongoing,0,0,0,82194,0,82194,2026,2026
2025,163,Street And Transportation,8804-8884 Larchwood Dr & 8805-8871 Liptonshire Dr (A08493),Alley Reconstruction,2024 Bonds,10,Ongoing,79860,79860,0,454810,0,534670,2026,2026
2025,163,Street And Transportation,8900 Gunnison Dr,Street Resurfacing,2024 Bonds,10,Ongoing,0,0,0,0,178359,178359,2027,2027
2025,163,Street And Transportation,8900-9000 Turtle Creek Blvd,Street Reconstruction,2024 Bonds,13,Ongoing,143066,143066,0,0,0,143066,,
2025,163,Street And Transportation,8900-9100 Bluecrest Dr,Street Resurfacing,2024 Bonds,8,Ongoing,0,0,0,435338,0,435338,2026,2026
2025,163,Street And Transportation,9000-9100 Branch Hollow Dr,Street Resurfacing,2024 Bonds,10,Ongoing,470298,0,470298,0,0,470298,,
2025,163,Street And Transportation,9000-9100 Stone Creek Place,Street Resurfacing,2024 Bonds,10,Ongoing,705883,0,705883,0,0,705883,,
2025,163,Street And Transportation,900-1000 Lausanne Ave,Street Reconstruction,2024 Bonds,1,Ongoing,104042,104042,0,0,0,104042,,
2025,163,Street And Transportation,900-1200 Dumas St,Street Resurfacing,2024 Bonds,14,Ongoing,665121,0,665121,541088,0,1206209,2026,2026
2025,163,Street And Transportation,9005-9043 Windy Crest Dr & 9150-9170 Forest Ln (A03529),Alley Reconstruction,2024 Bonds,10,Ongoing,79294,79294,0,451593,0,530887,2026,2026
2025,163,Street And Transportation,9100 Bryson Dr,Street Resurfacing,2024 Bonds,10,Ongoing,0,0,0,144815,0,144815,2026,2026
2025,163,Street And Transportation,9100-9300 Markville Dr,Street Resurfacing,2024 Bonds,10,Ongoing,975290,0,975290,0,0,975290,,
2025,163,Street And Transportation,"9100-9600 Boedeker St, 9100 Boedeker Cir",Street Resurfacing,2024 Bonds,13,Ongoing,2062660,-84210,2146870,0,0,2062660,,
2025,163,Street And Transportation,914-934 Sunset Ave & 925-939 W Jefferson Blvd (A01558),Alley Petitions,2024 Bonds,1,Ongoing,0,0,0,28738,162850,191588,2026,2027
2025,164,Street And Transportation,9200 Flickering Shadow Dr,Street Resurfacing,2024 Bonds,10,Ongoing,0,0,0,456294,0,456294,2026,2026
2025,164,Street And Transportation,9200 Moss Farm Ln,Street Resurfacing,2024 Bonds,10,Ongoing,830637,0,830637,0,0,830637,,
2025,164,Street And Transportation,9200-9400 Bluecrest Dr,Street Resurfacing,2024 Bonds,8,Ongoing,0,0,0,462223,0,462223,2026,2026
2025,164,Street And Transportation,9400-9500 Timberline Dr,Street Resurfacing,2024 Bonds,6,Ongoing,0,0,0,0,592337,592337,2027,2027
2025,164,Street And Transportation,9500-9600 Robin Meadow Dr,Street Resurfacing,2024 Bonds,10,Ongoing,0,0,0,613942,0,613942,2026,2026
2025,164,Street And Transportation,9600 Glenacre,Street Resurfacing,2024 Bonds,10,Ongoing,0,0,0,166095,0,166095,2026,2026
2025,164,Street And Transportation,9600 Jourdan Way,Street Resurfacing,2024 Bonds,13,Ongoing,114926,0,114926,0,0,114926,,
2025,164,Street And Transportation,9600 Millridge Cir,Street Resurfacing,2024 Bonds,10,Ongoing,0,0,0,120612,0,120612,2026,2026
2025,164,Street And Transportation,9600 Orchard Hill,Street Resurfacing,2024 Bonds,10,Ongoing,0,0,0,226685,0,226685,2026,2026
2025,164,Street And Transportation,9600-9800 Baseline Dr,Street Resurfacing,2024 Bonds,10,Ongoing,0,0,0,437857,0,437857,2026,2026
2025,164,Street And Transportation,9600-9900 Bluffcreek Dr,Street Resurfacing,2024 Bonds,7,Ongoing,0,0,0,996651,0,996651,2026,2026
2025,164,Street And Transportation,9700 Faircloud Dr,Street Reconstruction,2024 Bonds,5,Ongoing,0,0,0,240369,0,240369,2026,2026
2025,164,Street And Transportation,9800 Matchpoint Pl,Street Resurfacing,2024 Bonds,10,Ongoing,0,0,0,168206,0,168206,2026,2026
2025,164,Street And Transportation,9800 Victorian Ct,Street Resurfacing,2024 Bonds,10,Ongoing,0,0,0,174867,0,174867,2026,2026
2025,164,Street And Transportation,9800-10200 Shiloh Rd,Street Resurfacing,2024 Bonds,2,Ongoing,3102779,-88874,3191653,0,0,3102779,,
2025,164,Street And Transportation,9900 Timberline Dr,Street Resurfacing,2024 Bonds,6,Ongoing,0,0,0,0,127191,127191,2027,2027
2025,164,Street And Transportation,Abrams Rd Signals,Traffic Signals,2017 Bonds,"9, 14",Ongoing,700000,700000,0,0,0,700000,,
2025,164,Street And Transportation,Abrams Road from Gaston Ave to Richmond Ave,Traffic Intersection Capacity & Safety Improvements,2024 Bonds,14,Ongoing,86592,86592,0,0,0,86592,,
2025,164,Street And Transportation,ADA Barrier Installation,Street Resurfacing,Other Transportation Capital,Citywide,Ongoing,50000000,6942920,43057080,0,0,50000000,,
2025,164,Street And Transportation,Adair St From Cobb St To 500 Ft North Of Cobb St,Street Reconstruction,2017 Bonds / Other GO CIP - Debt,14,Ongoing,314002,175115,138887,0,0,314002,,
2025,165,Street And Transportation,Alley b/w Beechwood and Park from T alley to Midway (A05036),Alley Petitions,2024 Bonds,13,Ongoing,84033,84033,0,478582,0,562615,2026,2026
2025,165,Street And Transportation,Alley b/w Northport and Pemberton from Edgemere to Thackery,Alley Petitions,2024 Bonds,13,Ongoing,66446,66446,0,378423,0,444869,2026,2026
2025,165,Street And Transportation,Alley between Cherrywood Avenue & Inwood Road,Street and Alley Improvements,2017 Bonds,Citywide,Ongoing,243798,24700,219098,0,0,243798,,
2025,165,Street And Transportation,Alley between Knight Street & Douglas Avenue,Street and Alley Improvements,2017 Bonds,Citywide,Ongoing,281658,53681,227978,0,0,281658,,
2025,165,Street And Transportation,Alley between Town Creek Drive & Brook V,Street and Alley Improvements,2017 Bonds,Citywide,Ongoing,672547,25620,646927,0,0,672547,,
2025,165,Street And Transportation,Alley Imp Between 8Th St & Church From Ih 35E To N Cliff,Target Neighborhood,Other GO CIP - Debt,4,Ongoing,270927,19097,251830,0,0,270927,,
2025,165,Street And Transportation,Alley Imp Between Ewing Ave & Upton From Viola To Clarendon,Target Neighborhood,Other GO CIP - Debt,4,Ongoing,170634,150334,20301,0,0,170634,,
2025,165,Street And Transportation,Alley Improvements Between 8th St - Church From IH 35E To N Cliff,Target Neighborhood,2017 Bonds,4,Ongoing,66953,0,66953,0,0,66953,,
2025,165,Street And Transportation,Alpha Rd from Barton Dr to Noel Rd,Street Reconstruction,2012 Bonds,11,Ongoing,5890,0,5890,0,0,5890,,
2025,165,Street And Transportation,Alpha Rd From End Of Pavement To Barton Dr,Thoroughfares,2017 Bonds,11,Ongoing,65681,0,65681,0,0,65681,,
2025,165,Street And Transportation,Alpha Rd from Noel Rd to Montfort Dr,Street Reconstruction,2017 Bonds / 2012 Bonds,11,Ongoing,70556,0,70556,0,0,70556,,
2025,165,Street And Transportation,Amhurst Av & Stanford Av From Linwood Ave. To Briarwood Ln,Alley Petitions,Other GO CIP - Debt,13,Ongoing,35770,0,35770,0,0,35770,,
2025,165,Street And Transportation,Amhurst Ave - Stanford Ave From Linwood Ave To Briarwood Ln,Alley Petitions,2017 Bonds,13,Ongoing,114843,0,114843,0,0,114843,,
2025,166,Street And Transportation,Assessments Proceeds for 2006 Bonds,Street Resurfacing,Other GO CIP - Non-Debt,(blank),Ongoing,615352,0,615352,0,0,615352,,
2025,166,Street And Transportation,Beckleymeade-Polk,Traffic Signals,2024 Bonds,8,Ongoing,75000,75000,0,0,0,75000,,
2025,166,Street And Transportation,Belt Line-Lawson,Traffic Signals,2024 Bonds,8,Ongoing,75000,75000,0,0,580000,655000,2027,2027
2025,166,Street And Transportation,Bernal Trail Project (Tumalo Trail to Norwich),Intergovernmen tal Partnership Projects,2024 Bonds,6,Ongoing,975000,975000,0,0,0,975000,,
2025,166,Street And Transportation,Bike Lanes,Intergovernmen tal Partnership Projects,Other GO CIP - Non-Debt,Citywide,Ongoing,2026734,1877801,148933,0,0,2026734,,
2025,166,Street And Transportation,Blossomheath Ln From Lbj Serv N To Thistle Ln,Street Reconstruction,2012 Bonds,11,Ongoing,5890,0,5890,0,0,5890,,
2025,166,Street And Transportation,Blossomheath Ln From LBJ Service Rd N To Thistle Ln,Street Reconstruction,2017 Bonds,11,Ongoing,438263,10423,427840,0,0,438263,,
2025,166,Street And Transportation,Blossomheath Ln from Thistle Ln to Alpha Rd,Street Reconstruction,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,11,Ongoing,669680,14418,655262,0,0,669680,,
2025,166,Street And Transportation,Boyd Street from Berkley Avenue to Wilbur Street,Street Petitions,2024 Bonds,1,Ongoing,177921,177921,0,0,1013285,1191206,2027,2027
2025,166,Street And Transportation,Bradford Dr from Maple Springs Blvd to Hedgerow Dr,Street Reconstruction,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,2,Ongoing,579768,0,579768,0,0,579768,,
2025,166,Street And Transportation,Branchfield Dr from W Lawther Dr to Fisher Rd,Street Resurfacing,2017 Bonds,9,Ongoing,0,0,0,0,0,0,,
2025,166,Street And Transportation,Brandon St from S Marlborough Ave to S Montclair Ave,Street Petitions,2024 Bonds,1,Ongoing,0,0,0,346282,1962266,2308548,2026,2027
2025,167,Street And Transportation,Bridge Maintenance/ Repair Program,Bridge Repair and Modification,Other GO CIP - Non-Debt,Citywide,Ongoing,15200000,1888118,13311882,4400000,4400000,24000000,2026,2027
2025,167,Street And Transportation,Brookshire Dr From Orchid Ln To Brookshire Cir,Street Reconstruction,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,11,Ongoing,511502,0,511502,0,0,511502,,
2025,167,Street And Transportation,Buckner-Gross,Traffic Signals,2024 Bonds,"2,7",Ongoing,75000,75000,0,0,580000,655000,2027,2027
2025,167,Street And Transportation,Buford-Camp Wisdom,Traffic Signals,2024 Bonds,"3,8",Ongoing,0,0,0,0,75000,75000,2027,2027
2025,167,Street And Transportation,Burma From Kiska St To Saipan St,Target Neighborhood,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,7,Ongoing,1478731,-378,1479109,0,0,1478731,,
2025,167,Street And Transportation,Burma Rd From Carbondale St To Kiska St,Target Neighborhood,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,7,Ongoing,2288862,0,2288862,0,0,2288862,,
2025,167,Street And Transportation,Burroaks Cir From Burroaks Dr To End Of Pavement,Street Reconstruction,2017 Bonds / 2012 Bonds,8,Ongoing,628955,250,628705,0,0,628955,,
2025,167,Street And Transportation,Camp Wisdom from Westmorland to US 67,Thoroughfares,2017 Bonds,Citywide,Ongoing,1400000,1400000,0,0,0,1400000,,
2025,"167, 168",Street And Transportation,Camp Wisdom Rd from FM 1382 to Mountain Creek Pkwy,Thoroughfares,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,6,Ongoing,909253,18020,891233,0,0,909253,,
2025,168,Street And Transportation,Canada Dr From Tamerisk St To Westmoreland Rd,Street Reconstruction,2017 Bonds,6,Ongoing,332476,0,332476,0,0,332476,,
2025,168,Street And Transportation,Canada Drive From Westmoreland To Hampton,Thoroughfares,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,6,Ongoing,21988434,94290,21894145,0,0,21988434,,
2025,168,Street And Transportation,Casa View Street Improvements,Streetscape- Urban Design,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,"9,2",Ongoing,1010450,0,1010450,0,0,1010450,,
2025,168,Street And Transportation,CBD Fair Link- Hall St to I-30,Intergovernmen tal Partnership Projects,2012 Bonds / 2017 Bonds,2,Ongoing,3734576,0,3734576,0,0,3734576,,
2025,168,Street And Transportation,CDSF Project - Corridor Studies in District 9 - CDSF CD9,Traffic Intersection Capacity & Safety Improvements,2024 Bonds,9,Ongoing,90000,90000,0,529550,0,619550,2026,2026
2025,168,Street And Transportation,Central Signal Computer,Street Resurfacing,2006 Bonds / 2003 Bonds,"2, 14",Ongoing,3517076,-38184,3555261,0,0,3517076,,
2025,"168, 169",Street And Transportation,Chalk Hill - I 30 EB Frontage Road to Singleton,Thoroughfares,2006 Bonds / 2012 Bonds / 2017 Bonds,6,Ongoing,14918142,0,14918142,0,0,14918142,,
2025,169,Street And Transportation,Chevez Dr from Avon St to El Tivoli Dr,Sidewalk and Barrier Free Ramp Improvements,2024 Bonds,1,Ongoing,0,0,0,378328,0,378328,2026,2026
2025,169,Street And Transportation,Cheyenne From Big Thicket To Elam,Thoroughfares,2017 Bonds / Other GO CIP - Debt,5,Ongoing,6955574,6244447,711127,0,0,6955574,,
2025,169,Street And Transportation,Cheyenne From Lake June To Big Thickett Â¿ Phase I,Thoroughfares,Other GO CIP - Debt,5,Ongoing,7806899,7397566,409333,0,0,7806899,,
2025,169,Street And Transportation,Cheyenne From Lake June To Big Thickett Phase I,Thoroughfares,2017 Bonds,5,Ongoing,2931179,0,2931179,0,0,2931179,,
2025,169,Street And Transportation,Chrysalis-Wheatland,Traffic Signals,2024 Bonds,8,Ongoing,75000,75000,0,0,0,75000,,
2025,169,Street And Transportation,Clarendon Dr (2-28' Lanes) from Ewing to Upton,Street Reconstruction,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,4,Ongoing,10513626,10098424,415201,0,0,10513626,,
2025,169,Street And Transportation,Clarksdale Pl from Clarksdale Dr to End of Pavement,Street Resurfacing,2017 Bonds,9,Ongoing,0,0,0,0,0,0,,
2025,169,Street And Transportation,Cobb St From Cobb St To Adair St,Street Reconstruction,2017 Bonds / Other GO CIP - Debt,14,Ongoing,315942,188312,127630,0,0,315942,,
2025,169,Street And Transportation,Cockrell Hill - La Reunion to Singleton,Intergovernmen tal Partnership Projects,2006 Bonds / 2012 Bonds / 2017 Bonds,6,Ongoing,46706,0,46706,0,0,46706,,
2025,170,Street And Transportation,Cockrell Hill From La Reunion To Singleton,Intergovernmen tal Partnership Projects,2017 Bonds / Other GO CIP - Debt,6,Ongoing,13549143,13190332,358811,0,0,13549143,,
2025,170,Street And Transportation,Columbia Ave/Main St from S Beacon St to,Thoroughfares,2017 Bonds,214,Ongoing,429601,0,429601,0,0,429601,,
2025,170,Street And Transportation,Columbia Ave/Main St from S Beacon St to Deep Ellum,Thoroughfares,Other GO CIP - Debt,214,Ongoing,9863440,9770655,92785,0,0,9863440,,
2025,170,Street And Transportation,Columbia/Main Complete Street,Complete Street,2024 Bonds,"2, 14",Ongoing,4996250,4996250,0,0,0,4996250,,
2025,170,Street And Transportation,Commerce from Good-Latimer to Hall,Streetscape- Urban Design,2006 Bonds / 2017 Bonds,2,Ongoing,593198,288350,304848,0,0,593198,,
2025,170,Street And Transportation,Commerce Street From Good Latimer To Exposition,Thoroughfares,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,2,Ongoing,1688377,0,1688377,0,0,1688377,,
2025,170,Street And Transportation,Community - Harry Hines to N.W. Hwy.,Thoroughfares,Other GO CIP - Debt,6,Ongoing,2942681,2934276,8405,0,0,2942681,,
2025,170,Street And Transportation,Community - Harry Hines to N.W. Hwy. R803,Thoroughfares,2003 Bonds,6,Ongoing,531848,176474,355374,0,0,531848,,
2025,170,Street And Transportation,Concho St From Richmond Ave To Belmont Ave,Street Reconstruction,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,14,Ongoing,190282,-378,190660,0,0,190282,,
2025,"170, 171",Street And Transportation,Contingency Reserve 2006 BP - Streets,Street Reconstruction,2017 Bonds,4,Ongoing,1417692,600000,817692,0,0,1417692,,
2025,171,Street And Transportation,Contingency Reserve 2006 BP - Streets,Street Resurfacing,2006 Bonds / 1995 Bonds / 2003 Bonds,Citywide,Ongoing,432273,432273,0,0,0,432273,,
2025,171,Street And Transportation,Corridor Studies in District 9 - CD9 Funds (Prop A),Traffic Intersection Capacity & Safety Improvements,2024 Bonds,9,Ongoing,418363,418363,0,0,0,418363,,
2025,171,Street And Transportation,COs for Sidewalks,Street Resurfacing,Other GO CIP - Debt,Citywide,Ongoing,4000000,614866,3385134,0,0,4000000,,
2025,171,Street And Transportation,COs for Streets,Street Resurfacing,Other GO CIP - Debt,Citywide,Ongoing,58815000,14475,58800525,0,0,58815000,,
2025,171,Street And Transportation,COs for Streets Underserved,Street Resurfacing,Other GO CIP - Debt,Citywide,Ongoing,14700000,0,14700000,0,0,14700000,,
2025,171,Street And Transportation,Council District 1 Pedestrian Safety/ Crosswalk Program,Public/Private Development,2017 Bonds,1,Ongoing,260000,260000,0,0,0,260000,,
2025,171,Street And Transportation,Council District 14 Pedestrian Safety/ Crosswalk Program,Public/Private Development,Other GO CIP - Debt / 2012 Bonds / 2017 Bonds,14,Ongoing,168240,139901,28339,0,0,168240,,
2025,171,Street And Transportation,Council District 8 Infrastructure Improvements -VA44,Traffic Intersection Capacity & Safety Improvements,2017 Bonds,8,Ongoing,350000,350000,0,0,0,350000,,
2025,171,Street And Transportation,Council District 8 Sidewalks,Sidewalk and Barrier Free Ramp Improvements,2017 Bonds,8,Ongoing,23397,0,23397,0,0,23397,,
2025,171,Street And Transportation,Council District 9 Traffic Signal Improvements -VA29,Public/Private Development,2017 Bonds,9,Ongoing,746000,481000,265000,0,0,746000,,
2025,172,Street And Transportation,Country Creek Dr- Road Closure/Turn Around,Traffic Intersection Capacity & Safety Improvements,Other GO CIP - Debt / 2012 Bonds / 2017 Bonds,3,Ongoing,546174,531065,15109,0,0,546174,,
2025,172,Street And Transportation,Critical Bridges,Bridge Repair and Modification,2017 Bonds / 2012 Bonds,Citywide,Ongoing,51214,0,51214,0,0,51214,,
2025,172,Street And Transportation,Critical Bridges- Camp Wisdom Road over Ricketts Creek Bridg,Bridge Repair and Modification,Other GO CIP - Debt,Citywide,Ongoing,2646345,2602507,43838,0,0,2646345,,
2025,172,Street And Transportation,Critical Bridges- Marsalis Avenue over Cedar Creek- Dallas Zoo,Bridge Repair and Modification,2017 Bonds,4,Ongoing,86373,0,86373,0,0,86373,,
2025,172,Street And Transportation,Critical Bridges- W- Red Bird Lane over Woody Branch Creek,Bridge Repair and Modification,2017 Bonds,3,Ongoing,295893,190728,105165,0,0,295893,,
2025,172,Street And Transportation,Critical Bridges- W. Red Bird Lane over Woody Branch Creek,Bridge Repair and Modification,Other GO CIP - Debt,Citywide,Ongoing,5390548,5340188,50360,0,0,5390548,,
2025,172,Street And Transportation,Crouch Rd From Old Ox Rd To S Lancaster Rd,Thoroughfares,2017 Bonds / Other GO CIP - Debt,8,Ongoing,12011818,11202023,809795,0,0,12011818,,
2025,"172, 173",Street And Transportation,Currin Dr From Pebbledowne Dr To End Of Pavement,Street Reconstruction,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,11,Ongoing,413684,0,413684,0,0,413684,,
2025,173,Street And Transportation,Currin Dr from St Michaels Dr to Pebbledowne Dr,Street Reconstruction,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,11,Ongoing,891153,0,891153,0,0,891153,,
2025,173,Street And Transportation,D10 Transportation Improvements (MCIP),Intergovernmen tal Partnership Projects,2017 Bonds,10,Ongoing,1000000,1000000,0,0,0,1000000,,
2025,173,Street And Transportation,Danieldale Thoroughfare Expansion (Hampton to IH-35E),Intergovernmen tal Partnership Projects,2024 Bonds,8,Ongoing,1500000,1500000,0,0,0,1500000,,
2025,173,Street And Transportation,Davis - Hampton to Westmoreland,Intergovernmen tal Partnership Projects,2006 Bonds / 2012 Bonds / 2017 Bonds,"1, 3",Ongoing,427262,38398,388865,0,0,427262,,
2025,173,Street And Transportation,Davis Phase I Complete Street (Clinton to Hampton),Intergovernmen tal Partnership Projects,2024 Bonds,Citywide,Ongoing,0,0,0,0,0,0,,
2025,173,Street And Transportation,Davis Street from Cockrell Hill to Clint,Intergovernmen tal Partnership Projects,2017 Bonds,1,Ongoing,851637,1000,850637,0,0,851637,,
2025,173,Street And Transportation,Davis Street from Cockrell Hill to Clinton Ave,Intergovernmen tal Partnership Projects,Other GO CIP - Debt,1,Ongoing,3175964,3076513,99451,0,0,3175964,,
2025,173,Street And Transportation,Denton Complete Street (Walnut Hill to Mockingbird),Intergovernmen tal Partnership Projects,2024 Bonds,Citywide,Ongoing,0,0,0,1500000,0,1500000,2026,2026
2025,173,Street And Transportation,Dirk St. - Alley South Of Martel Ave. To Martel Ave.,Street Petitions,2017 Bonds,14,Ongoing,92127,0,92127,0,0,92127,,
2025,174,Street And Transportation,District 7 Infrastructure Improvements,Street and Alley Improvements,2017 Bonds,7,Ongoing,1370046,1370046,0,0,0,1370046,,
2025,174,Street And Transportation,Dolphin Road from Haskell to Spring,Intergovernmen tal Partnership Projects,Other GO CIP - Debt / 2012 Bonds / 2017 Bonds,"2,7",Ongoing,4524684,-2701,4527385,0,0,4524684,,
2025,174,Street And Transportation,Downtown Elmwood Infrastructure Improvem,Traffic Intersection Capacity & Safety Improvements,2017 Bonds,1,Ongoing,498517,294867,203650,0,0,498517,,
2025,174,Street And Transportation,Downtown Elmwood Streetscape Improvements (CD1 Funds),Complete Street,2024 Bonds,1,Ongoing,0,0,0,180000,1020000,1200000,2026,2027
2025,174,Street And Transportation,Duncanville- Ledbetter,Traffic Signals,2024 Bonds,3,Ongoing,75000,75000,0,0,580000,655000,2027,2027
2025,174,Street And Transportation,Edd Rd From Seagoville To Garden Grove (Design and ROW only),Thoroughfares,Other GO CIP - Debt / 2012 Bonds,8,Ongoing,59662,-756,60418,0,0,59662,,
2025,174,Street And Transportation,Edd Rd From Seagoville To Garden Grove [Design and ROW only],Thoroughfares,2017 Bonds,8,Ongoing,617489,147228,470261,0,0,617489,,
2025,174,Street And Transportation,Edd Thoroughfare Expansion (Seagoville to Garden Grove),Intergovernmen tal Partnership Projects,2024 Bonds,8,Ongoing,7854105,7854105,0,0,0,7854105,,
2025,174,Street And Transportation,Edelweiss Cir From Hillcrest Rd To End Of Pavement,Street Reconstruction,2017 Bonds / Other GO CIP - Debt,11,Ongoing,555850,0,555850,0,0,555850,,
2025,175,Street And Transportation,Elam Road Safe Routes to School,Intergovernmen tal Partnership Projects,Other GO CIP - Debt,Citywide,Ongoing,863159,0,863159,0,0,863159,,
2025,175,Street And Transportation,Elmwood Area Street Lighting,Street and Alley Improvements,2017 Bonds,1,Ongoing,12161,0,12161,0,0,12161,,
2025,175,Street And Transportation,Elsie Faye Heggins TOD Connections (2nd to Scyene),Complete Street,2024 Bonds,7,Ongoing,1365637,1365637,0,0,0,1365637,,
2025,175,Street And Transportation,Ervay Two-Way Conversion Design (I-30 to St. Paul),Complete Street,2024 Bonds,Citywide,Ongoing,0,0,0,450000,0,450000,2026,2026
2025,175,Street And Transportation,Ewing Ave. From I35 E To Clarendon,Public/Private Development,2017 Bonds / Other GO CIP - Debt,4,Ongoing,12006994,10577474,1429520,0,0,12006994,,
2025,175,Street And Transportation,Fellows Ln From Saipan St To End Of Pavement,Target Neighborhood,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,7,Ongoing,680904,0,680904,0,0,680904,,
2025,175,Street And Transportation,Ferguson Rd And Lakeland Dr Intersection Improvements,Streetscape- Urban Design,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,7,Ongoing,245615,-426,246040,0,0,245615,,
2025,175,Street And Transportation,Ferguson Rd From Oates Dr To Lakeland Dr,Streetscape- Urban Design,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,7,Ongoing,243780,-426,244205,0,0,243780,,
2025,176,Street And Transportation,Ferguson-Fenwick,Traffic Signals,2024 Bonds,9,Ongoing,120000,120000,0,0,0,120000,,
2025,176,Street And Transportation,Ferguson-Graycliff,Traffic Signals,2024 Bonds,"2,7",Ongoing,45000,45000,0,610000,0,655000,2026,2026
2025,176,Street And Transportation,Ferris Branch- Whitehurst,Traffic Signals,2024 Bonds,10,Ongoing,75000,75000,0,0,0,75000,,
2025,176,Street And Transportation,Field and Griffin Complete Street (CD14 Funds),Intergovernmen tal Partnership Projects,2024 Bonds,14,Ongoing,0,0,0,1000000,0,1000000,2026,2026
2025,176,Street And Transportation,Fox Creek-Mountain Creek,Traffic Signals,2024 Bonds,3,Ongoing,75000,75000,0,0,580000,655000,2027,2027
2025,176,Street And Transportation,Frankford Rd from Hillcrest Rd to Coit Rd,Street Resurfacing,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,12,Ongoing,3494328,0,3494328,0,0,3494328,,
2025,176,Street And Transportation,Frankford Rd from Preston Rd to Hillcrest Rd,Street Resurfacing,2017 Bonds / Other GO CIP - Debt / 2012 Bonds,12,Ongoing,2525350,0,2525350,0,0,2525350,,
2025,176,Street And Transportation,FY18 Street and Alley Improvement Projec,Street and Alley Improvements,Other GO CIP - Non-Debt,Citywide,Ongoing,135589874,1525978,134063896,14722322,14722322,165034518,2026,2027
2025,176,Street And Transportation,FY20 DWU Fee for Unserved Areas,Street and Alley Improvements,Other GO CIP - Non-Debt,Citywide,Ongoing,33975907,180455,33795452,7525082,7525082,49026070,2026,2027
