cip_year,project_type,source_page,department,project_name,project_id,address_location,start_year,end_year,project_description,project_justification,previous_appropriations,project_total,year_2016,year_2017,year_2018
2015,4th/17,145,Street And Thoroughfare,Selecman Dr from La Sobrina Dr to Foxworth Dr,,,,,,,4376,4376,0,0,0
2015,1st/18,145,Street And Thoroughfare,Serenade Ln from Singing Hills Dr to Wagon Wheels Trl,,,,,,,201300,201300,0,0,0
2015,Various,145,Street And Thoroughfare,SH-78 - Loop 12 to IH 635,,,,,,,210000,210000,0,0,0
2015,Various,145,Street And Thoroughfare,SH-78 - Loop 12 to IH 635,,,,,,,20000,20000,0,0,0
2015,4th/17,145,Street And Thoroughfare,Shady Bend from Midway to Haydale,,,,,,,0,205900,0,205900,0
2015,4th/16,146,Street And Thoroughfare,Shiloh Rd from Blyth Dr to Lockhart Ave,,,,,,,0,348400,348400,0,0
2015,1st/18,146,Street And Thoroughfare,Shiloh Rd from Oates Dr to Larry Dr,,,,,,,177900,177900,0,0,0
2015,1st/16,146,Street And Thoroughfare,Shoreview Rd (9222-9246) And Deer Trail Dr (8044-8044),,,,,,,74195,74195,0,0,0
2015,1st/16,146,Street And Thoroughfare,Shoreview Rd (9506-9748) And Audelia Rd (8725-8725),,,,,,,368900,368900,0,0,0
2015,1st/16,146,Street And Thoroughfare,Shoreview Rd (9506-9748) And Audelia Rd (8725-8725),,,,,,,740,740,0,0,0
2015,4th/17,146,Street And Thoroughfare,Shoreview Road from Forest Trail to Nimrod Trail,,,,,,,188638,188638,0,0,0
2015,Various,146,Street And Thoroughfare,Sidewalk Improvements,,,,,,,94580,94580,0,0,0
2015,Various,146,Street And Thoroughfare,Sidewalk Improvements,,,,,,,329087,329087,0,0,0
2015,Various,146,Street And Thoroughfare,Sidewalk Improvements - CD Projects,,,,,,,78849,78849,0,0,0
2015,Various,146,Street And Thoroughfare,Sidewalk Improvements District 12,,,,,,,7749,7749,0,0,0
2015,Various,146,Street And Thoroughfare,Sidewalk Improvements District 2,,,,,,,74541,74541,0,0,0
2015,Various,146,Street And Thoroughfare,Sidewalk Improvements District 4,,,,,,,286435,286435,0,0,0
2015,4th/14,147,Street And Thoroughfare,Silverton from Dennis to Caraway,,,,,,,125264,125264,0,0,0
2015,4th/16,147,Street And Thoroughfare,Silvery Moon Dr from Singing Hills Dr To Silvery Moon Cir,,,,,,,0,128400,128400,0,0
2015,Various,147,Street And Thoroughfare,Singleton at Walton Walker - Roadside Cameras,,,,,,,20000,20000,0,0,0
2015,Various,147,Street And Thoroughfare,Singleton at Westmoreland- Roadside Cameras,,,,,,,10000,10000,0,0,0
2015,4th/16,147,Street And Thoroughfare,Sondra Dr from Hillside Dr to Wendover Rd,,,,,,,0,234200,234200,0,0
2015,3rd/16,147,Street And Thoroughfare,SOPAC Trail Phase 3 (East Dallas Veloway),,,,,,,2081700,2081700,0,0,0
2015,1st/16,147,Street And Thoroughfare,Southview Ln From Coit Rd To Blossomheath Ln,,,,,,,444,444,0,0,0
2015,1st/16,147,Street And Thoroughfare,Southview Ln From Coit Rd To Blossomheath Ln,,,,,,,482900,482900,0,0,0
2015,2nd/15,147,Street And Thoroughfare,Spring Creek Rd (14906-15022) And Hillfawn Cir (7906-7916),,,,,,,148271,148271,0,0,0
2015,2nd/15,147,Street And Thoroughfare,Spring Creek Rd (14906-15022) And Hillfawn Cir (7906-7916),,,,,,,22140,22140,0,0,0
2015,2nd/15,147,Street And Thoroughfare,Spring Creek Rd (15408-15432) And Fallmeadow Ln (7927-7931),,,,,,,74812,74812,0,0,0
2015,2nd/15,147,Street And Thoroughfare,Spring Creek Rd (15408-15432) And Fallmeadow Ln (7927-7931),,,,,,,12975,12975,0,0,0
2015,4th/16,148,Street And Thoroughfare,Spring Glen Dr from Willow Glen Dr To Cedar Glen Dr,,,,,,,0,104400,104400,0,0
2015,4th/17,148,Street And Thoroughfare,Spring Grove from Alpha to Coit,,,,,,,338325,2255500,1917175,0,0
2015,3rd/16,148,Street And Thoroughfare,Spring Valley Rd from Coit Rd to Goldmark sidewalk and pedestrian improvements,,,,,,,152163,152163,0,0,0
2015,4th/14,148,Street And Thoroughfare,Spring Valley Rd. at Goldmark,,,,,,,136537,136537,0,0,0
2015,4th/17,148,Street And Thoroughfare,Squaw Valley from End of Pavement to Crested Butte Dr,,,,,,,0,124700,0,124700,0
2015,3rd/15,148,Street And Thoroughfare,St. Augustine Rd. (S) - Old Seagoville Rd. to CF Hawn,,,,,,,250556,250556,0,0,0
2015,3rd/15,148,Street And Thoroughfare,St. Augustine Rd. (S) - Old Seagoville Rd. to CF Hawn,,,,,,,1140838,1140838,0,0,0
2015,4th/17,148,Street And Thoroughfare,State Street and Thomas Avenue from Routh Street to Boll Street,,,,,,,91238,91238,0,0,0
2015,4th/17,148,Street And Thoroughfare,Stefani Dr from Thackery St to Hillcrest Rd,,,,,,,0,128500,0,128500,0
2015,3rd/16,148,Street And Thoroughfare,Stevens St from Cayuga Dr to Davilla Ave and Davilla Ave from Stevens St to Drake St,,,,,,,669014,669014,0,0,0
2015,3rd/16,148,Street And Thoroughfare,Stevens St from Cayuga Dr to Davilla Ave and Davilla Ave from Stevens St to Drake St,,,,,,,361,361,0,0,0
2015,1st/16,148,Street And Thoroughfare,Stratton Dr from Calcutta Dr To Penguin Dr,,,,,,,213900,213900,0,0,0
2015,1st/18,149,Street And Thoroughfare,Strayhorn Dr from Barnes Bridge Rd to Plummer Dr,,,,,,,0,193700,193700,0,0
2015,Various,149,Street And Thoroughfare,Street and Alley Improvement Projects,,,,,,,0,16832000,16832000,0,0
2015,Various,149,Street And Thoroughfare,Street Assessment Funds - Citywide Signals,,,,,,,0,675000,675000,0,0
2015,Various,149,Street And Thoroughfare,Street Assessment Funds - Sidewalk Program,,,,,,,0,325000,325000,0,0
2015,3rd/17,149,Street And Thoroughfare,Superior St from Catherine to W. Clarendon,,,,,,,3352,3352,0,0,0
2015,3rd/17,149,Street And Thoroughfare,Superior St from Catherine to W. Clarendon,,,,,,,807700,807700,0,0,0
2015,2nd/16,149,Street And Thoroughfare,Sweet Sue Ln from Hidden Valley Dr to Camp Wisdom (E) Rd,,,,,,,1768,1768,0,0,0
2015,2nd/16,149,Street And Thoroughfare,Sweet Sue Ln from Hidden Valley Dr to Camp Wisdom (E) Rd,,,,,,,974800,974800,0,0,0
2015,4th/17,149,Street And Thoroughfare,Sylvan Ave. -W Commerce to Singleton,,,,,,,582906,2552599,1969693,0,0
2015,1st/16,149,Street And Thoroughfare,Tacoma from Ann Arbor to Marjorie,,,,,,,608500,608500,0,0,0
2015,2nd/16,149,Street And Thoroughfare,Telephone Rd Phase II,,,,,,,324086,324086,0,0,0
2015,2nd/16,149,Street And Thoroughfare,Telephone Rd Phase II,,,,,,,4139557,4139557,0,0,0
2015,4th/15,150,Street And Thoroughfare,Tibbs St from Royal Ln to W Ricks Cir,,,,,,,206900,206900,0,0,0
2015,3rd/15,150,Street And Thoroughfare,Timber Creek Ln (6001-6037) And Gentle Knoll Ln (6002-6030),,,,,,,159490,159490,0,0,0
2015,1st/18,150,Street And Thoroughfare,Timberview from Pensive to Webb Chapel,,,,,,,0,294800,294800,0,0
2015,4th/15,150,Street And Thoroughfare,Tisinger Ave from Aledo Dr to Estacado Dr,,,,,,,149200,149200,0,0,0
2015,4th/17,150,Street And Thoroughfare,Tomlinson St from Graystone Dr to Meandering Way,,,,,,,0,98200,0,98200,0
2015,1st/16,150,Street And Thoroughfare,Townsley Ct (17203-17215),,,,,,,114846,114846,0,0,0
2015,Various,150,Street And Thoroughfare,Traffic Accident Reduction Roadway Improvements - On-Demand,,,,,,,395653,395653,0,0,0
2015,Various,150,Street And Thoroughfare,Traffic Accident Reduction Roadway Improvements - On-Demand,,,,,,,253613,253613,0,0,0
2015,Various,150,Street And Thoroughfare,Traffic Signal Control Equipment Upgrades - Citywide - Phase 1,,,,,,,1155513,1155513,0,0,0
2015,2nd/16,150,Street And Thoroughfare,Trail from Timberglen Park to Barry Barker Park,,,,,,,312255,2081700,1769445,0,0
2015,2nd/16,150,Street And Thoroughfare,Trail from Timberglen Park to Barry Barker Park,,,,,,,3628,3628,0,0,0
2015,Various,150,Street And Thoroughfare,Trail Projects,,,,,,,886782,886782,0,0,0
2015,1st/16,151,Street And Thoroughfare,Trails End from Berry Trl to Arapaho Rd,,,,,,,932,932,0,0,0
2015,1st/16,151,Street And Thoroughfare,Trails End from Berry Trl to Arapaho Rd,,,,,,,1427500,1427500,0,0,0
2015,Various,151,Street And Thoroughfare,Transit Signal Priority System,,,,,,,4000000,4000000,0,0,0
2015,Various,151,Street And Thoroughfare,Transportation Systems,,,,,,,111090,111090,0,0,0
2015,1st/16,151,Street And Thoroughfare,Tree Shadow Trl (5902-5942) And Flintshire Ct (5901-5923),,,,,,,244900,244900,0,0,0
2015,4th/19,151,Street And Thoroughfare,Trinity River Trail from Sylvan to Moore Park,,,,,,,4963437,4963437,0,0,0
2015,4th/16,151,Street And Thoroughfare,Trinity Strand Phase 2 from IH 35 at Oak Lawn to DART's Inwood Station,,,,,,,2739,2739,0,0,0
2015,4th/16,151,Street And Thoroughfare,Trinity Strand Phase 2 from IH 35 at Oak Lawn to DART's Inwood Station,,,,,,,160673,3358500,0,0,3197827
2015,Various,151,Street And Thoroughfare,Trinity Trails Phase II-B,,,,,,,86840,86840,0,0,0
2015,4th/15,151,Street And Thoroughfare,Tulane St from Prestonshire Ln to Lupton Dr,,,,,,,51100,51100,0,0,0
2015,4th/17,151,Street And Thoroughfare,Tumbling Creek Trl from Leaning Oaks St to Alta Mesa Dr,,,,,,,0,152100,0,152100,0
2015,2nd/13,151,Street And Thoroughfare,Twin Sixties Dr. - Central Expwy. Service Rd. to Worcola,,,,,,,275065,275065,0,0,0
2015,4th/17,152,Street And Thoroughfare,Underwood St from Kilburn Ave To Modree Ave,,,,,,,0,34200,0,34200,0
2015,4th/16,152,Street And Thoroughfare,Valley View and Walnut - IH 635 to City Limit,,,,,,,907540,907540,0,0,0
2015,4th/15,152,Street And Thoroughfare,Valley View and Walnut - IH 635 to E. City Limit,,,,,,,200000,200000,0,0,0
2015,4th/16,152,Street And Thoroughfare,Velasco Ave from Abrams Rd to Pearson Dr,,,,,,,0,233200,233200,0,0
2015,4th/16,152,Street And Thoroughfare,Walmsley Ave from Montclair Ave to Willomet Ave,,,,,,,221649,221649,0,0,0
2015,1st/15,152,Street And Thoroughfare,Walnut Hill - Malibu to Luna,,,,,,,3888863,3888863,0,0,0
2015,3rd/15,152,Street And Thoroughfare,Walnut Hill at Harry Hines,,,,,,,700000,700000,0,0,0
2015,4th/17,152,Street And Thoroughfare,Walnut Hill Ln from 500' west of Dale Crest Dr to Webb Chapel,,,,,,,0,690000,0,690000,0
2015,1st/18,152,Street And Thoroughfare,Walnut Hill Ln from 500' west of Dale Crest Dr to Webb Chapel,,,,,,,0,690000,690000,0,0
2015,Various,152,Street And Thoroughfare,Warranted Signals and School Flashers (On-Demand),,,,,,,419422,419422,0,0,0
2015,Various,152,Street And Thoroughfare,Warranted Signals and School Flashers (On-Demand),,,,,,,1432894,3610751,2177857,0,0
2015,1st/18,152,Street And Thoroughfare,Waterview Rd from Buckner Blvd to dead end,,,,,,,166000,166000,0,0,0
2015,4th/16,153,Street And Thoroughfare,Watson Dr. - 56th St. South to Dead End,,,,,,,721715,721715,0,0,0
2015,4th/16,153,Street And Thoroughfare,Watson Dr. - 56th St. South to Dead End,,,,,,,136569,136569,0,0,0
2015,3rd/16,153,Street And Thoroughfare,Weeburn from Marsh to Mid Pines,,,,,,,2886,2886,0,0,0
2015,3rd/16,153,Street And Thoroughfare,Weeburn from Marsh to Mid Pines,,,,,,,751214,751214,0,0,0
2015,4th/19,153,Street And Thoroughfare,West Dallas Gateway,,,,,,,720322,34300000,0,0,33579678
2015,4th/15,153,Street And Thoroughfare,West End Plaza,,,,,,,4127050,4127050,0,0,0
2015,4th/15,153,Street And Thoroughfare,West End Plaza,,,,,,,1255589,1255589,0,0,0
2015,4th/16,153,Street And Thoroughfare,West Shore Dr from Tokalon Dr to Meadow Lake Ave,,,,,,,0,273300,273300,0,0
2015,4th/17,153,Street And Thoroughfare,Western St from Sunnyside Ave to Cockrell Hill Rd,,,,,,,0,103000,0,103000,0
2015,3rd/14,153,Street And Thoroughfare,Westmount Ave. - Davis St to Avon St.,,,,,,,940876,940876,0,0,0
2015,1st/18,153,Street And Thoroughfare,Wheatland - Lancaster Cir. to Lancaster Rd. at Plaza,,,,,,,351570,351570,0,0,0
2015,1st/18,153,Street And Thoroughfare,Wheatland - Lancaster Cir. to Lancaster Rd. at Plaza,,,,,,,555157,5295618,4740461,0,0
2015,4th/15,154,Street And Thoroughfare,White Rose Trl from end of pavement to Trails End Dr,,,,,,,100100,100100,0,0,0
2015,4th/15,154,Street And Thoroughfare,Wilton Ave from Ravinia Dr to Hampton Rd,,,,,,,428900,428900,0,0,0
2015,4th/15,154,Street And Thoroughfare,Wilton Ave from Ravinia Dr to Hampton Rd,,,,,,,500,500,0,0,0
2015,4th/15,154,Street And Thoroughfare,Windy Ridge Dr from Meadowcreek Dr to Arbor Downs Dr,,,,,,,299034,299034,0,0,0
2015,1st/18,154,Street And Thoroughfare,Wofford Dr from James St to Elmira St,,,,,,,179900,179900,0,0,0
2015,4th/17,154,Street And Thoroughfare,Wonderland Trl from Northaven Rd to Peter Pan Dr,,,,,,,0,269200,0,269200,0
2015,2nd/16,154,Street And Thoroughfare,Woodmeadow from La Prada west to the end of divided roadway,,,,,,,1203,1203,0,0,0
2015,2nd/16,154,Street And Thoroughfare,Woodmeadow from La Prada west to the end of divided roadway,,,,,,,277657,1703800,1426143,0,0
2015,2nd/16,154,Street And Thoroughfare,Woodmeadow Parkway over Long Branch,,,,,,,48660,48660,0,0,0
2015,4th/16,154,Street And Thoroughfare,Woodshire Dr from Kirnwood Dr to Clearwood Dr,,,,,,,0,304300,304300,0,0
2015,2nd/15,154,Street And Thoroughfare,Yale Blvd. - SMU to Greenville Ave.,,,,,,,562797,562797,0,0,0
2015,2nd/15,154,Street And Thoroughfare,Yale to Mockingbird Light Rail Station,,,,,,,276284,276284,0,0,0
2015,2nd/16,155,Street And Thoroughfare,Yancy St from Carbondale St to Saipan St,,,,,,,500939,500939,0,0,0
2015,2nd/16,155,Street And Thoroughfare,Yancy St from Carbondale St to Saipan St,,,,,,,711,711,0,0,0
2015,Various,159,Trinity River Corridor,Beckley Ave. Extension,,,,,,,5967525,5967525,0,0,0
2015,2nd/17,159,Trinity River Corridor,Cedar Crest Bridge Pedestrian and Bicycle Enhancements,,,,,,,1005066,1005066,0,0,0
2015,2nd/17,159,Trinity River Corridor,Cedar Crest Bridge Pedestrian and Bicycle Enhancements,,,,,,,48971,48971,0,0,0
2015,2nd/17,159,Trinity River Corridor,Cedar Crest Bridge Pedestrian and Bicycle Enhancements,,,,,,,6368905,6368905,0,0,0
2015,Various,159,Trinity River Corridor,CIP Engineering- Trinity River Corridor Improvement,,,,,,,2632121,2632121,0,0,0
2015,4th/15,159,Trinity River Corridor,Dallas Floodway Extension,,,,,,,8000000,8000000,0,0,0
2015,4th/15,159,Trinity River Corridor,Dallas Floodway Extension,,,,,,,24666250,24666250,0,0,0
2015,Various,159,Trinity River Corridor,Elm Fork Improvements,,,,,,,30000000,30000000,0,0,0
2015,Various,159,Trinity River Corridor,Elm Fork Improvements,,,,,,,12153,12153,0,0,0
2015,4th/15,159,Trinity River Corridor,Great Trinity Forest Park,,,,,,,38339799,38339799,0,0,0
2015,2nd/17,159,Trinity River Corridor,IH-30 Pedestrian and Bicycle Bridge Construction,,,,,,,646247,646247,0,0,0
2015,2nd/17,159,Trinity River Corridor,IH-30 Pedestrian and Bicycle Bridge Construction,,,,,,,1223778,1223778,0,0,0
2015,2nd/17,160,Trinity River Corridor,IH-30 Pedestrian and Bicycle Bridge Construction,,,,,,,6568203,6568203,0,0,0
2015,2nd/16,160,Trinity River Corridor,Joppa Connector Trail Project,,,,,,,1965186,1965186,0,0,0
2015,2nd/16,160,Trinity River Corridor,Joppa Connector Trail Project,,,,,,,542050,542050,0,0,0
2015,Various,160,Trinity River Corridor,Trinity Forest Golf Course,,,,,,,3970000,3970000,0,0,0
2015,Various,160,Trinity River Corridor,Trinity Lakes Phase I - Lakes,,,,,,,302900,302900,0,0,0
2015,Various,160,Trinity River Corridor,Trinity Lakes Phase I - Parkway,,,,,,,751457,751457,0,0,0
2015,Various,160,Trinity River Corridor,Trinity Parkway Corridor Transportation Projects,,,,,,,91869039,91869039,0,0,0
2015,Various,166,Water Utilities,Automated Meter Reading Project (AMR),,,,,,,5000000,5000000,0,0,0
2015,Various,166,Water Utilities,Bachman Water Treatment Plant,,,,,,,16975554,16975554,0,0,0
2015,Various,166,Water Utilities,Bachman Water Treatment Plant,,,,,,,94220238,111720238,0,7500000,10000000
2015,Various,166,Water Utilities,Bachman Water Treatment Plant,,,,,,,58000000,74000000,0,0,0
2015,Various,166,Water Utilities,Bachman Water Treatment Plant,,,,,,,20128168,20128168,0,0,0
2015,Various,166,Water Utilities,Bond/Commerc Paper Sale Ex,,,,,,,381928,381928,0,0,0
2015,Various,166,Water Utilities,Bond/Commerc Paper Sale Ex,,,,,,,236167,236167,0,0,0
2015,Various,166,Water Utilities,Central Wastewater Treatment Plant,,,,,,,47028734,47028734,0,0,0
2015,Various,166,Water Utilities,Central Wastewater Treatment Plant,,,,,,,103388343,166888343,34500000,0,0
2015,Various,166,Water Utilities,Central Wastewater Treatment Plant,,,,,,,52322504,52822504,0,500000,0
2015,Various,166,Water Utilities,Central Wastewater Treatment Plant,,,,,,,133191355,133191355,0,0,0
2015,Various,166,Water Utilities,Central Wastewater Treatment Plant,,,,,,,88242710,112942710,0,0,18000000
2015,Various,167,Water Utilities,East Side Water Treatment Plant,,,,,,,40879438,40879438,0,0,0
2015,Various,167,Water Utilities,East Side Water Treatment Plant,,,,,,,168421152,168421152,0,0,0
2015,Various,167,Water Utilities,East Side Water Treatment Plant,,,,,,,170489624,178489624,0,0,0
2015,Various,167,Water Utilities,East Side Water Treatment Plant,,,,,,,54130543,176130543,45000000,5000000,42000000
2015,Various,167,Water Utilities,East Side Water Treatment Plant,,,,,,,64598866,64598866,0,0,0
2015,Various,167,Water Utilities,Elm Fork Water Treatment Plant,,,,,,,131580984,131580984,0,0,0
2015,Various,167,Water Utilities,Elm Fork Water Treatment Plant,,,,,,,5094058,5094058,0,0,0
2015,Various,167,Water Utilities,Elm Fork Water Treatment Plant,,,,,,,103030246,141030246,0,0,0
2015,Various,167,Water Utilities,Elm Fork Water Treatment Plant,,,,,,,47221605,47221605,0,0,0
2015,Various,167,Water Utilities,Elm Fork Water Treatment Plant,,,,,,,23322412,260322412,0,92000000,47000000
2015,Various,167,Water Utilities,Enterprise Billing System,,,,,,,21391000,21391000,0,0,0
2015,Various,167,Water Utilities,Future Development Initiatives - Wastewater,,,,,,,8500000,8500000,0,0,0
2015,Various,168,Water Utilities,Future Development Initiatives - Water,,,,,,,8500000,8500000,0,0,0
2015,Various,168,Water Utilities,Public Art Program - Wastewater,,,,,,,2069000,2137000,0,0,8000
2015,Various,168,Water Utilities,Public Art Program - Water,,,,,,,1828500,2195500,8000,121000,19000
2015,Various,168,Water Utilities,Raw Water Pumping and Transmission Facilities,,,,,,,16288534,16288534,0,0,0
2015,Various,168,Water Utilities,Raw Water Pumping and Transmission Facilities,,,,,,,7762003,94762003,0,15000000,0
2015,Various,168,Water Utilities,Raw Water Pumping and Transmission Facilities,,,,,,,728491,728491,0,0,0
2015,Various,168,Water Utilities,Raw Water Pumping and Transmission Facilities,,,,,,,58521581,58521581,0,0,0
2015,Various,168,Water Utilities,Raw Water Pumping and Transmission Facilities,,,,,,,190694041,199694041,3000000,0,6000000
2015,Various,168,Water Utilities,Series 2009C DWU Revenue Bonds,,,,,,,94723000,94723000,0,0,0
2015,Various,168,Water Utilities,"Sewer Mains, Interceptors and Lift Stations",,,,,,,89522541,123847541,0,0,0
2015,Various,168,Water Utilities,"Sewer Mains, Interceptors and Lift Stations",,,,,,,74009419,74009419,0,0,0
2015,Various,168,Water Utilities,"Sewer Mains, Interceptors and Lift Stations",,,,,,,113702840,222897840,23464000,19181000,32425000
2015,Various,169,Water Utilities,"Sewer Mains, Interceptors and Lift Stations",,,,,,,197305099,197305099,0,0,0
2015,Various,169,Water Utilities,"Sewer Mains, Interceptors and Lift Stations",,,,,,,127005514,158369514,6266000,6266000,6317000
2015,Various,169,Water Utilities,Southside Wastewater Treatment Plant,,,,,,,139079817,139079817,0,0,0
2015,Various,169,Water Utilities,Southside Wastewater Treatment Plant,,,,,,,44107224,116107224,0,39000000,7500000
2015,Various,169,Water Utilities,Southside Wastewater Treatment Plant,,,,,,,66803673,105303673,4000000,0,0
2015,Various,169,Water Utilities,Southside Wastewater Treatment Plant,,,,,,,56649056,56649056,0,0,0
2015,Various,169,Water Utilities,Southside Wastewater Treatment Plant,,,,,,,104066321,104066321,0,0,0
2015,Various,169,Water Utilities,Studies and Master Plans,,,,,,,200000,200000,0,0,0
2015,Various,169,Water Utilities,Supply Reservoirs and Dams,,,,,,,13005539,45005539,0,27000000,5000000
2015,Various,169,Water Utilities,Supply Reservoirs and Dams,,,,,,,9364351,14364351,0,0,0
2015,Various,169,Water Utilities,Supply Reservoirs and Dams,,,,,,,872110,872110,0,0,0
2015,Various,169,Water Utilities,Supply Reservoirs and Dams,,,,,,,6447660,6447660,0,0,0
2015,Various,170,Water Utilities,Supply Reservoirs and Dams,,,,,,,1205277,1205277,0,0,0
2015,Various,170,Water Utilities,Supply Reservoirs and Dams,,,,,,,36682884,38182884,0,0,0
2015,Various,170,Water Utilities,Unassigned Debt Services,,,,,,,2172279,2172279,0,0,0
2015,Various,170,Water Utilities,Wastewater Administrative Order,,,,,,,29038136,29038136,0,0,0
2015,Various,170,Water Utilities,Wastewater Administrative Order,,,,,,,10760074,10760074,0,0,0
2015,Various,170,Water Utilities,Wastewater Facilities Repairs and Rehabilitation,,,,,,,75215797,95855797,3885000,3905000,3950000
2015,Various,170,Water Utilities,Wastewater Facilities Repairs and Rehabilitation,,,,,,,500000,500000,0,0,0
2015,Various,170,Water Utilities,"Wastewater Homeowners, Unserved Areas, Extensions and Improvements",,,,,,,30872984,38062984,2779000,2144000,709000
2015,Various,170,Water Utilities,"Wastewater Homeowners, Unserved Areas, Extensions and Improvements",,,,,,,1132299,1132299,0,0,0
2015,Various,170,Water Utilities,"Wastewater Homeowners, Unserved Areas, Extensions and Improvements",,,,,,,129565,129565,0,0,0
2015,Various,170,Water Utilities,Wastewater Relocations,,,,,,,29173212,37673212,3000000,3500000,2000000
2015,Various,170,Water Utilities,Wastewater Relocations,,,,,,,46591754,68291754,0,14000000,7700000
2015,Various,171,Water Utilities,Wastewater Relocations,,,,,,,14288176,35288176,7000000,0,0
2015,Various,171,Water Utilities,Wastewater Relocations,,,,,,,13055485,13055485,0,0,0
2015,Various,171,Water Utilities,"Wastewater Service Centers, Offices and Research Facilities",,,,,,,6774746,8774746,2000000,0,0
2015,Various,171,Water Utilities,"Wastewater Service Centers, Offices and Research Facilities",,,,,,,3923811,14423811,500000,5000000,5000000
2015,Various,171,Water Utilities,Wastewater Studies and Master Plans,,,,,,,8457065,8457065,0,0,0
2015,Various,171,Water Utilities,Wastewater Studies and Master Plans,,,,,,,3603312,3603312,0,0,0
2015,Various,171,Water Utilities,Wastewater Studies and Master Plans,,,,,,,4483000,4483000,0,0,0
2015,Various,171,Water Utilities,Wastewater Studies and Master Plans,,,,,,,18776454,25776454,1500000,0,2500000
2015,Various,171,Water Utilities,Wastewater Wholesale Customer Facilities,,,,,,,25365,25365,0,0,0
2015,Various,171,Water Utilities,Water Facilities Repairs and Rehabilitation,,,,,,,130747901,176497901,9150000,9150000,9150000
2015,Various,171,Water Utilities,Water Facilities Repairs and Rehabilitation,,,,,,,3903741,3903741,0,0,0
2015,Various,171,Water Utilities,"Water Homeowners, Unserved Areas, Extensions and Improvements",,,,,,,76302812,85802812,3000000,2000000,1500000
2015,Various,172,Water Utilities,"Water Homeowners, Unserved Areas, Extensions and Improvements",,,,,,,1260770,1260770,0,0,0
2015,Various,172,Water Utilities,"Water Mains, Pumping and Storage Facilities",,,,,,,111005026,255402026,25859000,0,0
2015,Various,172,Water Utilities,"Water Mains, Pumping and Storage Facilities",,,,,,,116249318,116249318,0,0,0
2015,Various,172,Water Utilities,"Water Mains, Pumping and Storage Facilities",,,,,,,208658421,491782421,20000000,111685000,98914000
2015,Various,172,Water Utilities,"Water Mains, Pumping and Storage Facilities",,,,,,,337191108,337191108,0,0,0
2015,Various,172,Water Utilities,"Water Mains, Pumping and Storage Facilities",,,,,,,148891102,180622102,6392000,6279000,7022000
2015,Various,172,Water Utilities,Water Relocations Due to Paving,,,,,,,128263549,135263549,0,0,7000000
2015,Various,172,Water Utilities,Water Relocations Due to Paving,,,,,,,39235035,68235035,7000000,8000000,0
2015,Various,172,Water Utilities,Water Relocations Due to Paving,,,,,,,14390207,14390207,0,0,0
2015,Various,172,Water Utilities,Water Relocations Due to Paving,,,,,,,53394609,59394609,3000000,1500000,1500000
2015,Various,172,Water Utilities,"Water Service Centers, Offices and Research Facilities",,,,,,,42311317,59311317,5000000,3000000,3000000
2015,Various,172,Water Utilities,"Water Service Centers, Offices and Research Facilities",,,,,,,1805863,27805863,1000000,10000000,15000000
2015,Various,173,Water Utilities,Water Studies and Master Plans,,,,,,,35784974,42834974,1000000,1000000,3500000
2015,Various,173,Water Utilities,Water Wholesale Customer Facilities,,,,,,,500000,1500000,0,0,500000
2015,Various,173,Water Utilities,Water Wholesale Customer Facilities,,,,,,,2986119,3986119,0,500000,0
2015,Various,173,Water Utilities,Water Wholesale Customer Facilities,,,,,,,352200,1352200,1000000,0,0
