cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,year_2024,year_2025,year_2026,year_2027,validation_label
2024,Major Park Facilities,112,2024 Bonds,Helen C. Emory Park,2027,2027,6,0,48000,0,0,0,48000,
2024,Playground Improvement,112,2024 Bonds,Herndon Park - Shade Structure Replacement,2026,2027,4,0,200000,0,0,20000,180000,
2024,Site Development,112,2024 Bonds,Herndon Park - Site Improvements,2025,2025,4,0,750000,0,750000,0,0,
2024,Recreation Centers,112,2024 Bonds,Hiawatha Williams Rec Ctr - Fac Upgrds Mem. Art Dedication,2027,2027,4,0,80000,0,0,0,80000,
2024,Aquatic Facilities,113,2024 Bonds,Jaycee Zaragoza Park - Comm Pool (Rpl). Add Pool Blg IT,2025,2026,6,0,4500000,0,900000,3600000,0,
2024,Playground Improvement,113,2024 Bonds,Jaycee Zaragoza Park - Playground Replacement,2027,2027,6,0,1000000,0,0,0,1000000,
2024,Administrative and Internal Service Facilities,113,2024 Bonds,Jaycee Zaragoza Park - Softball Field Renovations Fencing,2027,2027,6,0,335000,0,0,0,335000,
2024,Recreation Centers,113,2024 Bonds,Jaycee Zaragoza Rec Ctr - Kitchen Sr Serving Area Rehab,2027,2027,6,0,120000,0,0,0,120000,
2024,Recreation Centers,113,2024 Bonds,John C. Phelps Rec Ctr- Inter Upgrades- Safety and Security,2025,2025,4,0,1154555,0,1154555,0,0,
2024,Site Development,113,2024 Bonds,K.B. Polk Park - Add Paviolion,2027,2027,2,0,250000,0,0,0,250000,
2024,Recreation Centers,113,2024 Bonds,K.B. Polk Rec Ctr- Inter Upgrades- Safety and Security,2026,2026,2,0,1112792,0,0,1112792,0,
2024,Major Park Facilities,113,2024 Bonds,K.B. Polk Recreation Center - Community Garden,2025,2025,2,0,250000,0,250000,0,0,
2024,Hike and Bike Trails,113,2024 Bonds,Katy Trail - Fairmount/Maple Entr (New); Knox to Harvard Trl,2025,2026,2 14,0,1000000,0,200000,800000,0,
2024,Playground Improvement,113,2024 Bonds,Kidd Springs Park - Shade Structure,2027,2027,1,0,75000,0,0,0,75000,
2024,Hike and Bike Trails,113,2024 Bonds,Kiest Conservation Area - Bridge Repair,2025,2025,4,0,30000,0,30000,0,0,
2024,Playground Improvement,114,2024 Bonds,Kiest Park - Playground Replacement,2027,2027,4,0,750000,0,0,0,750000,
2024,Recreation Centers,114,2024 Bonds,Kiest Rec Ctr- Inter Upgrades- Safety and Security,2025,2025,4,0,1873306,0,1873306,0,0,
2024,Code Compliance Safety and Security,114,2017 Bonds,Kiowa Parkway - Pedestrian Bridge,,,11,599365,599365,0,0,0,0,
2024,Playground Improvement,114,2024 Bonds,Kiowa Parkway - Playground Replacement,2026,2026,11,0,300000,0,0,300000,0,
2024,Hike and Bike Trails,114,2024 Bonds,Kleberg Park Loop Trail Pavilion Amenities,2027,2027,8,0,1500000,0,0,0,1500000,
2024,Hike and Bike Trails,114,2017 Bonds,Kleberg Trail,2024,2024,5,198032,1198500,1000468,0,0,0,
2024,Major Park Facilities,114,2024 Bonds,Klyde Warren Park - Phase II Implementation (Match),2025,2025,14,0,4500000,0,4500000,0,0,
2024,Downtown Parks,114,2024 Bonds,Klyde Warren Park - Site Development (CD14),2025,2025,14,0,1000000,0,1000000,0,0,
2024,Downtown Parks,114,2024 Bonds,Klyde Warren Park - Site Development (Mayor),2025,2025,14,0,1000000,0,1000000,0,0,
2024,Neighborhood Park Facilities,114,2017 Bonds,Lakeland Hills Dog Park,2024,2024,7,0,250000,250000,0,0,0,
2024,Site Development,114,2024 Bonds,Lakeland Hills Park - Skate Park (Redevelopment),2025,2027,7,0,1000000,0,200000,0,800000,
2024,Neighborhood Park Facilities,114,2017 Bonds,Lakeland Hills Skate Park,2024,2024,7,0,212443,212443,0,0,0,
2024,Code Compliance Safety and Security,115,2017 Bonds,Lakewood Park - Pedestrian Bridge and ADA Parking,2024,2024,9,218413,246250,27837,0,0,0,
2024,Park Land Acquisition,115,2017 Bonds,Land Acq for football complex in CD 5 [supplement CD funds],2024,2024,5,344148,1200000,855852,0,0,0,
2024,Park Land Acquisition,115,Other GO CIP - Non-Debt,Land Acquisition,2024,2024,Citywide,2521449,3789407,1267958,0,0,0,
2024,Park Land Acquisition,115,2017 Bonds,Land Acquisition and Partnership Match Funding,2024,2024,Citywide,1663195,2300000,636805,0,0,0,
2024,Playground Improvement,115,2024 Bonds,Ledbetter Eagle Ford Park - Eqpt Replacement,2027,2027,6,0,150000,0,0,0,150000,
2024,Fair Park,115,2017 Bonds,Magnolia Lounge,2024,2024,Citywide,787955,900000,112045,0,0,0,
2024,Major Maintenance,115,Other GO CIP - Non-Debt,Major Maintenance and Repairs FY24,2024,2024,Citywide,1593926,9000000,7406074,0,0,0,
2024,Recreation Centers,115,2024 Bonds,Marcus Park - Renovation (Major),2025,2026,13,0,4000000,0,800000,3200000,0,
2024,Playground Improvement,115,2024 Bonds,Maria Luna Park - Playground Replacement,2027,2027,2,0,300000,0,0,0,300000,
2024,Recreation Centers,115,2024 Bonds,Martin Luther King Jr. - Cmps Renv (Facilities Prp),2025,2027,7,0,9500000,0,1900000,0,7600000,
2024,Recreation Centers,115,2024 Bonds,Martin Weiss Rec Cntr - Gym/Multi- Purpose/Entry Add (New),2025,2026,1,0,9000000,0,1800000,7200000,0,
2024,Site Development,115,2024 Bonds,Match/Community Partner (CW),2027,2027,Citywide,0,1000000,0,0,0,1000000,
2024,Playground Improvement,116,2024 Bonds,Match/DISD/Dallas College (CW),2027,2027,Citywide,0,4000000,0,0,0,4000000,
2024,Playground Improvement,116,2024 Bonds,Match/Greening Czar Parks (CW),2026,2027,Citywide,0,1000000,0,0,200000,800000,
2024,Administrative and Internal Service Facilities,116,2024 Bonds,Match/UNT Dallas Athletic Complex (CW),2027,2027,8,0,1000000,0,0,0,1000000,
2024,Site Development,116,2024 Bonds,McCree Park - Site Improvements (CD10),2025,2027,10,0,500000,0,50000,0,450000,
2024,Playground Improvement,116,2024 Bonds,Mildred L. Dunn Park - Shade Structure Over Playground (PIP),2027,2027,7,0,150000,0,0,0,150000,
2024,Playground Improvement,116,2024 Bonds,Mountain Valley Park - Playground Replacement,2027,2027,3,0,300000,0,0,0,300000,
2024,Administrative and Internal Service Facilities,116,2024 Bonds,Multi-Use Facility – Pickleball - 12000 Grnvll Ave (D10 Prj),2027,2027,10,0,1300000,0,0,0,1300000,
2024,Administrative and Internal Service Facilities,116,2024 Bonds,Nash Davis Park - Soccer Pitch (New),2027,2027,6,0,450000,0,0,0,450000,
2024,Site Development,116,2024 Bonds,New Park- Site Dvlpmnt (Fish Trap Rd Acr W Dallas MP Ctr),2027,2027,6,0,110000,0,0,0,110000,
2024,Major Park Facilities,116,2024 Bonds,Old City Park - Blum House (CD2),2026,2027,2,0,500000,0,0,100000,400000,
2024,Site Development,116,2024 Bonds,Old City Park - Site Development,2026,2027,2,0,273993,0,0,54799,219194,
2024,Site Development,116,2024 Bonds,Old City Park - Site Development (CD2),2026,2027,2,0,1000000,0,0,200000,800000,
2024,Site Development,117,2024 Bonds,Old City Park - Site Development (Mayor),2026,2027,2,0,1000000,0,0,200000,800000,
2024,Playground Improvement,117,2024 Bonds,Orbiter Park - Playground (New),2025,2026,10,0,300000,0,30000,270000,0,
2024,Site Development,117,2024 Bonds,Orbiter Park - Site Improvements,2026,2026,10,0,700000,0,0,700000,0,
2024,Playground Improvement,117,2024 Bonds,Overlake Park - Playground Replacement,2027,2027,6,0,300000,0,0,0,300000,
2024,Playground Improvement,117,2024 Bonds,Pagewood Park - Playground (North End),2026,2026,11,0,300000,0,0,300000,0,
2024,Site Development,117,2017 Bonds,Park and Recreation Facilities (B) Reserves,2024,2024,Citywide,924395,1933967,1009572,0,0,0,
2024,Park Land Acquisition,117,2017 Bonds,Park at Dallas Heritage Village,2024,2024,2,612959,2564247,1951288,0,0,0,
2024,Major Park Facilities,117,Other GO CIP - Non-Debt,Parkdale Lake Park,,,7,71005,71005,0,0,0,0,
2024,Hike and Bike Trails,117,2024 Bonds,Parkdale Lake Trail- FPRK to Parkdale Lk/Lawnview Prk (New),2026,2027,7,0,3000000,0,0,600000,2400000,
2024,Site Development,117,2024 Bonds,Parkland Acquisition - Site Development,2027,2027,1,0,175000,0,0,0,175000,
2024,Neighborhood Park Facilities,117,2017 Bonds,Paupers Cemetery,2024,2024,6,24918,75028,50110,0,0,0,
2024,Playground Improvement,117,2024 Bonds,Peary Park - Playground Replacement,2026,2026,7,0,300000,0,0,300000,0,
2024,Major Park Facilities,117,2017 Bonds,Peary Park Pavillion,2024,2024,7,0,25000,25000,0,0,0,
2024,Aquatic Facilities,118,2024 Bonds,Pleasant Oaks Comm Pool - (Rpl). Add Pool Blg IT,2025,2026,5,0,1000000,0,200000,800000,0,
2024,Playground Improvement,118,2024 Bonds,Pointer Park - Playground (New),2026,2027,6,0,300000,0,0,30000,270000,
2024,Neighborhood Park Facilities,118,2017 Bonds,Preston Green Park - park furnishings ADA drinking fountain,2024,2024,12,64000,98500,34500,0,0,0,
2024,Site Development,118,2024 Bonds,Preston Hollow Park - Pavilion (Renovate or Replace),2027,2027,13,0,125000,0,0,0,125000,
2024,Playground Improvement,118,2024 Bonds,Preston Hollow Park - Playground Replacement,2027,2027,13,0,300000,0,0,0,300000,
2024,Major Park Facilities,118,2017 Bonds,Preston Ridge Trail Benches/Drinking Fou,2024,2024,12,0,80000,80000,0,0,0,
2024,Public Art,118,2006 Bonds,Public Art Administration-Park,2024,2024,Citywide,443240,544298,101058,0,0,0,
2024,Public Art,118,2006 Bonds,Public Art Projects- Park,2024,2024,Citywide,1926562,2336076,409514,0,0,0,
2024,Code Compliance Safety and Security,118,2024 Bonds,Pueblo Park (CD6) - Electrical Lighting,2027,2027,6,0,65000,0,0,0,65000,
2024,Playground Improvement,118,2024 Bonds,Pueblo Park (CD6) - Fence Replacement,2027,2027,6,0,20000,0,0,0,20000,
2024,Site Development,118,2024 Bonds,Pueblo Park (CD6) - Park Furnishings Pckg,2025,2025,6,0,48000,0,48000,0,0,
2024,Code Compliance Safety and Security,119,2017 Bonds,R P Brooks Park - Loop Walking Trail,2024,2024,10,153254,298856,145602,0,0,0,
2024,Site Development,119,2024 Bonds,R.P. Brooks Trail - Pedestrian Bridge,2025,2025,10,0,750000,0,750000,0,0,
2024,Site Development,119,2006 Bonds,Reserve Citywide,2024,2024,Citywide,548188,566476,18288,0,0,0,
2024,Recreation Centers,119,2024 Bonds,Reverchon Rec Ctr- Inter Upgrades- Safety and Security,2026,2026,2,0,1296086,0,0,1296086,0,
2024,Site Development,119,2024 Bonds,Roland G Parrish Park - Site Development,2026,2027,4,0,3110000,0,0,622000,2488000,
2024,Site Development,119,2024 Bonds,Roland G Parrish Park - Site Dvlpmnt Phase II,2026,2027,4,0,7000000,0,0,1400000,5600000,
2024,Site Development,119,2024 Bonds,Rosemeade Park - Site Development Phase I,2027,2027,12,0,4750000,0,0,0,4750000,
2024,Neighborhood Park Facilities,119,2017 Bonds,Rosemeade Park,2024,2024,12,0,150000,150000,0,0,0,
2024,Administrative and Internal Service Facilities,119,2024 Bonds,Rosemeade Park - Youth Sports Complex,2027,2027,12,0,5000000,0,0,0,5000000,
2024,Administrative and Internal Service Facilities,119,2024 Bonds,Royal Park - Tennis and Pickleball Court Renovation,2025,2025,13,0,325000,0,325000,0,0,
2024,Playground Improvement,119,2024 Bonds,Ruthmeade Park - Playground Enhancements,2027,2027,1,0,125000,0,0,0,125000,
2024,Hike and Bike Trails,119,2024 Bonds,Santa Fe Trail - Master Plan Development,2027,2027,2 9 14,0,250000,0,0,0,250000,
2024,Hike and Bike Trails,119,2024 Bonds,Santa Fe Trail - Phase I,2026,2027,2 9 14,0,2000000,0,0,400000,1600000,
2024,Recreation Centers,120,2024 Bonds,Santos Rodriguez Comm Cnt – HSTR Utl Elv Prkg Lot Relc,2025,2027,2,0,5000000,0,1000000,0,4000000,
2024,Recreation Centers,120,2024 Bonds,Santos Rodriguez Recreation Center - Improvements,2025,2027,2,0,1000000,0,200000,0,800000,
2024,Aquatic Facilities,120,2024 Bonds,Singing Hills Recreation Center - Aquatics Upgrades,2025,2026,8,0,4000000,0,800000,3200000,0,
2024,Site Development,120,2024 Bonds,Site Improvements - 12000 Greenville,2027,2027,10,0,500000,0,0,0,500000,
2024,Site Development,120,2024 Bonds,Skatepark with Lights (CD14 Prj),2027,2027,14,0,500000,0,0,0,500000,
2024,Playground Improvement,120,2024 Bonds,Sleepy Hollow Park - Playground Replacement,2027,2027,2,0,300000,0,0,0,300000,
2024,Playground Improvement,120,2024 Bonds,South Central Park - Playground Expansion,2027,2027,7,0,200000,0,0,0,200000,
2024,Major Park Facilities,120,2024 Bonds,Southern Gateway - Deck Park Dvlpmnt Phase II,2026,2027,1 4,0,15000000,0,0,3000000,12000000,
2024,Site Development,120,2024 Bonds,St. Augustine Park - Parking Lot,2025,2025,5,0,300000,0,300000,0,0,
2024,Hike and Bike Trails,120,2024 Bonds,St. Augustine Park Trail (New),2025,2025,5,0,500000,0,500000,0,0,
2024,Playground Improvement,120,2017 Bonds,Stafford Park - Playground and park furnishings,,,6,30349,30349,0,0,0,0,
2024,Playground Improvement,120,2024 Bonds,Stafford Park - Playground Replacement,2025,2025,6,0,300000,0,300000,0,0,
2024,Site Development,120,2024 Bonds,Stafford Park - Sign ID,2025,2025,6,0,6500,0,6500,0,0,
2024,Playground Improvement,121,2024 Bonds,Stevens Park - Playground Replacement,2026,2026,1,0,300000,0,0,300000,0,
2024,Playground Improvement,121,2024 Bonds,Tama Park - Equipment Repair,2026,2026,4,0,20000,0,0,20000,0,
2024,Administrative and Internal Service Facilities,121,2024 Bonds,Taylor Fields - Athletic Field Development,2025,2026,2,0,2500000,0,500000,2000000,0,
2024,Site Development,121,2024 Bonds,The Bottom District Park (501 Sparks) - Site Dvlpmnt,2025,2025,4,0,80000,0,80000,0,0,
2024,Site Development,121,2024 Bonds,Thurgood Marshall Park - Site Development,2025,2025,3,0,1000000,0,1000000,0,0,
2024,Playground Improvement,121,2024 Bonds,Tietze Park - Playground Replacement,2026,2027,14,0,300000,0,0,30000,270000,
2024,Playground Improvement,121,2024 Bonds,Timberglen Park - Playground Replacement,2027,2027,12,0,300000,0,0,0,300000,
2024,Code Compliance Safety and Security,121,2017 Bonds,Timberglen Trail - supplemental funding,2024,2024,12,5813,496250,490437,0,0,0,
2024,Code Compliance Safety and Security,121,2017 Bonds,Timberleaf Park - Playground new,2024,2024,10,20518,307039,286520,0,0,0,
2024,Neighborhood Park Facilities,121,2017 Bonds,Tipton Park - Picnic pavilion and water fountain,2024,2024,6,26548,295500,268952,0,0,0,
2024,Code Compliance Safety and Security,121,2024 Bonds,Tipton Park - Security Cameras,2027,2027,6,0,45000,0,0,0,45000,
2024,Hike and Bike Trails,122,2024 Bonds,Tipton Park/Bernal Creek (CD6) - Connecting Walkways,2027,2027,6,0,41000,0,0,0,41000,
2024,Site Development,122,2024 Bonds,Tipton Park/Bernal Creek (CD6) - Park Furnishings Pckg,2027,2027,6,0,60000,0,0,0,60000,
2024,Recreation Centers,122,2024 Bonds,Tommie M. Allen Rec Ctr- Inter Upgrades- Safety and Security,2025,2025,8,0,862084,0,862084,0,0,
2024,Hike and Bike Trails,122,2024 Bonds,Trail Connectivity and Park Site Dvlpmnt,2027,2027,2,0,500000,0,0,0,500000,
2024,Hike and Bike Trails,122,Other GO CIP - Non-Debt,Trail Development,2024,2024,Citywide,204015,210619,6604,0,0,0,
2024,Site Development,122,2024 Bonds,Trinity River Audubon Center - Master Plan Imprvmnts,2027,2027,8,0,3000000,0,0,0,3000000,
2024,Recreation Centers,122,2024 Bonds,Trinity River Audubon Cntr - Inter Strt Remodel Ext Ex Rmdl,2027,2027,8,0,1500000,0,0,0,1500000,
2024,- Hike and Bike Trails,122,2024 Bonds,Turtle Creek Park Trl Con Katy Trl; Ntr Tls; AH Rf; ErCtrl,2027,2027,14,0,1500000,0,0,0,1500000,
2024,Erosion Control,122,2024 Bonds,Turtle Creek Parkway - Dredging/Erosion Control,2027,2027,14,0,1000000,0,0,0,1000000,
2024,Aquatic Facilities,122,2024 Bonds,Vickery Meadow - Sprygrnd (New); Pavln Vick Mdw (Fair Oaks),2026,2027,13,0,3500000,0,0,700000,2800000,
2024,Playground Improvement,122,2024 Bonds,Walnut Hill Park - Playground Replacement,2027,2027,13,0,300000,0,0,0,300000,
2024,Playground Improvement,123,2024 Bonds,West Trinity Heights Park - Playground (New),2027,2027,4,0,300000,0,0,0,300000,
2024,Site Development,123,2024 Bonds,Westmoreland Park - Skatepark (New) (Pivt Match),2025,2025,1,0,1000000,0,1000000,0,0,
2024,Administrative and Internal Service Facilities,123,2024 Bonds,Wheatland Park - Develop Football Complex (New),2025,2026,8,0,1000000,0,200000,800000,0,
2024,Hike and Bike Trails,123,2024 Bonds,White Rock Crk Trl - Walnut Hill (Lk Hghlnds Trl Con) NW Hwy,2025,2027,10,0,7000000,0,1400000,0,5600000,
2024,Recreation Centers,123,2024 Bonds,White Rock Hills Rec Ctr Dev,2025,2027,2,0,500000,0,100000,0,400000,
2024,Recreation Centers,123,2024 Bonds,White Rock Hills Recreation Center (New),2025,2027,2,0,17660000,0,3532000,0,14128000,
2024,Erosion Control,123,2024 Bonds,White Rock Lake - Dredging (Corps),2025,2027,9,0,20000000,0,3000000,2000000,15000000,
2024,Playground Improvement,123,2024 Bonds,White Rock Lake - Playground Replacements (WRL; Winsted),2025,2026,9,0,300000,0,30000,270000,0,
2024,Erosion Control,123,2017 Bonds,White Rock Lake Erosion Control,,,9,72250,72250,0,0,0,0,
2024,Hike and Bike Trails,123,2024 Bonds,White Rock Lake Trail - E Lawther - Rcnstrct; Expnd Width,2025,2027,9,0,2500000,0,500000,0,2000000,
2024,Playground Improvement,123,2024 Bonds,William Blair Jr. Park - Playground Replacement,2026,2027,7,0,300000,0,0,30000,270000,
2024,Site Development,123,2024 Bonds,Willis C. Winters Park - Flag Pole,2026,2026,14,0,20000,0,0,20000,0,
2024,Playground Improvement,124,2024 Bonds,Willis C. Winters Park - Playground Replacement,2026,2026,14,0,300000,0,0,300000,0,
2024,Site Development,124,2024 Bonds,Willis Winters Park DISD Cool School Match,2026,2026,Citywide,0,1000000,0,0,1000000,0,
2024,Fleet/Equipment Replacement,127,Other GO CIP - Non- Debt,Collection Equipment Purchase,,,Citywide,5744556,5744556,0,0,0,0,
2024,Solid Waste Facilities,127,Other GO CIP - Non- Debt,Collection Service Facility Improvement,2024,2024,Citywide,0,1200000,1200000,0,0,0,
2024,Solid Waste Facilities,127,Other GO CIP - Non- Debt,Construction of the Swale and Wetlands per the 404 Permit,2024,2024,Citywide,0,3089775,3089775,0,0,0,
2024,Fleet/Equipment Replacement,127,Other GO CIP - Debt,FY22 EAN-SAN Fleet- Equipment Replacement,2024,2024,Citywide,7986254,8000000,13746,0,0,0,
2024,Fleet/Equipment Replacement,127,Other GO CIP - Debt,FY23 EAN-SAN Fleet- Equipment Replacement,2024,2024,Citywide,7219611,8000000,780389,0,0,0,
2024,Fleet/Equipment Replacement,127,Other GO CIP - Non- Debt,FY24-26 Landfill Equipment Purchase,2024,2026,Citywide,2952593,11000000,47407,4000000,4000000,0,
2024,Solid Waste Facilities,127,Other GO CIP - Non- Debt,Landfill Levee & Road Repair,2024,2024,Citywide,0,900000,900000,0,0,0,
2024,Solid Waste Facilities,127,Other GO CIP - Non- Debt,McCommas Bluff Landfill - Cell #7A & #7B Design and Constr,2024,2025,Citywide,0,15000000,9000000,6000000,0,0,
2024,Solid Waste Facilities,128,Other GO CIP - Non- Debt,New Scale House,2024,2024,Citywide,0,1200000,1200000,0,0,0,
2024,Fleet/Equipment Replacement,128,Other GO CIP - Non- Debt,On-Board Camera for MRMP,2024,2024,Citywide,1572971,2918854,1345883,0,0,0,
2024,Solid Waste Facilities,128,Other GO CIP - Non- Debt,Other Sanitation Projects,2024,2024,Citywide,0,9155816,9155816,0,0,0,
2024,Fleet/Equipment Replacement,128,Other GO CIP - Debt,SAN Fleet- Equipment Replacement,2025,2027,Citywide,0,50000000,0,10000000,10000000,30000000,
2024,Solid Waste Facilities,128,Other GO CIP - Non- Debt,SAN HQ Admin Office,2024,2024,Citywide,0,750000,750000,0,0,0,
2024,Solid Waste Facilities,128,Other GO CIP - Non- Debt,Transfer Stations,2024,2024,Citywide,0,1450000,1450000,0,0,0,
2024,Street Resurfacing,135,2024 Bonds,100 S Pearl Expy,2025,2025,14,0,214583,0,214583,0,0,
2024,Street Petitions,135,2024 Bonds,1000 Centre St,2026,2027,1,0,166370,0,0,24956,141415,
2024,Street Petitions,135,2024 Bonds,1000 Forester Dr,2026,2027,4,0,357303,0,0,53595,303708,
2024,Street Resurfacing,135,2024 Bonds,10000 Spokane Cir,2026,2026,13,0,192491,0,0,192491,0,
2024,Street Resurfacing,135,2024 Bonds,10000 Tim Tam Cir,2026,2026,13,0,182126,0,0,182126,0,
2024,Street Resurfacing,135,2024 Bonds,10000 Venetian Way,2026,2026,13,0,338850,0,0,338850,0,
2024,Street Resurfacing,135,2024 Bonds,1000-1100 N Windomere Ave,2027,2027,1,0,592744,0,0,0,592744,
2024,Alley Petitions,135,2024 Bonds,10007-10211 Lake Gardens Dr & 992- 998 N Rustic Cir (A04131),2025,2026,9,0,552034,0,82805,469229,0,
2024,Alley Petitions,135,2024 Bonds,100-128 N Clinton Ave & 103-131 N Winnetka Ave (A01563),2026,2027,1,0,220883,0,0,33132,187751,
2024,Street Resurfacing,135,2024 Bonds,100-200 Konawa Dr,2027,2027,8,0,62377,0,0,0,62377,
2024,Street Reconstruction,135,2024 Bonds,100-200 N Cliff St,2026,2027,4,0,2166070,0,0,324911,1841160,
2024,Street Reconstruction,135,2024 Bonds,100-200 N Marsalis Ave,2025,2027,1,0,3921708,0,588256,0,3333452,
2024,Alley Reconstruction,136,2024 Bonds,1010-1224 E Ann Arbor Ave & 1111- 1225 Neptune Rd (A02240),2025,2026,4,0,387891,0,58184,329707,0,
2024,Street Resurfacing,136,2024 Bonds,10200-10300 Teagarden Rd,2025,2025,8,0,573657,0,573657,0,0,
2024,Street Resurfacing,136,2024 Bonds,10200-12300 Creekspan Dr,2026,2026,10,0,455888,0,0,455888,0,
2024,Alley Petitions,136,2024 Bonds,102-128 S Clinton Ave & 101-213 S Winnetka Ave (A01560),2026,2027,1,0,240140,0,0,36021,204119,
2024,Street Resurfacing,136,2024 Bonds,10300 Vistadale Cir,2027,2027,10,0,135394,0,0,0,135394,
2024,Alley Reconstruction,136,2024 Bonds,10505-10647 Mapleridge Dr & 10506-10642 Estate Ln (A08436),2025,2026,10,0,591923,0,88788,503135,0,
2024,Street Resurfacing,136,2024 Bonds,10800 Branch Oaks Cir,2027,2027,11,0,207761,0,0,0,207761,
2024,Street Resurfacing,136,2024 Bonds,10800 Brockbank Dr,2026,2026,6,0,252757,0,0,252757,0,
2024,Street Reconstruction,136,2024 Bonds,10800 Estacado Dr,2025,2027,9,0,1195239,0,179286,0,1015953,
2024,Street Resurfacing,136,2024 Bonds,10800 Pagewood Pl,2027,2027,11,0,138074,0,0,0,138074,
2024,Street Resurfacing,136,2024 Bonds,10800 Stone Canyon Pl,2027,2027,11,0,125241,0,0,0,125241,
2024,Street Resurfacing,136,2024 Bonds,10800-11000 Mandalay Dr,2027,2027,9,0,1712767,0,0,0,1712767,
2024,Street Resurfacing,136,2024 Bonds,11000 Glen Echo Ct,2027,2027,10,0,273793,0,0,0,273793,
2024,Street Resurfacing,136,2024 Bonds,11000 Pepperidge Cir,2025,2025,9,0,184613,0,184613,0,0,
2024,Street Resurfacing,136,2024 Bonds,1100-1200 Templecliff Dr,2025,2025,5,0,522325,0,522325,0,0,
2024,Street Resurfacing,136,2024 Bonds,1100-1300 Ross Ave,2025,2025,14,0,500000,0,500000,0,0,
2024,Street Resurfacing,136,2024 Bonds,1100-1400 E Kiest Blvd,2027,2027,4,0,2394127,0,0,0,2394127,
2024,Street Resurfacing,137,2024 Bonds,1100-2300 W Illinois Ave (District 1),2026,2026,1,0,2482083,0,0,2482083,0,
2024,Street Resurfacing,137,2024 Bonds,1100-2300 W Illinois Ave (District 4),2026,2026,4,0,2488510,0,0,2488510,0,
2024,Alley Reconstruction,137,2024 Bonds,1107 Mirage Canyon Dr & 1205-1225 E Kirnwood Dr (A06398),2026,2027,8,0,103621,0,0,15543,88078,
2024,Alley Reconstruction,137,2024 Bonds,1108 Mirage Canyon Dr & 1105-1119 Kirnwood Dr (A06399),2026,2027,8,0,107289,0,0,16093,91196,
2024,Street Resurfacing,137,2024 Bonds,11100 Rosser Ct,2026,2026,13,0,151800,0,0,151800,0,
2024,Street Resurfacing,137,2024 Bonds,11100-11200 Rosser Rd,2026,2026,13,0,665192,0,0,665192,0,
2024,Street Resurfacing,137,2024 Bonds,11200 Kleberg Rd,2027,2027,8,0,65545,0,0,0,65545,
2024,Street Reconstruction,137,2024 Bonds,11200 Shans St,2026,2027,13,0,533162,0,0,79974,453188,
2024,Alley Reconstruction,137,2024 Bonds,11212-11232 Inwood Rd & 11280- 11298 Russwood Cir (A08979),2025,2026,13,0,184243,0,27636,156607,0,
2024,Street Resurfacing,137,2024 Bonds,11400 Strait Ln,2025,2025,13,0,427217,0,427217,0,0,
2024,Street Resurfacing,137,2024 Bonds,11500-11700 Valleydale Dr,2027,2027,11,0,896750,0,0,0,896750,
2024,Street Resurfacing,137,2024 Bonds,11600-11700 Coral Hills Dr,2027,2027,13,0,366790,0,0,0,366790,
2024,Street Resurfacing,137,2024 Bonds,11800 Lochwood Blvd,2026,2026,9,0,470183,0,0,470183,0,
2024,Street Resurfacing,137,2024 Bonds,11800-12000 Leisure Dr,2027,2027,10,0,690695,0,0,0,690695,
2024,Street Resurfacing,137,2024 Bonds,11900 Cold Harbor Ln,2027,2027,13,0,247833,0,0,0,247833,
2024,Traffic Signals,137,2024 Bonds,11th-Corinth St,2025,2027,4,0,655000,0,75000,0,580000,
2024,Street Reconstruction,138,2024 Bonds,1200 Hoke Smith Dr,2025,2027,4,0,823374,0,123506,0,699868,
2024,Street Resurfacing,138,2024 Bonds,1200 Loma Dr,2025,2025,9,0,136774,0,136774,0,0,
2024,Street Resurfacing,138,2024 Bonds,12000-12200 Valley Spring Dr,2026,2026,9,0,373612,0,0,373612,0,
2024,Street Resurfacing,138,2024 Bonds,1200-1300 Serenade Ln,2025,2025,3,0,543930,0,543930,0,0,
2024,Street Resurfacing,138,2024 Bonds,1200-1300 Walter Dr,2025,2025,1,0,672014,0,672014,0,0,
2024,Street Resurfacing,138,2024 Bonds,1200-1400 Moran Dr,2025,2025,9,0,657151,0,657151,0,0,
2024,Street Resurfacing,138,2024 Bonds,1200-1600 Rowan Ave,2027,2027,2,0,942639,0,0,0,942639,
2024,Street Resurfacing,138,2024 Bonds,1200-1900 W Red Bird Ln,2025,2025,3,0,1667690,0,1667690,0,0,
2024,Alley Reconstruction,138,2024 Bonds,1206-1420 Kirnwood Dr & 1223- 1429 Mirage Canyon Dr (A06659),2026,2027,8,0,549742,0,0,82461,467281,
2024,Street Resurfacing,138,2024 Bonds,12700-12900 Drexelwood Dr,2025,2025,13,0,455157,0,455157,0,0,
2024,Alley Reconstruction,138,2017 Bonds,127-231 W Louisiana Ave - 118-228 Conrad St,2024,2024,4,570066,580806,10741,0,0,0,
2024,Target Neighborhood,138,2017 Bonds,12Th St From Upton To 200 Ft East Of Upton,,,4,91717,91717,0,0,0,0,
2024,Traffic Signals,138,2024 Bonds,12th-Madison,2025,2027,1,0,655000,0,75000,0,580000,
2024,Street Reconstruction,138,2024 Bonds,1300 Claude St,2025,2027,4,0,1048234,0,157235,0,890999,
