cip_year,source_page,department,project_name,project_type,funding_source,address_location,comp_date,year_2021,year_2022,year_2023,project_total,start_year,end_year
2020,51,Park & Recreation,Monarch Park - Playground replacement and Parking/ADA,Playground Improvement,2017 Bonds,2,12/15/2021,0,0,250000,250000,2023,2023
2020,51,Park & Recreation,"Moss Glen Park - Phase 2 site, including playground","Code Compliance, Safety and Security",2017 Bonds,12,9/30/2020,0,235000,0,235000,2022,2022
2020,51,Park & Recreation,Moss Glen Park - Supplemental funding - pond imp. - site dev,"Code Compliance, Safety and Security",2017 Bonds,12,12/31/2020,0,402879,0,402879,2022,2022
2020,51,Park & Recreation,Munger Park - Add shade structure at playground,Playground Improvement,2017 Bonds,14,3/30/2020,70000,0,0,70000,2021,2021
2020,51,Park & Recreation,Music Hall,"Code Compliance, Safety and Security",2017 Bonds,Citywide,9/20/2020,38086,0,0,38086,2021,2021
2020,51,Park & Recreation,Neighborhood Park - Site Development - TBD,Site Development,2017 Bonds,2,12/31/1999,0,0,1085000,1085000,2023,2023
2020,51,Park & Recreation,Oak Lawn Park (Arlington Hall) - Renovate historic WPA rest rooms,Historic Restoration,2017 Bonds,14,7/20/2020,586,60000,90000,150586,2021,2023
2020,51,Park & Recreation,Pan American Complex,"Code Compliance, Safety and Security",2017 Bonds,Citywide,7/1/2022,1900000,0,1230000,3130000,2021,2023
2020,51,Park & Recreation,Parkdale Park - ADA Drinking Fountain,"Code Compliance, Safety and Security",2017 Bonds,7,6/15/2019,3816,0,0,3816,2021,2021
2020,51,Park & Recreation,Parkdale Park - Portable Facility Enclosure,"Code Compliance, Safety and Security",2017 Bonds,7,9/30/2020,0,0,28000,28000,2023,2023
2020,51,Park & Recreation,Phase 1 Site Development - New park in the Cedars,Site Development,2017 Bonds,2,12/31/1999,0,0,500000,500000,2023,2023
2020,51,Park & Recreation,Pleasant Oaks Park Connecting walkways and security,Community Parks,2017 Bonds,5,7/2/2019,0,0,75599,75599,2023,2023
2020,51,Park & Recreation,"Preston Green Park - park furnishings, ADA drinking fountain",Neighborhood Park Facilities,2017 Bonds,12,12/31/1999,0,0,100000,100000,2023,2023
2020,51,Park & Recreation,Public Art-Parks,Public Art,2017 Bonds,Citywide,12/31/1999,1100000,0,0,1100000,2021,2021
2020,51,Park & Recreation,Public Art Admin-Parks,Public Art,2017 Bonds,Citywide,12/31/1999,200000,0,0,200000,2021,2021
2020,51,Park & Recreation,R P Brooks Park - Loop Walking Trail,"Code Compliance, Safety and Security",2017 Bonds,10,12/31/1999,0,90000,210000,300000,2022,2023
2020,51,Park & Recreation,Randall Park - Historic Pavilion Restoration,Historic Restoration,2017 Bonds,14,12/31/1999,0,0,250000,250000,2023,2023
2020,51,Park & Recreation,Recreation Centers - Golf Course - Major Maintenance,Major Maintenance,2017 Bonds,Citywide,8/22/2022,1000000,0,0,1000000,2021,2021
2020,51,Park & Recreation,Ridgewood Sidewalk - along Fisher,"Code Compliance, Safety and Security",2017 Bonds,9,6/30/2021,250000,0,0,250000,2021,2021
2020,52,Park & Recreation,"Rose Haggar Park - walking loop trail, park furnishings",Hike and Bike Trails,2017 Bonds,12,12/31/1999,0,400000,0,400000,2022,2022
2020,52,Park & Recreation,Samuell Grand Park - Shade structure at existing playground,Playground Improvement,2017 Bonds,2,3/31/2020,11586,0,0,11586,2021,2021
2020,52,Park & Recreation,"Sand Springs Park - ADA Drinking Fountain, Park Furnishings Package","Code Compliance, Safety and Security",2017 Bonds,7,6/20/2020,0,6500,0,6500,2022,2022
2020,52,Park & Recreation,Science Place 1 (Phase 1),"Code Compliance, Safety and Security",2017 Bonds,Citywide,6/1/2022,0,4872914,0,4872914,2022,2022
2020,52,Park & Recreation,Shadybank Park (Shadybank & Coolglen Dr.) - Trail connection with low water,"Code Compliance, Safety and Security",2017 Bonds,12,1/31/2021,0,550000,0,550000,2022,2022
2020,52,Park & Recreation,Singing Hills [New] Site Development,"Code Compliance, Safety and Security",2017 Bonds,8,3/31/2020,180000,0,0,180000,2021,2021
2020,52,Park & Recreation,Singing Hills Rec Ctr-Gym Addition,Recreation Centers,2017 Bonds,8,3/31/2020,156170,0,0,156170,2021,2021
2020,52,Park & Recreation,Singing Hills Replacement Recreation Center - Addition,"Code Compliance, Safety and Security",2017 Bonds,8,3/31/2020,400000,0,800000,1200000,2021,2023
2020,52,Park & Recreation,Spray park or recreational amenity at CD 10 Site - TBD,"Code Compliance, Safety and Security",2017 Bonds,10,2/21/2021,0,332000,0,332000,2022,2022
2020,52,Park & Recreation,Stafford Park - Playground and park furnishings,Playground Improvement,2017 Bonds,6,12/21/2021,180000,0,0,180000,2021,2021
2020,52,Park & Recreation,"Timberglen Park - pavilion, new","Code Compliance, Safety and Security",2017 Bonds,12,12/31/1999,0,60000,390000,450000,2022,2023
2020,52,Park & Recreation,Timberglen Park - Softball outfield fence,"Code Compliance, Safety and Security",2017 Bonds,12,9/13/2019,0,56000,0,56000,2022,2022
2020,52,Park & Recreation,Timberglen Trail,Hike and Bike Trails,2017 Bonds,12,9/30/2021,11293,0,3358707,3370000,2021,2023
2020,52,Park & Recreation,Timberglen Trail - supplemental funding,"Code Compliance, Safety and Security",2017 Bonds,12,9/30/2021,0,500000,0,500000,2022,2022
2020,52,Park & Recreation,Timberleaf Park - Playground new,"Code Compliance, Safety and Security",2017 Bonds,10,7/30/2021,40000,220000,0,260000,2021,2022
2020,52,Park & Recreation,Tipton Park - Picnic pavilion and water fountain,Neighborhood Park Facilities,2017 Bonds,6,12/31/1999,0,10000,290000,300000,2022,2023
2020,52,Park & Recreation,Tower Building,"Code Compliance, Safety and Security",2017 Bonds,Citywide,7/31/2022,507463,2001635,490902,3000000,2021,2023
2020,52,Park & Recreation,Twin Lakes Park - park furnishings package,"Code Compliance, Safety and Security",2017 Bonds,12,12/31/1999,0,50000,0,50000,2022,2022
2020,52,Park & Recreation,Wagging Tail Dog Park - Add new parking area - South,"Code Compliance, Safety and Security",2017 Bonds,11,6/30/2021,325000,0,0,325000,2021,2021
2020,52,Park & Recreation,Wahoo Park - ADA Drinking Fountain,"Code Compliance, Safety and Security",2017 Bonds,7,6/15/2020,5500,0,0,5500,2021,2021
2020,52,Park & Recreation,"Wahoo Park - Basketball - Full Court, New","Code Compliance, Safety and Security",2017 Bonds,7,6/30/2020,80000,230000,0,310000,2021,2022
2020,52,Park & Recreation,Walnut Hill Park - Basketball - Renovate existing and add new,Community Parks,2017 Bonds,13,12/31/1999,0,160000,0,160000,2022,2022
2020,52,Park & Recreation,Walnut Hill Park - Replace softball backstop and bleachers on existing pad,Community Parks,2017 Bonds,13,12/31/1999,0,230000,0,230000,2022,2022
2020,52,Park & Recreation,West Trinity Heights Park - Develop master plan,Studies and Master Plans,2017 Bonds,4,12/31/1999,0,40000,0,40000,2022,2022
2020,52,Park & Recreation,Westmount Park - Site Development,Site Development,2017 Bonds,1,12/15/2020,20000,0,0,20000,2021,2021
2020,52,Park & Recreation,"Wheatley Park - ADA Drinking Fountain, Park Furnishings Package","Code Compliance, Safety and Security",2017 Bonds,7,12/31/1999,0,0,40000,40000,2023,2023
2020,52,Park & Recreation,Wheatley Park - Replace Sidewalk Segment,"Code Compliance, Safety and Security",2017 Bonds,7,12/31/1999,0,0,30000,30000,2023,2023
2020,52,Park & Recreation,White Rock Lake Stone Tables (Match),Major Park Facilities,2017 Bonds,9,8/31/2020,225000,0,0,225000,2021,2021
2020,52,Park & Recreation,White Rock Lake Trail,Hike and Bike Trails,2017 Bonds,9,9/30/2022,3100000,0,0,3100000,2021,2021
2020,52,Park & Recreation,Willie B. Johnson Gym. Addition (Hamilton Park),Recreation Centers,2017 Bonds,10,11/30/2020,900000,0,1000000,1900000,2021,2023
2020,52,Park & Recreation,Willie B. Johnson Recreation Center - Senior Addition [Hamil,Recreation Centers,2017 Bonds,10,1/31/2021,450000,0,450000,900000,2021,2023
2020,53,Park & Recreation,Willie Mae Butler Park - ADA Drinking Fountain and Park Furnishings Package,"Code Compliance, Safety and Security",2017 Bonds,7,8/31/2020,60000,0,0,60000,2021,2021
2020,53,Park & Recreation,Willie Mae Butler Park - Convert Tennis Court to Basketball,"Code Compliance, Safety and Security",2017 Bonds,7,6/30/2021,42000,0,0,42000,2021,2021
2020,53,Park & Recreation,Willie Mae Butler Park - Portable Facility Enclosure,"Code Compliance, Safety and Security",2017 Bonds,7,6/30/2021,60000,0,0,60000,2021,2021
2020,56,Sanitation Services,Construction of the Swale and Wetlands per the 404 Permit,Solid Waste Facilities,Other GO CIP – Non-Debt,Citywide,Ongoing,889775,807532,0,1697307,2021,2022
2020,56,Sanitation Services,Fleet Replacement,Fleet Replacement,Other GO CIP – Non-Debt,Citywide,Ongoing,8000000,8000000,0,16000000,2021,2022
2020,56,Sanitation Services,Other Sanitation Projects,Solid Waste Facilities,Other GO CIP – Non-Debt,Citywide,Ongoing,9639226,8748258,0,18387484,2021,2022
2020,61,Estimated,ADA Sidewalk Improvements,Sidewalk Improvements,2006 Bonds / 2012 Bonds,Citywide,-,9400000,0,0,9400000,2021,2021
2020,61,Estimated,Council District 1 Pedestrian Safety/Cro,Public/Private Development,2017 Bonds,-,12/31/21,195000,0,0,195000,2021,2021
2020,61,Estimated,Bike Lanes,Street and Alley Improvements,2006 Bonds / 2012 Bonds,Citywide,Ongoing,295001,0,0,295001,2021,2021
2020,61,Estimated,Country Creek Dr- Road Closure/Turn Aroun,Traffic Intersection Capacity and Safety Improvement,2017 Bonds,-,12/31/21,42876,0,0,42876,2021,2021
2020,61,Estimated,FY18 Street and Alley Improvement Projects,Street Reconstruction,Other GO CIP - Non-Debt,Citywide,Ongoing,20115408,20542361,20542361,61200130,2021,2023
2020,61,Estimated,Garland/Gaston/ East Grand Intersection S,Intergovernmental Partnership Projects,2017 Bonds,-,9/30/22,693572,0,0,693572,2021,2021
2020,61,Estimated,Northwest Highway/Preston Parking/Transp,Intergovernmental Partnership Projects,2017 Bonds,-,9/30/22,85000,1000000,8899678,9984678,2021,2023
2020,61,Estimated,Skillman at Walnut Hill (Complete Street,Public/Private Development,2017 Bonds,-,12/31/21,1114223,0,0,1114223,2021,2021
2020,61,Estimated,Traffic Signal Installations,Public/Private Development,2017 Bonds,-,9/30/22,6982553,4423758,0,11406311,2021,2022
2020,61,Estimated,Traffic Signal Synchronization Project,Public/Private Development,2017 Bonds,-,9/30/22,1227055,4408725,1283351,6919131,2021,2023
2020,61,Estimated,V001_Edgefield And Windomere- 12Th To Wentworth [Alley],Alley Petitions,2017 Bonds,1,2/8/2021,170412,0,0,170412,2021,2021
2020,61,Estimated,V002_La Rue St. And Wyoming St. - Cockrell Hill Rd. To La Rue St.,Alley Petitions,2017 Bonds,3,2/8/2021,67148,0,0,67148,2021,2021
2020,61,Estimated,V004_Glenleigh Dr.- Manning Ln. Existing Pavement To Manchester,Alley Petitions,2017 Bonds,13,11/6/2023,0,0,27051,27051,2023,2023
2020,61,Estimated,V005_Amhurst Av - Stanford Av From Linwood Ave. To Briarwood Ln,Alley Petitions,2017 Bonds,13,11/4/2023,0,0,164507,164507,2023,2023
2020,61,Estimated,V006_Palo Pinto Ave. And Velasco Ave - Concho St. To Skillman St,Alley Petitions,2017 Bonds,14,11/4/2023,0,0,119255,119255,2023,2023
2020,61,Estimated,V007_4812-4840 Worth St - 4807- 4841 Tremont St,Alley Petitions,2017 Bonds,2,2/9/2021,114301,0,0,114301,2021,2021
2020,61,Estimated,V017_2408-2564 Club Manor Dr - 2435-2549 Matland Dr,Alley Reconstruction,2017 Bonds,3,9/23/2022,0,554715,0,554715,2022,2022
2020,61,Estimated,V018_5179-5107 Chalet - 1404-1550 Drury Dr,Alley Reconstruction,2017 Bonds,3,5/30/2022,0,322594,0,322594,2022,2022
2020,61,Estimated,V019_5306-5342 Lake Placid Dr - 1572-1568 Drury Pl,Alley Reconstruction,2017 Bonds,3,5/30/2022,0,170319,0,170319,2022,2022
2020,62,Estimated,V021_7501-7631 Ashcrest Ln - 7502- 7578 Christie Ln,Alley Reconstruction,2017 Bonds,3,5/30/2022,0,404027,0,404027,2022,2022
2020,62,Estimated,V022_127-231 W Louisiana Ave - 118-228 Conrad St,Alley Reconstruction,2017 Bonds,4,7/18/2023,0,0,356919,356919,2023,2023
2020,62,Estimated,V023_1608-1620 Day Star Dr - 1603- 1633 Hanging Cliff Dr,Alley Reconstruction,2017 Bonds,4,9/1/2023,0,0,308104,308104,2023,2023
2020,62,Estimated,V024_1621-1631 Windchime Dr - 1614-1626 Vatican Ln,Alley Reconstruction,2017 Bonds,4,9/1/2023,0,0,67577,67577,2023,2023
2020,62,Estimated,V025_1708-1920 Vatican Ln - 1705- 1921 Windchime Dr,Alley Reconstruction,2017 Bonds,4,9/1/2023,0,0,300381,300381,2023,2023
2020,62,Estimated,V026_2104-2336 Dugald Pl - 2005- 2249 E Illinois Ave,Alley Reconstruction,2017 Bonds,4,11/4/2022,0,623794,0,623794,2022,2022
2020,62,Estimated,V027_2211-2323 Deer Path Dr - 2905-3311 Kellogg Ave,Alley Reconstruction,2017 Bonds,4,11/4/2022,0,503660,0,503660,2022,2022
2020,62,Estimated,V028_2603-2931 Garapan Dr - 2502- 2922 Nicholson Dr,Alley Reconstruction,2017 Bonds,4,9/1/2022,0,0,595683,595683,2023,2023
2020,62,Estimated,V029_3163-3241 E Ledbetter Dr - 3132-3244 Dahlia Dr,Alley Reconstruction,2017 Bonds,4,11/5/2022,0,326961,0,326961,2022,2022
2020,62,Estimated,V030_3864-3872 Treeline Cir - 1618- 1626 Five Mile Ct,Alley Reconstruction,2017 Bonds,4,9/1/2023,0,0,230169,230169,2023,2023
2020,62,Estimated,V031_4307-4435 Bonnie View Rd - 4302-4446 Cicero St,Alley Reconstruction,2017 Bonds,4,11/4/2022,0,400103,0,400103,2022,2022
2020,62,Estimated,V037_3004-3150 Kinkaid Dr - 3045- 3155 Park Ln,Alley Reconstruction,2017 Bonds,6,9/8/2023,0,0,711707,711707,2023,2023
2020,62,Estimated,V038_3105-3171 Newcastle Dr - 3104-3170 Walnut Hill,Alley Reconstruction,2017 Bonds,6,9/9/2023,0,0,257926,257926,2023,2023
2020,62,Estimated,V039_3505-3523 Park Ln - 3511 Valley Ridge Rd,Alley Reconstruction,2017 Bonds,6,12/15/2018,43584,0,0,43584,2021,2021
2020,62,Estimated,V040_3506-3658 High Vista Dr - 11960 Highdale Dr,Alley Reconstruction,2017 Bonds,6,9/9/2023,0,0,381282,381282,2023,2023
2020,62,Estimated,V048_4403-4451 Cinnabar Dr - 6102-6150 Symphony Ln,Alley Reconstruction,2017 Bonds,7,12/31/2022,272100,0,0,272100,2021,2021
2020,62,Estimated,V053_5605-5831 Everglade Rd - 5606-5824 Twineing St,Alley Reconstruction,2017 Bonds,7,12/31/2022,401948,0,0,401948,2021,2021
2020,62,Estimated,V055_5710-5814 Meadowick Ln - 5274-5290 Ponderosa Cir,Alley Reconstruction,2017 Bonds,7,12/31/2022,140722,0,0,140722,2021,2021
2020,62,Estimated,V056_6024-6300 Samuell Blvd - 6205-6441 Symphony Ln,Alley Reconstruction,2017 Bonds,7,12/31/2022,419945,0,0,419945,2021,2021
2020,63,Estimated,V057_6206-6440 Symphony Ln - 4307-4339 Cinnabar Dr,Alley Reconstruction,2017 Bonds,7,12/31/2022,262950,0,0,262950,2021,2021
2020,63,Estimated,V059_7129-7195 Elliott Dr - 7130- 7184 Rolling Fork Dr,Alley Reconstruction,2017 Bonds,7,12/31/2022,238723,0,0,238723,2021,2021
2020,63,Estimated,V060_2205-2341 Freeland - 2336- 2328 Homeway - 2204-2340 Babalos,Alley Reconstruction,2017 Bonds,7,10/15/2023,0,0,351916,351916,2023,2023
2020,63,Estimated,"V061_^2711-2733 Groveridge, 9606- 9674 Briggs, 9605- 9621 Altacrest",Alley Reconstruction,2017 Bonds,7,12/24/2023,0,0,421787,421787,2023,2023
2020,63,Estimated,V062_1225-1423 Kirnwood Dr - 7601 S Polk St,Alley Reconstruction,2017 Bonds,8,11/29/2021,320845,0,0,320845,2021,2021
2020,63,Estimated,V063_207-347 Bettyrae Way - 7708-7770 Ryan Ridge Dr,Alley Reconstruction,2017 Bonds,8,11/29/2021,382232,0,0,382232,2021,2021
2020,63,Estimated,V064_2304-2348 Hunters Run Dr - 7407-7415 Mesa Verde Trl,Alley Reconstruction,2017 Bonds,8,11/29/2021,357591,0,0,357591,2021,2021
2020,63,Estimated,V067_7905-7933 Olusta Dr - 7932 Great Trinity Forest Way,Alley Reconstruction,2017 Bonds,8,10/15/2023,0,0,168521,168521,2023,2023
2020,63,Estimated,V068_806-954 Ivywood Dr - 807- 951 Jadewood Dr,Alley Reconstruction,2017 Bonds,8,11/29/2021,345003,0,0,345003,2021,2021
2020,63,Estimated,V069_11133- 11139 Cotillion Dr - 3609 Bon Park Ct,Alley Reconstruction,2017 Bonds,9,10/4/2022,82806,0,0,82806,2021,2021
2020,63,Estimated,V070_11205- 11335 Buchannan Dr - 11200-11298 Ferguson Rd,Alley Reconstruction,2017 Bonds,9,10/2/2022,363480,0,0,363480,2021,2021
2020,63,Estimated,V071_11306- 11340 Dumbarton Dr - 11323-11357 Glen Cross Dr,Alley Reconstruction,2017 Bonds,9,10/4/2022,175096,0,0,175096,2021,2021
2020,63,Estimated,V072_11312- 11344 Glen Cross Dr - 11341-11367 Drummond Dr,Alley Reconstruction,2017 Bonds,9,7/17/2022,178548,0,0,178548,2021,2021
2020,63,Estimated,V073_3609-3615 Bon Park Ct - 3608- 3614 Parader Ct,Alley Reconstruction,2017 Bonds,9,7/18/2022,69496,0,0,69496,2021,2021
2020,63,Estimated,V074_6816-6858 Freemont St - 6809-6851 Whitehill St,Alley Reconstruction,2017 Bonds,9,10/3/2022,175755,0,0,175755,2021,2021
2020,63,Estimated,V075_6906-6954 Kingsbury Dr - 6907-6949 Winchester St,Alley Reconstruction,2017 Bonds,9,7/18/2022,201976,0,0,201976,2021,2021
2020,63,Estimated,V076_6915-6965 Freemont St - 6914-6964 Wakefield St,Alley Reconstruction,2017 Bonds,9,7/18/2022,194490,0,0,194490,2021,2021
2020,63,Estimated,V077_7005-7065 Freemont St - 7006-7066 Wakefield St,Alley Reconstruction,2017 Bonds,9,7/16/2022,237098,0,0,237098,2021,2021
2020,64,Estimated,V078_7023-7031 Wakefield St - 7049-7053 Wakefield Cir,Alley Reconstruction,2017 Bonds,9,7/18/2022,55682,0,0,55682,2021,2021
2020,64,Estimated,V079_10106- 10160 Caribou Trail - 10127- 10143 Ferndale Rd,Alley Reconstruction,2017 Bonds,10,10/19/2023,0,0,9000,9000,2023,2023
2020,64,Estimated,V086_15632- 15724 Golden Creek Rd -6231 - La Cosa Dr - Bay Point,Alley Reconstruction,2017 Bonds,11,8/29/2023,0,0,323772,323772,2023,2023
2020,64,Estimated,V087_6506-6556 Crestmere Dr - 6515-6555 Meadowcreek Dr,Alley Reconstruction,2017 Bonds,11,8/29/2023,0,0,219828,219828,2023,2023
2020,64,Estimated,V088_6510-6580 Calais Dr - 6509- 6565 Crestmere Dr,Alley Reconstruction,2017 Bonds,11,8/29/2023,0,0,250694,250694,2023,2023
2020,64,Estimated,V089_6808-7038 Hunters Ridge Dr - 6807-6959 Town Bluff Dr,Alley Reconstruction,2017 Bonds,11,8/29/2023,0,0,452697,452697,2023,2023
2020,64,Estimated,V091_7309-7435 Tangleglen Dr - 7364-7450 Tophill Ln,Alley Reconstruction,2017 Bonds,11,5/1/2023,0,0,258250,258250,2023,2023
2020,64,Estimated,V092_7405-7443 Lynworth Dr - 7408-7438 Chattington Dr,Alley Reconstruction,2017 Bonds,11,5/1/2023,0,0,185278,185278,2023,2023
2020,64,Estimated,V093_7606-7672 Rolling Acres Dr - 7615-7651 Tophill Ln,Alley Reconstruction,2017 Bonds,11,5/1/2023,0,0,221749,221749,2023,2023
2020,64,Estimated,V094_6906-7030 Orchid Ln -6909- 7007 Meadoebriar Ln -Pemberton Dr,Alley Reconstruction,2017 Bonds,11,8/29/2023,0,0,319083,319083,2023,2023
2020,64,Estimated,V095_18603- 18707 Amador Ave - 6505-6511 Villa Rd,Alley Reconstruction,2017 Bonds,12,8/23/2022,496597,0,0,496597,2021,2021
2020,64,Estimated,V096_19003- 19039 Bilbrook Ln,Alley Reconstruction,2017 Bonds,12,8/23/2022,305173,0,0,305173,2021,2021
2020,64,Estimated,V097_2703-2743 April Hill Ln - 2710- 2750 Stevens Point Ln,Alley Reconstruction,2017 Bonds,12,8/23/2022,237992,0,0,237992,2021,2021
2020,64,Estimated,V098_4104-4124 Firebrick Ln - 4103- 4119 Country Brook Dr,Alley Reconstruction,2017 Bonds,12,8/23/2022,123964,0,0,123964,2021,2021
2020,64,Estimated,V100_5501-5527 Harbor Town Dr - 5506-5530 Tamaron Ct,Alley Reconstruction,2017 Bonds,12,8/23/2022,227714,0,0,227714,2021,2021
2020,64,Estimated,V113_10445 - 10461 Carry Back Cir - 10419 - 10427 Carry Back Pl,Alley Reconstruction,2017 Bonds,13,10/13/2022,78452,0,0,78452,2021,2021
2020,64,Estimated,V114_3105-3161 Waldrop Drive - 3106-3160 Rotan Lane,Alley Reconstruction,2017 Bonds,13,10/13/2022,270171,0,0,270171,2021,2021
2020,64,Estimated,V115_3206-3232 Rotan Lane - 3207- 3233 Waldrop Drive,Alley Reconstruction,2017 Bonds,13,10/13/2022,152898,0,0,152898,2021,2021
2020,65,Estimated,V116_3207 - 3349 Citation Dr - 3208 - 3330 Timberview Rd,Alley Reconstruction,2017 Bonds,13,10/13/2022,220319,0,0,220319,2021,2021
2020,65,Estimated,V117_3544 - 3638 Ainsworth Dr - 3615 - 3675 Norcross Ln,Alley Reconstruction,2017 Bonds,13,10/13/2022,245377,0,0,245377,2021,2021
2020,65,Estimated,V118_3610-3668 Weeburn Dr - 3623-3651 Midpines Dr,Alley Reconstruction,2017 Bonds,13,10/13/2022,177189,0,0,177189,2021,2021
2020,65,Estimated,V135_Davis Street from Cockrell Hill to Clinton Ave,Intergovernmental Partnership Projects,2017 Bonds,"1, 3",3/27/2023,0,0,2617798,2617798,2023,2023
2020,65,Estimated,V136_Cockrell Hill From La Reunion To Singleton,Intergovernmental Partnership Projects,2017 Bonds,6,9/10/2021,1159771,0,0,1159771,2021,2021
2020,65,Estimated,V137_McKinney Ave/Cole Two Way Conversion,Intergovernmental Partnership Projects,2017 Bonds,14,1/31/2023,7898836,0,0,7898836,2021,2021
2020,65,Estimated,V140_UT Southwestern Medical District,Intergovernmental Partnership Projects,2017 Bonds,2,9/30/22,503724,3132763,3860570,7497057,2021,2023
2020,65,Estimated,V143_Prairie Creek Bridge over UPRR Tracks,Intergovernmental Partnership Projects,2017 Bonds,7,10/31/2023,0,5545184,1082818,6628002,2022,2023
2020,65,Estimated,V144_Us 75- Mockingbird- Lovers Lane Pedestrian Improvements,Intergovernmental Partnership Projects,2017 Bonds,14,7/21/2023,1029526,0,0,1029526,2021,2021
2020,65,Estimated,V145_Wheatland Road From City Limits To University Hills,Intergovernmental Partnership Projects,2017 Bonds,8,9/28/2023,0,1160091,0,1160091,2022,2022
2020,65,Estimated,V146_Sidewalks 50-50 And ADA Ramps,Sidewalk Improvements,2017 Bonds,SW,5/9/2021,0,4148594,0,4148594,2022,2022
2020,65,Estimated,V149_10th Street Historic District Sidewalk Improvements,Sidewalk Improvements,2017 Bonds,4,11/28/2021,689545,0,0,689545,2021,2021
2020,65,Estimated,V154_Wright Street From S. Oak Cliff To Edgefield,Sidewalk Improvements,2017 Bonds,1,10/12/2023,0,0,392886,392886,2023,2023
2020,65,Estimated,V166_Rothington Rd From Chariot Dr To S Buckner Blvd,Sidewalk Improvements,2017 Bonds,7,7/6/2022,30936,0,0,30936,2021,2021
2020,65,Estimated,V171_McKinney Ave Pedestrian Safety Improvement,Sidewalk Improvements,2017 Bonds,14,3/29/2022,682685,0,0,682685,2021,2021
2020,65,Estimated,V174_Elmwood Area Street Lighting,Street and Alley Improvements,2017 Bonds,1,8/20/2023,4162,495000,0,499162,2021,2022
2020,65,Estimated,V175_Park Row Ave From South Central Expy to Jeffries St-Lighting,Street and Alley Improvements,2017 Bonds,7,12/31/2021,0,424000,0,424000,2022,2022
2020,65,Estimated,V176_South Blvd From South Central Expy To Meadow St Lighting,Street and Alley Improvements,2017 Bonds,7,12/31/2021,0,600053,0,600053,2022,2022
2020,65,Estimated,V177_Street Lights At Parkdale Dr And Lawnview Ave,Street and Alley Improvements,2017 Bonds,-,12/31/21,16000,0,0,16000,2021,2021
2020,66,Estimated,V178_Street Lights Wendelkin St,Street and Alley Improvements,2017 Bonds,7,12/31/2021,112000,0,0,112000,2021,2021
2020,66,Estimated,V179_Street Lights Within Claremont Neighborhood,Street and Alley Improvements,2017 Bonds,-,12/31/21,132838,116162,351000,600000,2021,2023
2020,66,Estimated,V180_Simpson Stuart Rd From Bonnie View Rd To Lancaster Rd,Street and Alley Improvements,2017 Bonds,-,12/31/21,350000,0,0,350000,2021,2021
2020,66,Estimated,V181_Hord Ave. - Moler St. To Brandon St. [Street],Street Petitions,2017 Bonds,3,12/7/2023,0,0,737132,737132,2023,2023
2020,66,Estimated,V182_Ginger Ave. - Dacki Ave. To Goldie Ave.- Brandon St. [Street],Street Petitions,2017 Bonds,3,9/7/2023,0,0,1771705,1771705,2023,2023
2020,66,Estimated,V183_Harlandale Ave. - Ohio Ave. To Illinois Ave. [Street],Street Petitions,2017 Bonds,4,9/7/2022,448731,0,0,448731,2021,2021
2020,66,Estimated,V185_Trojan St. - Burma Rd. To Fellows Ln. [Street],Street Petitions,2017 Bonds,7,12/25/2023,0,0,1009556,1009556,2023,2023
2020,66,Estimated,V186_Ridgecrest Rd. - Holly Hill Dr. To Sopac Tr E Of Eastridge,Street Petitions,2017 Bonds,13,12/13/2023,0,0,4995006,4995006,2023,2023
2020,66,Estimated,V188_South Ewing Ave From Sleeth St To Ann Arbor Ave,Street Petitions,2017 Bonds,4,9/7/2022,792529,0,0,792529,2021,2021
2020,66,Estimated,V189_Rugged Dr from Berkley Ave to Ferndale Ave,Street Reconstruction,2017 Bonds,1,1/20/2022,855988,0,0,855988,2021,2021
2020,66,Estimated,V190_S Patton Ave from E 10th St to E. Jefferson Blvd,Street Reconstruction,2017 Bonds,1,1/1/2023,0,327747,0,327747,2022,2022
2020,66,Estimated,V191_S Van Buren Ave from W Pembroke Ave to Page Ave,Street Reconstruction,2017 Bonds,1,1/20/2022,511650,0,0,511650,2021,2021
2020,66,Estimated,V194_Bradford Dr from Maple Springs Blvd to Hedgerow Dr,Street Reconstruction,2017 Bonds,2,10/1/2023,0,0,1759897,1759897,2023,2023
2020,66,Estimated,V195_Fillmore Dr from Empire Central to Register Ave,Street Reconstruction,2017 Bonds,2,5/10/2022,0,325047,0,325047,2022,2022
2020,66,Estimated,V196_Pierce St from St Rita Dr to W Kiest Blvd,Street Reconstruction,2017 Bonds,3,12/26/2022,0,0,1184323,1184323,2023,2023
2020,66,Estimated,V197_Preakness Ln from Polarity Dr to S Walton Walker Serv E,Street Reconstruction,2017 Bonds,3,12/26/2022,0,0,1288420,1288420,2023,2023
2020,66,Estimated,V198_10th St from I-35 to Clarendon Dr.,Street Reconstruction,2017 Bonds,4,12/25/2023,0,0,2526059,2526059,2023,2023
2020,66,Estimated,V199_Anzio Cir from Garapan Dr to S Polk St,Street Reconstruction,2017 Bonds,4,3/6/2022,0,243191,0,243191,2022,2022
2020,66,Estimated,V200_Bonnie View Rd from Ann Arbor Ave to Cummings St,Street Reconstruction,2017 Bonds,4,9/7/2022,0,2081742,0,2081742,2022,2022
2020,66,Estimated,V201_Marfa Ave from Fernwood Ave to S Lancaster Rd,Street Reconstruction,2017 Bonds,4,3/17/2023,0,0,1183512,1183512,2023,2023
