cip_year,source_page,department,project_name,project_id,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2020,year_2021,year_2022,project_total,start_year,end_year
2019,27,City Facilities,Southwest Transfer Station [24410],VH11,City and Municipal Court Facilities,2017 General Obligation Bond Program,3,11/30/19,205000,0,205000,0,0,0,205000,,
2019,27,City Facilities,Storage Facility,VH01,City and Municipal Court Facilities,2017 General Obligation Bond Program,10,9/30/19,0,0,0,0,325000,0,325000,2021,2021
2019,27,City Facilities,SW Patrol Station,VG41,Police Facilities,2017 General Obligation Bond Program,3,5/30/20,775000,583056,191944,0,0,0,775000,,
2019,27,City Facilities,SW Patrol Station,VG42,Police Facilities,2017 General Obligation Bond Program,3,5/30/20,185000,0,185000,1065000,0,0,1250000,2020,2020
2019,27,City Facilities,Unspecified ADA Improvements,VH12,City and Municipal Court Facilities,2017 General Obligation Bond Program,Citywide,4/30/20,1420000,403,1419598,695000,665000,450000,3230000,2020,2022
2019,27,City Facilities,Vickery Meadow Branch Library,VE03,Library Facilities,2017 General Obligation Bond Program,13,4/30/20,6283008,820692,5462316,1500000,0,0,7783008,2020,2020
2019,27,City Facilities,Vickery Meadow Community Court,W141,City and Municipal Court Facilities,2006 General Obligation Bond Program,13,12/30/19,557337,224639,332698,0,0,0,557337,,
2019,27,City Facilities,West Dallas Multipurpose Center,VH13,City and Municipal Court Facilities,2017 General Obligation Bond Program,6,6/30/20,2255597,9995,2245603,0,0,244403,2500000,2022,2022
2019,31,Convention & Event Services,82 Rev Bonds Completed,8208,Convention Center Improvement,Convention Center Capital Program,2,Ongoing,42149170,40177812,1971358,0,0,0,42149170,,
2019,31,Convention & Event Services,Ballroom A Electrical Upgrade Project,W103,Convention Center Improvement,Convention Center Capital Program,2,9/30/19,2000000,265025,1734975,350000,0,0,2350000,2020,2020
2019,31,Convention & Event Services,C and D Meeting Room Renovation,W293,Convention Center Improvement,Convention Center Capital Program,2,12/31/20,0,0,0,0,0,2000000,2000000,2022,2022
2019,31,Convention & Event Services,Convention Center Facility Improvements,W111,Convention Center Improvement,Convention Center Capital Program,2,12/31/21,11167329,906301,10261028,750000,2725000,0,14642329,2020,2021
2019,31,Convention & Event Services,Convention Facility Elevator Escalator Improvement Project,W106,Convention Center Improvement,Convention Center Capital Program,2,12/31/20,3358334,332178,3026156,1300000,0,4340000,8998334,2020,2022
2019,31,Convention & Event Services,Convention Facility Operable Wall Replacements,W175,Convention Center Improvement,Convention Center Capital Program,2,6/30/19,1536904,589834,947070,0,0,0,1536904,,
2019,31,Convention & Event Services,Convention Facility Security System Upgrade Project,W104,Convention Center Improvement,Convention Center Capital Program,2,9/30/19,725000,535560,189440,0,500000,0,1225000,2021,2021
2019,31,Convention & Event Services,Convention Facility Wayfinding Signage,W102,Convention Center Improvement,Convention Center Capital Program,2,12/31/19,1875000,0,1875000,0,0,600000,2475000,2022,2022
2019,31,Convention & Event Services,Electronic-Mechanical Lock Replacement,W219,Convention Center Improvement,Convention Center Capital Program,2,9/30/19,1500000,0,1500000,1000000,0,0,2500000,2020,2020
2019,31,Convention & Event Services,F Hall Roof Replacement,W295,Convention Center Improvement,Convention Center Capital Program,2,9/30/20,1800000,0,1800000,0,0,0,1800000,,
2019,31,Convention & Event Services,Fire Sprinkler Pipe Replacement,W298,Convention Center Improvement,Convention Center Capital Program,2,1/31/20,3000000,0,3000000,2376867,0,0,5376867,2020,2020
2019,31,Convention & Event Services,Flatwork around Facility,W297,Convention Center Improvement,Convention Center Capital Program,2,9/30/20,1000000,0,1000000,1000000,0,0,2000000,2020,2020
2019,31,Convention & Event Services,IT Office Renovation Project,W252,Convention Center Improvement,Convention Center Capital Program,2,5/31/18,195000,185127,9873,0,0,0,195000,,
2019,31,Convention & Event Services,KBHCCD A100 Interior Improvement Project,W246,Convention Center Improvement,Convention Center Capital Program,2,9/30/18,700000,736015,-36015,0,0,0,700000,,
2019,31,Convention & Event Services,KBHCCD Interior- Exterior Door Replacement Project,W218,Convention Center Improvement,Convention Center Capital Program,2,3/31/20,1800000,0,1800000,0,0,0,1800000,,
2019,31,Convention & Event Services,KBHCCD Water Infiltration Project,W188,Convention Center Improvement,Convention Center Capital Program,2,12/31/19,4600000,919476,3680524,0,0,0,4600000,,
2019,31,Convention & Event Services,Kitchen Improvement Project,W073,Convention Center Improvement,Convention Center Capital Program,2,9/30/19,3688238,2643791,1044447,0,0,0,3688238,,
2019,31,Convention & Event Services,Replacement of Lobby A/B Flooring,W292,Convention Center Improvement,Convention Center Capital Program,2,9/30/20,2000000,0,2000000,0,1000000,0,3000000,2021,2021
2019,31,Convention & Event Services,Retrofit - Equipment,9084,Convention Center Improvement,Convention Center Capital Program,2,Ongoing,16355805,15567609,788196,0,0,0,16355805,,
2019,31,Convention & Event Services,Reunion Parking Garage Renovation,W291,Convention Center Improvement,Convention Center Capital Program,2,9/30/20,3767033,235000,3532033,2000000,1000000,3000000,9767033,2020,2022
2019,31,Convention & Event Services,Revenue Contingency,9070,Convention Center Improvement,Reserve Fund,2,Ongoing,11977188,11947693,29495,0,0,0,11977188,,
2019,32,Convention & Event Services,War Memorial Repairs,W294,Convention Center Improvement,Convention Center Capital Program,2,9/30/20,0,0,0,150000,178296,0,328296,2020,2021
2019,35,Cultural Facilities,Bath House Cultural Center,VF01,Cultural Facilities,2017 General Obligation Bond Program,9,Ongoing,831700,131910,699790,590000,0,0,1421700,2020,2020
2019,35,Cultural Facilities,Dallas Black Dance Theatre,VF08,Cultural Facilities,2017 General Obligation Bond Program,14,Ongoing,78300,78300,0,687060,0,212940,978300,2020,2022
2019,35,Cultural Facilities,Dallas Black Dancetheater,R917,Cultural Facilities,2003 General Obligation Bond Program / Other GO CIP - Non- Debt,14,9/30/20,5638457,5724847,-86391,0,0,0,5638457,,
2019,35,Cultural Facilities,Dallas Heritage Village,VF02,Cultural Facilities,2017 General Obligation Bond Program,2,Ongoing,232000,26800,205200,0,0,18000,250000,2022,2022
2019,35,Cultural Facilities,Dallas Museum of Art,VF03,Cultural Facilities,2017 General Obligation Bond Program,14,Ongoing,6000000,726458,5273542,0,0,0,6000000,,
2019,35,Cultural Facilities,Kalita Humphreys Theater (24466),VF04,Cultural Facilities,2017 General Obligation Bond Program,14,Ongoing,494800,46800,448000,0,0,30200,525000,2022,2022
2019,35,Cultural Facilities,Kiest Park Public Art,P958,Public Art,Other GO CIP - Non- Debt,4,12/31/99,28000,14050,13950,0,0,0,28000,,
2019,35,Cultural Facilities,Meyerson,VF05,Cultural Facilities,2017 General Obligation Bond Program,14,Ongoing,3800000,827831,2972169,0,0,0,3800000,,
2019,35,Cultural Facilities,Oak Cliff Cultural Center,VF06,Cultural Facilities,2017 General Obligation Bond Program,1,Ongoing,110000,0,110000,0,0,0,110000,,
2019,35,Cultural Facilities,Old City Park,R920,Cultural Facilities,2003 General Obligation Bond Program / Other GO CIP - Non- Debt,2,9/30/20,1667558,1615359,52199,0,0,0,1667558,,
2019,35,Cultural Facilities,Public Art Admin - Streets,PA14,Public Art,2012 General Obligation Bond Program,Citywide,9/30/19,67525,0,67525,0,0,0,67525,,
2019,35,Cultural Facilities,Public Art Admin - Streets and Transportation,PA39,Public Art,2006 General Obligation Bond Program,Citywide,9/30/19,305961,27616,278345,0,0,0,305961,,
2019,35,Cultural Facilities,Public Art Admin-Park,N809,Public Art,2006 General Obligation Bond Program / Other GO CIP - Non- Debt,Citywide,12/31/99,867522,403829,463693,0,0,0,867522,,
2019,35,Cultural Facilities,Public Art Admin- SpecStreets,PA26,Public Art,2003 General Obligation Bond Program,Citywide,9/30/19,48998,1061,47937,0,0,0,48998,,
2019,35,Cultural Facilities,Public Art Proj-Park,N810,Public Art,2006 General Obligation Bond Program / Other GO CIP - Non- Debt,Citywide,12/31/99,2846076,1523698,1322379,0,0,0,2846076,,
2019,35,Cultural Facilities,Sammons Center,VF07,Cultural Facilities,2017 General Obligation Bond Program,2,Ongoing,765260,77300,687960,0,0,134740,900000,2022,2022
2019,36,Cultural Facilities,South Dallas Cultural Center,VF09,Cultural Facilities,2017 General Obligation Bond Program,7,Ongoing,250000,0,250000,0,0,0,250000,,
2019,45,Economic Development,1401 Elm Redevelopment Project,P853,Downtown Connection Tax Increment Financing District,Other GO CIP - Non- Debt,14,12/31/24,1372468,0,1372468,0,20309544,11072343,32754355,2021,2022
2019,45,Economic Development,1712 Commerce Hotel,P952,Downtown Connection Tax Increment Financing District,Other GO CIP - Non- Debt,14,12/31/27,352856,0,352856,195000,148709,148709,845274,2020,2022
2019,45,Economic Development,2101 Taylor St Development,P847,Farmers Market Tax Increment Financing District,Other GO CIP - Non- Debt,2,Ongoing,0,0,0,122595,107595,1912308,2142498,2020,2022
2019,45,Economic Development,211 N. Ervay Redevelopment,P799,City Center Tax Increment Financing District,Other GO CIP - Non- Debt,2,Ongoing,121804,0,121804,1930201,0,0,2052005,2020,2020
2019,45,Economic Development,411 N Akard Bldg Redevelopment,P943,Downtown Connection Tax Increment Financing District,Other GO CIP - Non- Debt,14,12/31/27,1285784,1136204,149580,295546,248093,248093,2077516,2020,2022
2019,45,Economic Development,4512 W. Davis Street Public Improvement,P610,Davis Garden Tax Increment Financing District,Other GO CIP - Non- Debt,1,Ongoing,281330,0,281330,214914,259160,448951,1204355,2020,2022
2019,45,Economic Development,Action Plan for Southern Sector Eco Development,P525,Public/Private Partnership Program,Other GO CIP - Non- Debt,Citywide,9/30/18,200000,173719,26281,0,0,0,200000,,
2019,45,Economic Development,Advisory Services for City's Housing Policy,W055,Public/Private Partnership Program,Other GO CIP - Non- Debt,Citywide,Ongoing,125000,115000,10000,0,0,0,125000,,
2019,45,Economic Development,Affordable Housing,P474,Vickery Meadow Tax Increment Financing District,Other GO CIP - Non- Debt,2,Ongoing,555000,0,555000,94097,0,0,649097,2020,2020
2019,45,Economic Development,Affordable Housing Part CIP,P008,Housing Services,Other GO CIP - Non- Debt,Citywide,Ongoing,1620566,1546863,73703,0,0,0,1620566,,
2019,45,Economic Development,Alamo Drafthouse Cinema,P948,Transit-Oriented Development (TOD) Tax Increment Financing District,Other GO CIP - Non- Debt,2,9/30/06,654846,301403,353443,214105,139338,0,1008289,2020,2021
2019,45,Economic Development,Alexan Riveredge Development,P926,Design District Tax Increment Financing District,Other GO CIP - Non- Debt,Citywide,Ongoing,7650000,7650000,0,150000,0,0,7800000,2020,2020
2019,45,Economic Development,Alexan Trinity Project,P758,Oak Cliff Gateway Tax Increment Financing District,Other GO CIP - Non- Debt,1,12/31/14,3802514,3590202,212312,0,0,0,3802514,,
2019,45,Economic Development,Atmos Complex Phase I and II,P507,Downtown Connection Tax Increment Financing District,Other GO CIP - Non- Debt,14,Ongoing,15561517,4256965,11304552,0,0,0,15561517,,
2019,45,Economic Development,Bishop Arts Project Phase I,P930,Oak Cliff Gateway Tax Increment Financing District,Other GO CIP - Non- Debt,1,6/30/18,715000,0,715000,769573,3515427,0,5000000,2020,2021
2019,45,Economic Development,Bishop Arts Station Project,W059,Oak Cliff Gateway Tax Increment Financing District,Other GO CIP - Non- Debt,2,Ongoing,690000,0,690000,1453440,1922316,2004316,6070072,2020,2022
2019,45,Economic Development,Cedars Branch Bridge,P895,Southwestern Medical Tax Increment Financing District,Other GO CIP - Non- Debt,2,Ongoing,0,0,0,0,826500,0,826500,2021,2021
2019,46,Economic Development,Cedars Branch Town Homes,P896,Southwestern Medical Tax Increment Financing District,Other GO CIP - Non- Debt,14,Ongoing,0,0,0,5938452,1959914,0,7898366,2020,2021
2019,46,Economic Development,Cedars Tax Increment,Q001,Cedars Tax Increment Financing District,Other GO CIP - Non- Debt,2,12/31/22,2798572,1344047,1454525,1379411,1420793,1463417,7062193,2020,2022
2019,46,Economic Development,City Center Misc-Prof Services,Q028,City Center Tax Increment Financing District,Other GO CIP - Non- Debt,"2, 14",Ongoing,165000,131588,33412,0,0,0,165000,,
2019,46,Economic Development,City Center Parking,Q020,City Center Tax Increment Financing District,Other GO CIP - Non- Debt,"2, 14",6/30/20,14333356,13707758,625598,180000,0,94402,14607758,2020,2022
2019,46,Economic Development,City Center Street Scaping,Q021,City Center Tax Increment Financing District,Other GO CIP - Non- Debt,"2, 14",Ongoing,3369130,3170304,198826,0,0,0,3369130,,
2019,46,Economic Development,City Center Tax Increment,9912,City Center Tax Increment Financing District,Other GO CIP - Non- Debt,"2, 14",12/31/38,14511145,5624170,8886975,0,0,6282593,20793738,2022,2022
2019,46,Economic Development,City Place Misc-Prof Serv,Q022,Cityplace Tax Increment Financing District,Other GO CIP - Non- Debt,"2, 14",Ongoing,200000,108000,92000,0,0,0,200000,,
2019,46,Economic Development,Cityplace Tax Increment,9941,Cityplace Tax Increment Financing District,Other GO CIP - Non- Debt,"2, 14",12/31/19,29642045,27076424,2565621,0,0,0,29642045,,
2019,46,Economic Development,Cityplace-Admin,9825,Cityplace Tax Increment Financing District,Other GO CIP - Non- Debt,"2, 14",12/31/19,1287265,1135203,152063,0,0,0,1287265,,
2019,46,Economic Development,Collective Mixed Use Development,W180,Fort Worth Avenue Tax Increment Financing District,Other GO CIP - Non- Debt,"1, 6",12/31/21,496563,98379,398184,0,0,0,496563,,
2019,46,Economic Development,Community Garden & Futsal Field,P848,Farmers Market Tax Increment Financing District,Other GO CIP - Debt,,,0,0,0,10760,10760,10760,32280,2020,2022
2019,46,Economic Development,Continental Bldg Increment Repayment,P832,Downtown Connection Tax Increment Financing District,Other GO CIP - Non- Debt,14,12/31/21,4068470,3700000,368470,189546,179640,179640,4617296,2020,2022
2019,46,Economic Development,Corgan-Crescent Addition Project,W174,City Center Tax Increment Financing District,Other GO CIP - Non- Debt,2,12/31/19,5520,0,5520,50520,50520,50520,157080,2020,2022
2019,46,Economic Development,Criterion Cityplace Urban Resort,P366,Cityplace Tax Increment Financing District,Other GO CIP - Non- Debt,14,9/30/09,108530,18918,89612,0,0,0,108530,,
2019,46,Economic Development,Cypress Waters Phase I Development,P668,Cypress Waters Tax Increment Financing District,Other GO CIP - Non- Debt,6,12/31/21,6707832,5499302,1208530,1928741,0,0,8636573,2020,2020
2019,46,Economic Development,Cypress Waters Phase II Development,P759,Cypress Waters Tax Increment Financing District,Other GO CIP - Non- Debt,6,12/31/15,0,0,0,0,4081687,3415110,7496797,2021,2022
2019,46,Economic Development,Cypress Waters Repayment of Advances,P634,Cypress Waters Tax Increment Financing District,Other GO CIP - Non- Debt,6,12/31/41,0,0,0,1443134,3473031,3577222,8493387,2020,2022
2019,46,Economic Development,Cypress Waters TIF,P633,Cypress Waters Tax Increment Financing District,Other GO CIP - Non- Debt,6,12/31/41,146437,134386,12051,0,0,0,146437,,
2019,46,Economic Development,Dallas Protocol and World Affairs Council Contract,P476,Public/Private Partnership Program,Other GO CIP - Non- Debt,Citywide,Ongoing,2720505,2233005,487500,200000,200000,200000,3320505,2020,2022
2019,47,Economic Development,Danieldale Road Imp.,P663,Capital Budget,Other GO CIP - Non- Debt,8,12/31/19,1300000,1298526,1474,0,0,0,1300000,,
2019,47,Economic Development,Davis Garden - Repayment of Advances,P563,Davis Garden Tax Increment Financing District,Other GO CIP - Non- Debt,"1, 3",12/31/40,1019176,70,1019106,892501,740092,149433,2801202,2020,2022
2019,47,Economic Development,Davis Garden Admin,P409,Davis Garden Tax Increment Financing District,Other GO CIP - Non- Debt,"1, 3",12/31/40,300000,292203,7797,0,0,0,300000,,
2019,47,Economic Development,Davis St Between Hampton - Montclaire Public Improvement,P437,Davis Garden Tax Increment Financing District,Other GO CIP - Non- Debt,"1, 3",6/30/20,1899332,961578,937754,0,0,0,1899332,,
2019,47,Economic Development,Deep Ellum Repay Dev Adv,P406,Deep Ellum Tax Increment Financing District,Other GO CIP - Non- Debt,"2, 7, 14",12/31/27,1963333,595424,1367909,3047258,3138676,3232836,11382103,2020,2022
2019,47,Economic Development,Design District TIF - Repayment of Advances,P471,Design District Tax Increment Financing District,Other GO CIP - Non- Debt,"2, 6",12/31/28,10451454,0,10451454,157427,4493564,4628371,19730816,2020,2022
2019,47,Economic Development,Disc Eco Dev CD3-Sq 67 SC,VI07,Capital Budget,2017 General Obligation Bond Program,,,1450000,0,1450000,0,0,0,1450000,,
