cip_year,project_type,source_page,department,project_name,project_id,address_location,start_year,end_year,project_description,project_justification,previous_appropriations,project_total,year_2023,year_2024,year_2025,year_2026,year_2027,year_2028
2022,WATELRERONT IMPROVEMENTS,49,COMMERCE,Central Delaware River Watertront-FY17,COMME.12B,,2023,2023,See description under line item 12.,See description under line item 12.,,16160.0,16160.0,,,,,
2022,SUDO,50,COMMERCE,Schuylkill River Waterfront-F¥16,COMME.13F,,2023,2028,See description under line item 13. Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,See description under line item 13. Complement public and private reinvestment and help implement the Greenway Master Plan through public improvements along the North Delaware Greenway.,,2125.0,1000.0,275.0,,,175.0,675.0
2022,SUDO,52,COMMERCE,North Delaware River Waterfront-F¥15,COMME.14D,,2023,2023,See description under line item 14.,See description under line item 14.,,236.0,236.0,,,,,
2022,CAPITAL PROJECTS,58,FINANCE,City Council - ITEF CD1-F¥22,FINAN.146A,,2023,2023,See description under line item 16.,See description under line item 16.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,59,FINANCE,City Council - ITEF CD1-F¥20,FINAN.16C,,2023,2023,See description under line item 16.,See description under line item 16.,,347.0,347.0,,,,,
2022,CAPITAL PROJECTS,59,FINANCE,City Council - TEF CD1-FY19,FINAN.16D,,2023,2023,See description under line item 16.,See description under line item 16.,,79.0,79.0,,,,,
2022,CAPITAL PROJECTS,59,FINANCE,City Council - TEF CD1-FY¥18,FINAN.16E,,2023,2023,See description under line item 16.,See description under line item 16.,,26.0,26.0,,,,,
2022,CAPITAL PROJECTS,59,FINANCE,City Council - TEF CD1-FY17,FINAN.16F,,2023,2023,"See description under line item 16. 16G, City Council - TEF CD1-FY¥16 See description under line item 16.","See description under line item 16. 16G, City Council - TEF CD1-FY¥16 See description under line item 16.",,27.0,27.0,,,,,
2022,CAPITAL PROJECTS,60,FINANCE,City Council - TEF CD1-FY15,FINAN.16H,,2023,2023,See description under line item 16.,See description under line item 16.,,45.0,45.0,,,,,
2022,CAPITAL PROJECTS,60,FINANCE,City Council - ITEF CD1-F¥13,FINAN.16J,,2023,2023,See description under line item 16.,See description under line item 16.,,2.0,2.0,,,,,
2022,CAPITAL PROJECTS,60,FINANCE,City Council - ITEF CD2-F¥22,FINAN.147A,,2023,2023,See description under line ttem 17.,See description under line ttem 17.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,61,FINANCE,City Council - TEF CD2-FY¥21,FINAN.17B,,2023,2023,See description under line item 17.,See description under line item 17.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,61,FINANCE,City Council - TEF CD2-FY19,FINAN.47D,,2023,2023,See description under line item 17.,See description under line item 17.,,330.0,330.0,,,,,
2022,CAPITAL PROJECTS,61,FINANCE,City Council - TEF CD2-FY¥18,FINAN.17E,,2023,2023,See description under line item 17.,See description under line item 17.,,81.0,51.0,,,,,
2022,CAPITAL PROJECTS,62,FINANCE,City Council - TEF CD2-FY15,FINAN.17H,,2023,2023,See description under line item 17.,See description under line item 17.,,225.0,225.0,,,,,
2022,CAPITAL PROJECTS,62,FINANCE,City Council - TEF CBD2-FY¥14,FINAN.171,,2023,2023,See description under line item 717.,See description under line item 717.,,125.0,125.0,,,,,
2022,CAPITAL PROJECTS,62,FINANCE,City Council - TEF CD2-FY¥12,FINAN.17K,,2023,2023,See description under line item 17.,See description under line item 17.,,41.0,41.0,,,,,
2022,CAPITAL PROJECTS,62,FINANCE,City Council - TEF CD2-FY11,FINAN.17L,,2023,2023,See description under line item 17.,See description under line item 17.,,141.0,141.0,,,,,
2022,CAPITAL PROJECTS,62,FINANCE,City Council - TEF CD2-FY¥10,FINAN.17M,,2023,2023,See description under line item 17.,See description under line item 17.,,1.0,1.0,,,,,
2022,CAPITAL PROJECTS,63,FINANCE,City Council - TEF CD3-FY¥21,FINAN.18B,,2023,2023,See description under line item 18.,See description under line item 18.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,63,FINANCE,City Council - ITEF CD3-FY¥19,FINAN.18D,,2023,2023,See description under line item 18.,See description under line item 18.,,510.0,510.0,,,,,
2022,CAPITAL PROJECTS,64,FINANCE,City Council - TEF CD3-FY18,FINAN.18E,,2023,2023,See description under line item 18.,See description under line item 18.,,510.0,510.0,,,,,
2022,CAPITAL PROJECTS,64,FINANCE,City Council - TEF CD3-FY17,FINAN.18F,,2023,2023,See description under line item 718.,See description under line item 718.,,4190.0,410.0,,,,,
2022,CAPITAL PROJECTS,64,FINANCE,City Council - TEF CD3-FY15,FINAN.18H,,2023,2023,See description under line item 18.,See description under line item 18.,,340.0,340.0,,,,,
2022,CAPITAL PROJECTS,64,FINANCE,City Council - TEF CD3-FY13,FINAN.18J,,2023,2023,See description under line item 18.,See description under line item 18.,,113.0,113.0,,,,,
2022,CAPITAL PROJECTS,65,FINANCE,City Council - TEF CD4-F¥22,FINAN.419A,,2023,2023,See description under line ttem 19.,See description under line ttem 19.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,65,FINANCE,City Council - TEF CD4-F¥21,FINAN.19B,,2023,2023,"See description under line item 19. | 19C, City Council - ITEF CD4-FY20 See description under line item 19.","See description under line item 19. | 19C, City Council - ITEF CD4-FY20 See description under line item 19.",,66.0,66.0,,,,,
2022,CAPITAL PROJECTS,66,FINANCE,City Council - TEF CD4-FY19,FINAN.19D,,2023,2023,See description under line item 19.,See description under line item 19.,,140.0,140.0,,,,,
2022,CAPITAL PROJECTS,66,FINANCE,City Council - ITEF CD4-F¥18,FINAN.19E,,2023,2023,See description under line item 19.,See description under line item 19.,,84.0,54.0,,,,,
2022,CAPITAL PROJECTS,66,FINANCE,City Council - TEF CD4-FY¥17,FINAN.49F,,2023,2023,See description under line item 19.,See description under line item 19.,,39.0,39.0,,,,,
2022,CAPITAL PROJECTS,66,FINANCE,City Council - TEF CD4-FY¥16,FINAN.19G,,2023,2023,See description under line item 19.,See description under line item 19.,,36.0,36.0,,,,,
2022,CAPITAL PROJECTS,66,FINANCE,City Council - TEF CD4-FY15,FINAN.19H,,2023,2023,See description under line item 19.,See description under line item 19.,,120.0,120.0,,,,,
2022,CAPITAL PROJECTS,66,FINANCE,City Council - ITEF CD4-F¥14,FINAN.191,,2023,2023,See description under line item 19.,See description under line item 19.,,146.0,146.0,,,,,
2022,CAPITAL PROJECTS,67,FINANCE,City Council - ITEF CD4-FY00,FINAN.19K,,2023,2023,See description under line tem 19.,See description under line tem 19.,,70.0,70.0,,,,,
2022,CAPITAL PROJECTS,67,FINANCE,City Council - ITEF CDS5-F¥22,FINAN.20A,,2023,2023,See description under line item 20.,See description under line item 20.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,67,FINANCE,City Council - ITEF CD5-F¥21,FINAN.270B,,2023,2023,See description under line ttem 20.,See description under line ttem 20.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,68,FINANCE,City Council - ITEF CD5-FY20,FINAN.20C,,2023,2023,See description under line item 70.,See description under line item 70.,,310.0,310.0,,,,,
2022,CAPITAL PROJECTS,68,FINANCE,City Council - ITEF CD5-FY¥18,FINAN.20E,,2023,2023,See description under line item 20.,See description under line item 20.,,310.0,310.0,,,,,
2022,CAPITAL PROJECTS,68,FINANCE,City Council - ITEF CD5-FY15,FINAN.20H,,2023,2023,See description under line item 20.,See description under line item 20.,,207.0,207.0,,,,,
2022,CAPITAL PROJECTS,69,FINANCE,City Council - ITEF CD5-FY14,FINAN.201,,2023,2023,See description under line item 70.,See description under line item 70.,,340.0,340.0,,,,,
2022,CAPITAL PROJECTS,69,FINANCE,City Council - ITEF CD5-FY12,FINAN.20J,,2023,2023,See description under line tem 20.,See description under line tem 20.,,210.0,210.0,,,,,
2022,CAPITAL PROJECTS,69,FINANCE,City Council - ITEF CDS-FY¥10,FINAN.20L,,2023,2023,See description under line item 20.,See description under line item 20.,,1.0,1.0,,,,,
2022,CAPITAL PROJECTS,70,FINANCE,City Council - ITEF CD6-FY22,FINAN.214,,2023,2023,See description under line item 71.,See description under line item 71.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,70,FINANCE,City Council - ITEF CDG6-FY21,FINAN.21B,,2023,2023,See description under line item 21.,See description under line item 21.,,179.0,179.0,,,,,
2022,CAPITAL PROJECTS,70,FINANCE,City Council - ITEF CD6-FY19,FINAN.21D,,2023,2023,See description under line item 21.,See description under line item 21.,,434.0,434.0,,,,,
2022,CAPITAL PROJECTS,70,FINANCE,City Council - ITEF CD6-FY17,FINAN.21F,,2023,2023,See description under line item 21.,See description under line item 21.,,387.0,387.0,,,,,
2022,CAPITAL PROJECTS,71,FINANCE,City Council - ITEF CD7-F¥22,FINAN.22A,,2023,2023,See description under line item 22.,See description under line item 22.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,71,FINANCE,City Council - ITEF CD7-FY¥21,FINAN.22B,,2023,2023,See description under line item 22.,See description under line item 22.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,72,FINANCE,City Council - ITEF CD7-FY19,FINAN.22D,,2023,2023,See description under line item 22.,See description under line item 22.,,401.0,401.0,,,,,
2022,CAPITAL PROJECTS,72,FINANCE,City Council - ITEF CD7-FY15,FINAN.22H,,2023,2023,See description under line item 72.,See description under line item 72.,,4.0,4.0,,,,,
2022,CAPITAL PROJECTS,73,FINANCE,City Council -ITEF CD7-FY13,FINAN.22,,2023,2023,See description under line item 22.,See description under line item 22.,,3.0,3.0,,,,,
2022,CAPITAL PROJECTS,73,FINANCE,City Council - ITEF CD7-FY12,FINAN.22K,,2023,2023,See description under line tem 22.,See description under line tem 22.,,2.0,2.0,,,,,
2022,CAPITAL PROJECTS,73,FINANCE,City Council - ITEF CD7-FY¥11,FINAN.22L,,2023,2023,See description under line item 22.,See description under line item 22.,,15.0,15.0,,,,,
2022,CAPITAL PROJECTS,73,FINANCE,City Council - ITEF CD7-FY09,FINAN.22M,,2023,2023,See description under line item 22.,See description under line item 22.,,1.0,1.0,,,,,
2022,CAPITAL PROJECTS,74,FINANCE,City Council - ITEF CD8-FY22,FINAN.234,,2023,2023,See description under line item 23.,See description under line item 23.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,74,FINANCE,City Council - ITEF CD8-FY21,FINAN.23B,,2023,2023,See description under line item 23.,See description under line item 23.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,74,FINANCE,City Council - ITEF CD8-F¥19,FINAN.23D,,2023,2023,See description under line item 23.,See description under line item 23.,,510.0,510.0,,,,,
2022,CAPITAL PROJECTS,74,FINANCE,City Council - ITEF CD8-FY18,FINAN.23E,,2023,2023,See description under line item 23.,See description under line item 23.,,236.0,296.0,,,,,
2022,CAPITAL PROJECTS,74,FINANCE,City Council - ITEF CD8-FY¥17,FINAN.23F,,2023,2023,See description under line item 23.,See description under line item 23.,,410.0,410.0,,,,,
2022,CAPITAL PROJECTS,75,FINANCE,City Council - ITTEF CD8-FY16,FINAN.23G,,2023,2023,See description under line item 23.,See description under line item 23.,,37.0,37.0,,,,,
2022,CAPITAL PROJECTS,75,FINANCE,City Council - ITEF CD8-FY15,FINAN.23H,,2023,2023,See description under line item 23.,See description under line item 23.,,160.0,160.0,,,,,
2022,CAPITAL PROJECTS,75,FINANCE,City Council - ITEF CD8-F¥13,FINAN.23J,,2023,2023,See description under line item 23.,See description under line item 23.,,379.0,379.0,,,,,
2022,CAPITAL PROJECTS,75,FINANCE,City Council - ITEF CD8-FY12,FINAN.23K,,2023,2023,See description under line item 23.,See description under line item 23.,,1.0,1.0,,,,,
2022,CAPITAL PROJECTS,75,FINANCE,City Council - ITEF CD8-FY11,FINAN.23L,,2023,2023,See description under line item 23.,See description under line item 23.,,40.0,40.0,,,,,
2022,CAPITAL PROJECTS,76,FINANCE,City Council - ITTEF CD8-FY10,FINAN.23M,,2023,2023,See description under line item 23.,See description under line item 23.,,20.0,20.0,,,,,
2022,CAPITAL PROJECTS,76,FINANCE,City Council - ITEF CD8-FY09,FINAN.23N,,2023,2023,See description under line tem 23.,See description under line tem 23.,,32.0,32.0,,,,,
2022,CAPITAL PROJECTS,76,FINANCE,City Council - ITEF CD9-FY¥22,FINAN.24A,,2023,2023,See description under line ttem 24.,See description under line ttem 24.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,77,FINANCE,City Council - ITEF CD9-FY21,FINAN.24B,,2023,2023,See description under line item 74.,See description under line item 74.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,77,FINANCE,City Council - ITEF CD9-FY¥16,FINAN.24G,,2023,2023,See description under line item 24.,See description under line item 24.,,410.0,410.0,,,,,
2022,CAPITAL PROJECTS,78,FINANCE,City Council - ITEF CD9-FY15,FINAN.24H,,2023,2023,See description under line item 24.,See description under line item 24.,,350.0,300.0,,,,,
2022,CAPITAL PROJECTS,78,FINANCE,City Council - ITEF CD9-FY11,FINAN.24J,,2023,2023,See description under line item 24. 1cT,See description under line item 24. 1cT,,1.0,1.0,,,,,
2022,CAPITAL PROJECTS,78,FINANCE,City Council - ITEF CD10-F¥22,FINAN.25A,,2023,2023,See description under line ttem 25.,See description under line ttem 25.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,79,FINANCE,City Council - TTEF CD10-FY21,FINAN.25B,,2023,2023,See description under line item 25.,See description under line item 25.,,255.0,255.0,,,,,
2022,CAPITAL PROJECTS,79,FINANCE,City Council - ITEF CD10-F¥20,FINAN.25C,,2023,2023,See description under line item 25.,See description under line item 25.,,510.0,510.0,,,,,
2022,CAPITAL PROJECTS,79,FINANCE,City Council - ITEF CD10-F¥18,FINAN.25E,,2023,2023,See description under line item 25.,See description under line item 25.,,510.0,510.0,,,,,
2022,CAPITAL PROJECTS,79,FINANCE,City Council - ITEF CD10-F¥16,FINAN.25G,,2023,2023,See description under line item 25.,See description under line item 25.,,373.0,373.0,,,,,
2022,CAPITAL PROJECTS,80,FINANCE,City Council - ITEF CD16-FY15,FINAN.25H,,2023,2023,See description under line item 25.,See description under line item 25.,,6.0,6.0,,,,,
2022,CAPITAL PROJECTS,80,FINANCE,City Council - ITEF CDi0-FY13,FINAN.251,,2023,2023,See description under line item 25.,See description under line item 25.,,32.0,32.0,,,,,
2022,CAPITAL PROJECTS,80,FINANCE,City Council - ITEF CD18-FY12,FINAN.25J,,2023,2023,See description under line item 25.,See description under line item 25.,,2.0,2.0,,,,,
2022,CAPITAL PROJECTS,80,FINANCE,City Council - ITEF CD10-FY11,FINAN.25K,,2023,2023,See description under line item 25.,See description under line item 25.,,71.0,71.0,,,,,
2022,CAPITAL PROJECTS,80,FINANCE,City Council - ITEF CD10-FY06,FINAN.25L,,2023,2023,See description under line item 25.,See description under line item 25.,,45.0,45.0,,,,,
2022,CAPITAL PROJECTS,80,FINANCE,City Council - ITEF CD10-F¥03,FINAN.25M,,2023,2023,See description under line item 25.,See description under line item 25.,,3.0,3.0,,,,,
2022,,88,FIRE FACILITIES,Fire Department interior and Exterior Renovations-FY22,FIREF.264,,2023,2023,See description under line item 26.,See description under line item 26.,,5000.0,5000.0,,,,,
2022,,88,FIRE FACILITIES,Fire Department Interior and Exterior Renovations-Fv¥21,FIREF.26B,,2023,2023,see description under line item 26.,see description under line item 26.,,3287.0,3287.0,,,,,
2022,,88,FIRE FACILITIES,Fire Department Interior and Exterior Renovations-F¥19,FIREF.26D,,2023,2023,See description under line item 26.,See description under line item 26.,,6.0,6.0,,,,,
2022,,89,FIRE FACILITIES,Fire Department Interior and Exterior Renovations-FY¥15,FIREF.26H,,2023,2023,See description under line item 26.,See description under line item 26.,,19.0,19.0,,,,,
2022,,92,HAVAG AND EQUIPMENT IMPROVEMENTS AT VARIOUS FLEET,Fleet Management Facilities-F¥22,HAVAG.27A,,2023,2023,See description under line item 27.,See description under line item 27.,,500.0,500.0,,,,,
2022,,92,HAVAG AND EQUIPMENT IMPROVEMENTS AT VARIOUS FLEET,Fleet Management Facilities-FY21,HAVAG.27B,,2023,2023,See description under line item 27.,See description under line item 27.,,189.0,189.0,,,,,
2022,,92,HAVAG AND EQUIPMENT IMPROVEMENTS AT VARIOUS FLEET,Fleet Management Facilities-FY¥19,HAVAG.27C,,2023,2023,See description under line tem 27.,See description under line tem 27.,,28.0,28.0,,,,,
2022,,93,HAVAG AND EQUIPMENT IMPROVEMENTS AT VARIOUS FLEET,Fleet Management Facilities-FY13,HAVAG.27D,,2023,2023,See description under line item 77.,See description under line item 77.,,78.0,78.0,,,,,
2022,,93,HAVAG AND EQUIPMENT IMPROVEMENTS AT VARIOUS FLEET,Fuel Tank Replacement-FY¥21,HAVAG.28B,,2023,2023,See description under line item 28.,See description under line item 28.,,1450.0,1450.0,,,,,
2022,,94,HAVAG AND EQUIPMENT IMPROVEMENTS AT VARIOUS FLEET,Fuel Tank Replacement-FY20,HAVAG.28C,,2023,2023,See description under line item 78.,See description under line item 78.,,2210.0,2210.0,,,,,
2022,,94,HAVAG AND EQUIPMENT IMPROVEMENTS AT VARIOUS FLEET,Fuel Tank Replacement-FY19,HAVAG.28D,,2023,2023,See description under line ttem 28.,See description under line ttem 28.,,22.0,22.0,,,,,
2022,,94,HAVAG AND EQUIPMENT IMPROVEMENTS AT VARIOUS FLEET,Fuel Tank Replacement-FY17,HAVAG.28E,,2023,2023,See description under line item 28.,See description under line item 28.,,87.0,87.0,,,,,
2022,,95,HAVAG AND EQUIPMENT IMPROVEMENTS AT VARIOUS FLEET,Vehicle Purchases-FY¥21,HAVAG.29B,,2023,2023,See description under line item 29.,See description under line item 29.,,75.0,75.0,,,,,
2022,,95,HAVAG AND EQUIPMENT IMPROVEMENTS AT VARIOUS FLEET,Vehicle Purchases-FY19,HAVAG.29D,,2023,2023,See description under line item 29.,See description under line item 29.,,7298.0,7298.0,,,,,
2022,,100,LIBRARY FACILITIES - CAPITAL,Free Library Improvements-FY22,LIBRA.30A,,2023,2023,See description under line item 30.,See description under line item 30.,,2000.0,2000.0,,,,,
2022,,101,LIBRARY FACILITIES - CAPITAL,Free Library Improvements-FY13,LIBRA.30C,,2023,2023,See description under line item 30.,See description under line item 30.,,1000.0,1000.0,,,,,
2022,,101,LIBRARY FACILITIES - CAPITAL,Free Library Improvements-FY09,LIBRA.30F,,2023,2023,See description under line item 30.,See description under line item 30.,,4.0,4.0,,,,,
2022,,106,HEALTH FACILITIES,Health Department Equipment and Improvements-FY7?1,HEALT.32B,,2023,2023,See description under line item 32.,See description under line item 32.,,45500.0,45500.0,,,,,
2022,,107,HEALTH FACILITIES,Health Department Equipment and Improvements-FY20,HEALT.32C,,2023,2023,See description under line item 32.,See description under line item 32.,,16203.0,16203.0,,,,,
2022,,107,HEALTH FACILITIES,Health Department Equipment and Improvements-FY19,HEALT.32D,,2023,2028,"See description under line ttem 32. Replace/upgrade HVAC, infrastructure, and safety systems at various health centers. Replace and update equipment and perform renovations at BOOCN various sites.","See description under line ttem 32. Replace/upgrade HVAC, infrastructure, and safety systems at various health centers. Replace and update equipment and perform renovations at BOOCN various sites.",,19000.0,4000.0,1000.0,,1000.0,1000.0,6000.0
2022,,107,HEALTH FACILITIES,Health Facility Renovations-FY¥22,HEALT.334,,2023,2023,See description under line item 33.,See description under line item 33.,,1500.0,1500.0,,,,,
2022,,108,HEALTH FACILITIES,Health Facility Renovations-FY21,HEALT.33B,,2023,2023,See description under line item 33.,See description under line item 33.,,162.0,162.0,,,,,
2022,PHILADELPHIA NURSING HOME,109,HEALTH FACILITIES,Equipment and Renovations - Philadelphia Nursing Home-FY¥21,HEALT.344,,2023,2023,Perform ongoing renovations and procure equipment at the Philadelphia Nursing Home. ——————e,Perform ongoing renovations and procure equipment at the Philadelphia Nursing Home. ——————e,,982.0,982.0,,,,,
2022,PHILADELPHIA NURSING HOME,109,HEALTH FACILITIES,Equipment and Renovations - Philadelphia Nursing Home-FY¥20,HEALT.34B,,2023,2023,Perform ongoing renovations and procure equipment at the Philadelphia Nursing Home. ee,Perform ongoing renovations and procure equipment at the Philadelphia Nursing Home. ee,,364.0,364.0,,,,,
2022,CAPITAL PROJECTS - UARTOUS,113,HEALTH FACILITIES,Citywide Facilities-FY21,HEALT.35B,,2023,2023,See description under line item 35.,See description under line item 35.,,13602.0,13602.0,,,,,
2022,CAPITAL PROJECTS - UARTOUS,114,HEALTH FACILITIES,Citywide Facilities-FY¥17,HEALT.35F,,2023,2023,See description under line item 35.,See description under line item 35.,,1050.0,1050.0,,,,,
2022,CAPITAL PROJECTS - UARTOUS,114,HEALTH FACILITIES,Citywide Facilities-FY15,HEALT.35G,,2023,2023,See description under line item 35.,See description under line item 35.,,7500.0,7500.0,,,,,
2022,PAMILY CARE FACILITIES - CAPITAL,120,OFFICE OF HOMELESS SERVICES,Interior and Exterior Improvements,OFFIC.1,,2023,2028,"Perform various improvement projects associated with homeless shelters. Mechanical, Electrical, and/or Plumbing Improvements at homeless shelters.- Infrastructure Improvements at city owned homeless sheiters,","Perform various improvement projects associated with homeless shelters. Mechanical, Electrical, and/or Plumbing Improvements at homeless shelters.- Infrastructure Improvements at city owned homeless sheiters,",,9000.0,1500.0,1500.0,,1500.0,1500.0,1500.0
2022,PAMILY CARE FACILITIES - CAPITAL,120,OFFICE OF HOMELESS SERVICES,OSH Facility Renovations-FY¥21,OFFIC.36B,,2023,2023,See description under line item 36.,See description under line item 36.,,520.0,520.0,,,,,
2022,PAMILY CARE FACILITIES - CAPITAL,121,OFFICE OF HOMELESS SERVICES,OSH Facility Renovations-FY¥20,OFFIC.36C,,2023,2023,See description under line item 36.,See description under line item 36.,,400.0,400.0,,,,,
2022,,124,OFFICE OF SUSTAINABILITY,Energy and Sustainability Improvements-FY¥22,OFFIC.37A,,2023,2023,See description under line item 37.,See description under line item 37.,,500.0,500.0,,,,,
2022,,125,OFFICE OF SUSTAINABILITY,Energy and Sustainability Improvements-FY21,OFFIC.37B,,2023,2023,See description under line item 37.,See description under line item 37.,,200.0,200.0,,,,,
2022,,125,OFFICE OF SUSTAINABILITY,Sustainability and Energy Improvements-F¥18,OFFIC.37D,,2023,2023,See description under line item 37.,See description under line item 37.,,21.0,21.0,,,,,
2022,CAPITAL PROJECTS,128,OFFICE OF SUSTAINABILITY,Citywide Technology Improvements & Enhancements-FY21,OFFIC.38B,,2023,2023,See description under line item 38.,See description under line item 38.,,11500.0,11500.0,,,,,
2022,CAPITAL PROJECTS,129,OFFICE OF SUSTAINABILITY,Citywide Technology Improvements & Enhancements-F¥20,OFFIC.38C,,2023,2023,See description under line item 38.,See description under line item 38.,,12536.0,12536.0,,,,,
2022,CAPITAL PROJECTS,129,OFFICE OF SUSTAINABILITY,Citywide Technology Improvements & Enhancements-F¥17,OFFIC.38F,,2023,2023,See description under line item 38.,See description under line item 38.,,2894.0,2894.0,,,,,
2022,,134,PARKS AND RECREATION,Life Safety Improvements,PARKS.3,,2023,2028,Make life safety improvements including installation of fire alarm systems and security surveillance systems at various Parks and Recreation facilities.,Make life safety improvements including installation of fire alarm systems and security surveillance systems at various Parks and Recreation facilities.,,22610.0,4750.0,2250.0,,2900.0,4600.0,4010.0
2022,,134,PARKS AND RECREATION,"Buildings, Courts, Play Areas, Athletic Fields-FY¥22",PARKS.39A,,2023,2023,See description under line item 39.,See description under line item 39.,,7805.0,7805.0,,,,,
2022,,134,PARKS AND RECREATION,"Buildings, Courts, Play Areas, Athletic Fields-F¥21",PARKS.39B,,2023,2023,See description under line item 39.,See description under line item 39.,,12936.0,12936.0,,,,,
2022,,135,PARKS AND RECREATION,"Buildings, Courts, Play Areas, Athletic Fields-F¥19",PARKS.39D,,2023,2023,See description under line item 39.,See description under line item 39.,,369.0,369.0,,,,,
2022,,135,PARKS AND RECREATION,"Buildings, Courts, Play Areas, Athletic Fields-F¥17",PARKS.39E,,2023,2023,See description under line tem 39.,See description under line tem 39.,,1098.0,1098.0,,,,,
2022,,135,PARKS AND RECREATION,"Buildings, Courts, Play Areas, Athletic Fields-F¥15",PARKS.39G,,2023,2023,See description under line item 39. Wd,See description under line item 39. Wd,,110.0,110.0,,,,,
2022,,136,PARKS AND RECREATION,Rebuilding Community Infrastructure-F¥1$,PARKS.40B,,2023,2023,See description under line tem 40.,See description under line tem 40.,,7009.0,7000.0,,,,,
2022,,138,PARKS AND RECREATION,Neighborhood Parks-FY18,PARKS.41E,,2023,2023,See description under line item 41.,See description under line item 41.,,1500.0,1500.0,,,,,
