cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019
2013,Bldg - Libraries,176,Library,Scripps Miramar Ranch Library,,,Council District: 5; Community Plan: Scripps Miramar Ranch,35600,1126000,This project provides for an expansion of the Scripps Ranch Branch Library parking lot located at 10301 Scripps Lake Drive. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.,The current facility is fully occupied and the current parking lot does not have the capacity to serve the needs of the community.,1090400,0,0,0,0,0,0
2013,Bldg - Libraries,177,Library,Serra Mesa Branch Library,,,"Council District: 6; Community Plan: Kearny Mesa, Serra Mesa",9556806,9556806,"This project provides for a 15,000 square-foot library on City-owned property located on the 8900 block of Aero Drive to serve the Serra Mesa and Kearny Mesa communities. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.","The existing library is too small to provide adequate library services to this community. It con- tains no meeting room facilities and computer lab, inadequate parking, and no separation for the children's area and quiet study areas.",0,0,0,0,0,0,0
2013,Bldg - Libraries,178,Library,Skyline Hills Library,2014,2014,Council District: 4; Community Plan: Skyline - Paradise Hills,8754252,13754252,"This project provides for a 15,000 square-foot library expansion to the existing facility located at 480 South Meadowbrook Drive. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.","The existing facility is too small to provide adequate library services to the community. There are no meeting room facilities or computer lab, and limited collection space and patron seating.",0,5000000,0,0,0,0,0
2013,Bldg - Other City Facility / Structures,186,Office of the Chief Operating Officer,CIP Emergency Reserve,,,Council District: Citywide; Community Plan: Citywide,1000000,1000000,This annual allocation provides funding for urgent repairs due to an emergency or natural disas- ter.,This annual allocation provides an immediate source of funding for public works contracts in order to respond quickly to an emergency or natural disaster.,0,0,0,0,0,0,0
2013,Parks - Miscellaneous Parks,198,Park & Recreation,Angier Elementary School Joint Use,,,Council District: 7; Community Plan: Serra Mesa,2207000,2207000,"This project provides for the design and construction of 3.95 acres at Angier Elementary School for joint-use facilities to supplement existing park acreage in the Serra Mesa Community. Improvements may include turfed multi-purpose sports fields, multi-purpose courts, walkways, landscaping, and accessibility upgrades.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's General Plan in an area that is park deficient. The project will provide multi-purpose sports fields and associated infrastructure that will provide the community with safer park conditions.,0,0,0,0,0,0,0
2013,Parks - Miscellaneous Parks,199,Park & Recreation,Balboa Park Arcade,,,Council District: 3; Community Plan: Balboa Park,310531,310531,"This annual allocation provides for the reconstruction of historic structures in Balboa Park. Projects within this annual allocation include: reconstructing the historic West Arcade along the north side of El Prado between the Museum of Man and Museum of Art; restoring the historic ornamentation on the Museum of Man frontspiece and California Tower; restoring the historic ornamentation on the Museum of Art frontspiece and ten window surrounds; minor repairs to the reconstructed ornamentation on the Casa del Prado building and theater; construction of Phase 1 of the Veterans Memorial Garden on approximately one acre of park land adja- cent to the Veterans Museum and Memorial Center; and conducting a study of the California Tower for seismic resistance, including construction documents, specifications, and cost estimates for construction.",This project will provide for the reconstruction of historic structures in Balboa Park which will enhance the structures and will improve park user experience.,0,0,0,0,0,0,0
2013,Golf Courses,200,Park & Recreation,Balboa Park Golf Course,2014,2014,Council District: 3; Community Plan: Balboa Park,1594990,2249989,This annual allocation provides for unexpected replacement of minor capital assets on an as- needed basis at the City's Municipal Golf Course - Balboa Park which may include minor replacements of exist- ing golf course building structures and golf course fairway and green systems.,This annual allocation will provide for a capital assets cost-avoidance program allowing for timely replacement of unanticipated failure of golf capital assets.,0,655000,0,0,0,0,0
2013,Golf Courses,201,Park & Recreation,Balboa Park Golf Course # Clubhouse,2014,2016,Council District: 3; Community Plan: Balboa Park,1138120,11738120,"This project provides for revisions to the existing Balboa Park Master Plan to accommodate the design and construction of a new clubhouse, restoration of the existing historic clubhouse, and a new parking lot at the Balboa Park Golf Course.",Currently the clubhouse is inadequate and there is insufficient parking available to serve users of the golf course.,0,1100000,0,9500000,0,0,0
2013,Golf Courses,202,Park & Recreation,Balboa Park Golf Course Irrigation System,,,Council District: 3; Community Plan: Balboa Park,4007332,4007332,This project provides for a new irrigation system for the 18-hole and 9-hole golf courses at Bal- boa Park.,"The existing irrigation system is antiquated, deteriorated, and inefficient.",0,0,0,0,0,0,0
2013,Trans - Roadway - Enhance/Scape/Medians,203,Park & Recreation,Bay Terraces Parkside-Greenbelt Lighting,2014,2014,Council District: 4; Community Plan: Skyline - Paradise Hills,0,74829,This project provides for the installation of 13 street lights along a concrete walkway within an enhanced open space greenbelt in the Bay Terraces-Parkside neighborhood. This walkway connects several cul-de-sac streets located off Manos Drive and Parkside Avenue and links single-family dwelling units together near Parkside Neighborhood Park.,The addition of the street lights will decrease criminal activity within the neighborhood between dusk and dawn.,0,74829,0,0,0,0,0
