cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020
2014,Landfills,105,Environmental Services,Miramar Landfill Greenery Expansion,,,Council District: Citywide; Community Plan: Citywide,397858,397858,"This project provides for the expansion of the existing Miramar Greenery currently located at the Miramar Landfill. The expansion of curbside greens collection to additional neighborhoods in the City will increase the tonnage coming into the facility, requiring additional acreage and equipment.",Expansion of curbside greens collection will increase the diversion of solid waste required by the State of California. A larger facility is required to process the increased tonnage expected as a result of expanded curbside pickup.,0,0,0,0,0,0,0
2014,Landfills - Supporting Fac / Struct,106,Environmental Services,South Chollas Landfill,,,Council District: 4; Community Plan: Eastern Area (Mid-City),1776000,1776000,This project provides for modifying the existing landfill gas collection system to enhance opera- tions and maintain regulatory compliance.,Federal and State waste disposal legislation require proper environmental safeguards to control landfill gas.,0,0,0,0,0,0,0
2014,Landfills - Supporting Fac / Struct,107,Environmental Services,South Chollas Landfill Improvements,2015,2015,Council District: 4; Community Plan: Eastern Area (Mid-City),9311702,15828624,"This project provides for cover material, grading, drainage, and site improvements at the inac- tive South Chollas Landfill. The project will also result in improvements to the Chollas Operations Yard required by the Regional Water Quality Control Board in order to bring the site into compliance. A Corrective Action Plan has been developed to identify the corrective measures and timelines to mitigate the groundwater issues.",This project is required to maintain compliance with various State and federal regulatory requirements and to avoid code violations.,0,6516922,0,0,0,0,0
2014,Landfills,108,Environmental Services,South Miramar Landfill,,,Council District: Citywide; Community Plan: Citywide,3610000,3610000,"This project provides cover material, grading, drainage, and site improvements at the inactive South Miramar Landfill.",This project is required in order to maintain compliance with various State and federal regula- tory requirements.,0,0,0,0,0,0,0
2014,Landfills,109,Environmental Services,Underground Tank Program,,,Council District: Citywide; Community Plan: Citywide,450560,450560,"This project provides for implementation of the Citywide Underground Hazardous Materials Storage Tank Master Plan. The plan addresses the removal, installation, closure, site assessment and mitigation, replacement, testing, and rehabilitation of the 69 City-owned underground storage tanks (USTs). Site assess- ment and mitigation activities related to 26 unauthorized releases are ongoing to maintain regulatory compli- ance, eligibility for State reimbursement, protection of groundwater, and public health and safety.","The State Underground Storage of Hazardous Substances Law (Sher Bill AB 1362) and SB989 established guidelines and regulations for the design, installation, rehabilitation, testing and maintenance, and monthly facility inspections by a Designated UST Operator. Non-compliance with UST laws or site assessment and mitigation (SA/M) requirements may make the City ineligible for reimbursement of an estimated $4.0 mil- lion in current and future SA/M costs as well as liable for civil penalties of up to $25,000 per day per site.",0,0,0,0,0,0,0
2014,Bldg - Other City Facility / Structures,110,Environmental Services,West Miramar Landfill - Phase 2,,,Council District: Citywide; Community Plan: Citywide,3060000,3060000,This project provides for a landfill gas collection system for the West Miramar Phase II Landfill. Bio-degradation of buried waste produces landfill gas. The landfill gas collection system consists of a network of gas extraction wells connected by piping.,This improvement is required to maintain compliance with various State and federal regulatory requirements. It will also prevent code violations and enhance public health and safety.,0,0,0,0,0,0,0
2014,Landfills,111,Environmental Services,West Miramar Refuse Disposal Fac Ph 2,,,Council District: Citywide; Community Plan: Citywide,39112334,39112334,"This project provides for continuing development of the West Miramar Landfill, located south- west of Marine Corps Air Station Miramar. The facility will accommodate over 35 million cubic yards of refuse on 807 acres. Phase II will develop the second half of the facility, including design and construction of entry roads and drainage systems, excavation, federally-mandated liner systems, and stockpiling and spreading of earthen materials. This project also includes development of the General Development Plan elements for the entire site.","Improvements are required in order to ensure compliance with conditions set forth by the oper- ations permit issued by the California Integrated Waste Management Board and the Regional Water Quality Control Board. In addition, the funding will provide for improvements related to drainage and stormwater run- off to ensure National Pollutant Discharge Elimination System regulatory compliance.",0,0,0,0,0,0,0
2014,Bldg - Pub Safety - Lifeguard Stations,120,Fire-Rescue,Children's Pool Lifeguard Station,,,Council District: 1; Community Plan: La Jolla,3837607,4187607,This project provides for a new lifeguard station and family restroom at the Children's Pool in La Jolla.,"The previous Lifeguard Tower structure was no longer safe and has been abandoned. It did not meet the current or future needs of Lifeguard Services. It did not provide adequate safety to the employees, and can no longer keep up with the growing community of La Jolla and the larger number of visitors every year. The scope of this project is also to remodel the existing public restrooms facilities.",350000,0,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,121,Fire-Rescue,Fire Station Major Component Replacement Rehab,,,Council District: Citywide; Community Plan: Citywide,267706,267706,"This project provides for the replacement and/or rehabilitation of major structural and construc- tion components in older fire facilities throughout the City. Included are electrical service upgrades, heating, ventilating and air-conditioning (HVAC), roofs, dormitory remodels, kitchen remodels, driveway and parking paving, exterior finishes, and miscellaneous renovations.","The San Diego Fire-Rescue Department currently maintains 50 fire facilities. Over half of these facilities have been in service for more than 25 years. Many of the major components have exceeded their expected service life and must be replaced. The needs of modern technology and a diversified workforce also require changes in fire facility configuration, HVAC systems distribution, and energy capacity.",0,0,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,122,Fire-Rescue,Fire Station No. 05 - Hillcrest,2015,2015,Council District: 3; Community Plan: Uptown,911923,9111923,"This project provides for an approximately 10,500 square foot fire station located at 3902 9th Avenue. The existing fire station will be demolished and replaced by a new, modern fire station. This station will house a crew of eight and one Battalion Chief. It will accommodate one engine and one aerial truck. The cost of the project includes the purchase of a new Fire Engine valued at $800,000 and one Battalion Chief vehi- cle.",The current station is 49 years old. The water and sewer service to the existing station is deteri- orating and requires immediate repairs. The station is too small to accommodate a new style fire engine and the larger type of aerial ladder truck. The current station is inadequate to serve future population growth.,0,8200000,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,123,Fire-Rescue,Fire Station No. 07 - Barrio Logan,2015,2015,Council District: 8; Community Plan: Barrio Logan,0,12000000,"This project provides for land aquisition and the program, design and construction of a new fire station, demolition of the old station and design and assembly of a temporary fire station. The new permanent station will provide approximately 10,500 Square Feet of work and living spaces, conference/training room, apparatus bay, dorm rooms, kitchen, watch room, ready room, station alerting system, to accommodate the 24- hour SDFD staff. The design of a temporary station, at a location to be determined, will include the site plan, utility hook-ups to address the temporary displacement of the crew during demolition of the old and construc- tion of the new station facility.","This project will replace the existing 1957 Fire Station 7, which does not meet current SDFD operational needs. The new station will also meet future growth population of Barrio Logan and the surrounding communities, consistent with San Diego Association of Governments 2050.",11150000,850000,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,124,Fire-Rescue,Fire Station No. 08 - Mission Hills,,,Council District: 2; Community Plan: Uptown,863500,863500,This station is located at 3974 Goldfinch Street and it serves Mission Hills and surrounding areas. This project provides for the design and construction of the facility's working areas to provide the full functionality of the fire station operational requirements.,The current facility does not provide sufficient space to allow full functionality. This project will allow to better serve the community and to provide more efficient responses.,0,0,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,125,Fire-Rescue,Fire Station No. 15 - Ocean Beach Expansion,,,Council District: 2; Community Plan: Ocean Beach,400000,400000,Fire Station 15 serves the community of Ocean Beach and surrounding areas and is located at 4711 Voltaire Street. The project provides for the expansion of the existing fire station facility to meet current department standards and operational needs (meeting room or dorm rooms) to serve the growing population.,Expansion of the existing station is needed to keep up with increased operational activity over the years. The project provides for the expansion of the existing fire station facility to meet current department standards and operational requirements to serve the needs of the community.,0,0,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,126,Fire-Rescue,Fire Station No. 17 - Mid-City,2015,2015,Council District: 9; Community Plan: City Heights (Mid-City),828624,12028624,"This project provides for reconstructing the 50-year-old fire station at 4206 Chamoune Avenue in the Mid-City area. The station will accommodate up to ten personnel, two fire vehicles, and one paramedic unit. The cost of one fire truck is included in the project cost.",Fire Station 17 is one of the busiest engine companies in the United States and is currently in a state of deterioration. Reconstruction of Fire Station 17 will allow for assignment of one additional fire crew to divide emergency response between two units.,0,11200000,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,127,Fire-Rescue,Fire Station No. 22 - Point Loma,2015,2015,Council District: 2; Community Plan: Peninsula,4008161,6608161,This project provides for the demolition of an existing station and reconstruction of a new sta- tion located at 1055 Catalina Boulevard in Point Loma.,The existing fire station was built in the early 1940s and is now too small to accommodate new fire engines. Many of the major components have exceeded their expected service life. The needs of modern technology and a diversified workforce also require changes in fire facility configuration.,0,2600000,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,128,Fire-Rescue,Fire Station No. 38 - Mira Mesa Remodel,,,Council District: 6; Community Plan: Mira Mesa,650000,730000,This project provides for design and construction of approximately 637 square feet to expand the existing fire station to accommodate Emergency Medical Services (EMS) staff living quarters and increased operational need. This project will also include design and construction of a 385 square foot ambulance garage if the existing funding is adequate.,The existing facility does not accomodate staff adequately. This project will provide for the housing of two medics who are currently housed in a rented trailer/modular building. This project will ensure consistency with the Citygate Report's recommendations.,80000,0,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,129,Fire-Rescue,Fire Station No. 45 - E Mission Valley,,,Council District: 7; Community Plan: Mission Valley,10838692,10838692,"This project provides for an updated fire station in Mission Valley. The station will accommo- date up to 18 personnel, two engines, one aerial truck, two hazardous material apparatus, one paramedic ambu- lance, and one Battalion Chief vehicle.",A fire station is needed to serve the Mission Valley community. This project is consistent with City Council policy to meet response time guidelines.,0,0,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,130,Fire-Rescue,Fire Station No. 47-Pac Highlands Ranch,,,Council District: 1; Community Plan: Pacific Highlands Ranch,7745365,7745365,"This project provides for a 10,500 square foot fire station to serve the Pacific Highlands Ranch community. This station provides one engine and one aerial ladder truck. The project budget and funding reflect the Pacific Highlands Ranch Public Facilities Financing Plan for Fiscal Year 2006 as approved by the Mayor and City Council on December 7, 2004, per Resolution R-299980.",This is the second of three fire stations providing fire protection and emergency medical response in accordance with the requirements of the North City Planned Urbanizing Area.,0,0,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,131,Fire-Rescue,Fire Station No. 48 - Black Mountain Ranch,2015,2015,Council District: 5; Community Plan: Black Mountain Ranch,0,11780000,"This project provides for the acquisition, design and construction of a new permanent Fire Sta- tion of approximately 10,500 square feet. The facility will accommodate eight crewmembers and will include apparatus bay, dorm rooms, kitchen, watch room, ready room, station alerting system, and training classroom/ multi-purpose room. The new station will be located at Carmel Valley Rd. and Winecreek Rd. in the Black Mountain Community.",This project will provide for the much needed Fire Station to meet the emergency response times of the community.,9080000,2700000,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,132,Fire-Rescue,Fire Station No. 49 - Otay Mesa,2017,2017,"Council District: 8; Community Plan: Otay Mesa - Nestor, Otay Mesa",1885000,10250000,"This project provides for an approximately 10,500 square foot double-house fire station to serve the Otay Mesa and Otay Mesa/Nestor Communities. The fire station will be located across the intersection of Ocean View Hills Parkway and Sea Fire Point and will serve the community in addition to Fire Station 6 located at 693 Twining Avenue. The fire station will accommodate two fire apparatus and a paramedic ambu- lance. The one-time cost of $800,000 for one fire engine is included in the project.",A second fire station is needed to serve the Otay Mesa Community and it will ensure consis- tency with the Citygate Report's recommendations.,0,0,0,8365000,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,133,Fire-Rescue,Fire Station No. 50 - North University City,2015,2016,Council District: 1; Community Plan: University,4000000,14000000,"This new facility will provide support to the University City area and will provide emergency response times that meet City and national standards. This project will include design, construction, and equip- ment for a new fire station to accommodate up to 11 crew members, a fire engine, service aerial truck, and ambulance. The size of the station will be approximately 10,500 square feet. The site has not been determined. On June 26, 2012, City Council approved R-307508 authorizing this project.",An additional fire station is needed in this area to ensure consistency with the Citygate Report's recommendations.,0,5000000,5000000,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,134,Fire-Rescue,Fire Station No. 51 - Skyline Hills,2015,2015,Council District: 4; Community Plan: Skyline - Paradise Hills,0,12000000,"This project provides for an additional station to be built at 7180 Skyline Drive to better serve the growing community of Skyline/Paradise Hills. This is one of the 12 projects included in the Fire Rescue Facility Improvement Program approved by the City Council on February 27, 2001 per Council Resolution R- 294609 and amended by the City Council on April 16, 2002 per Council Ordinance O-19054.",An additional fire station is needed in this area to meet response time guidelines in this growing community.,11000000,1000000,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,135,Fire-Rescue,Fire Station No. 54 - Paradise Hills,,,Council District: 4; Community Plan: Skyline - Paradise Hills,83935,11095000,This project provides for a new fire station in the Paradise Hills area to serve the Paradise Hills/ Skyline area of San Diego. The site for this project has not been identified.,This station is needed to serve the Paradise Hills/Skyline community and will ensure consis- tency with the Citygate Report's recommendations.,11011065,0,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,136,Fire-Rescue,Fire-Rescue Air Operations Facility,2015,2015,Council District: 6; Community Plan: Tierrasanta,0,12500000,"This project provides for the program, design and construction of a Fire-Rescue Air Operations (""Air Ops"") Facility for helicopter operations. Air Ops is operating Bell 212HP and 412EP helicopters, cur- rently working out of trailers with no hangar space on Montgomery Field. The proposed facility includes offices, dormitory and hangar space. The aircraft hangar will be approximately 15,000 square feet. The 'station' area will provide approximately 6,000 square feet of office and living spaces to accommodate 24 hour staffing that includes one battalion chief, two captains, two pilots, and four firefighters.","This project will provide a much needed, permanent, Fire-Rescue Air Operations Facility to accommodate the helicopters and crews that provide fire suppression, rescues from remote areas, advanced life support and medical transport.",12375000,125000,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,137,Fire-Rescue,Home Avenue Fire Station,2015,2015,Council District: 9; Community Plan: Mid-City: City Heights,0,12000000,"This project provides for the land acquisition, design and construction of a new permanent fire station of approximately 10,500 square feet. The facility will accommodate 10 crews and will include apparatus bay, dorm rooms, kitchen, watch room, ready room, station alerting system, and training classroom/multi-pur- pose room.",This project will provide for the much needed Fire Station to meet emergency response times for the community.,10000000,2000000,0,0,0,0,0
2014,Bldg - Pub Safety - Lifeguard Stations,138,Fire-Rescue,La Jolla Cove Lifeguard Station,2015,2015,Council District: 1; Community Plan: La Jolla,1854627,2154627,"This project provides for the La Jolla Cove Lifeguard Station, located at 1100 Coast Boulevard, which will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, and locker room/restroom areas. This project will also provide for an accessible ramp for the mid-landing.","The existing facility consists of a station constructed in the 1950s and an observation tower added in 1980, which is inadequate to accommodate staff or provide adequate water safety protection.",0,300000,0,0,0,0,0
2014,Bldg - Pub Safety - Lifeguard Stations,139,Fire-Rescue,La Jolla Shores Lifeguard Station,,,Council District: 1; Community Plan: La Jolla,3545141,3545141,"This project provided for a new lifeguard station at La Jolla Shores, located at 8100 Camino del Oro. The structure includes an observation tower, first aid room, reception area, kitchen, locker room/restroom areas, and a separate facility for rescue vehicles and emergency equipment.",The old facility was built in 1981 and was inadequate to accommodate current and future staff and to allow for adequate water safety protection to the public.,0,0,0,0,0,0,0
2014,Bldg - Pub Safety - Lifeguard Stations,140,Fire-Rescue,Mission Beach Lifeguard Station,,,Council District: 2; Community Plan: Mission Beach,864400,864400,This project provides for remodeling the existing Mission Beach Lifeguard Station located at 3141 Oceanfront Walk.,The existing facility consists of a lifeguard station constructed in 1974 and does not accommo- date changing workforce demographics. Mission Beach historically accomodates the highest attendance within the City of San Diego and remodeling the station is necessary to accomodate the large and growing community.,0,0,0,0,0,0,0
2014,Bldg - Pub Safety - Lifeguard Stations,141,Fire-Rescue,North Pacific Beach Lifeguard Station,,,Council District: 2; Community Plan: Pacific Beach,577903,6763347,"This project provides for the North Pacific Beach Lifeguard Station located at the foot of Law Street, which will be a year-round facility replacing the current station. The structure will include an observa- tion tower, first aid room, reception area, kitchen, locker room/restroom areas and a rescue vehicles facility.",North Pacific Beach has become a highly frequented beach over the years and new facilities will benefit both the public and the employees. Lifeguards are currently operating from a seasonal tower struc- ture supported by a container-type of facility where medical aids and other daily activities like food preparation take place. This can create health issues for both the public and the employees.,6185444,0,0,0,0,0,0
2014,Bldg - Pub Safety - Lifeguard Stations,142,Fire-Rescue,Ocean Beach Lifeguard Station,,,Council District: 2; Community Plan: Ocean Beach,10000,4560000,"This project provides for the Ocean Beach Lifeguard Station located at 1950 Abbott Street. This new facility will replace the current station. The structure will include an observation tower, first aid room, reception area, kitchen, locker room/restroom areas, and a garage for rescue vehicles and emergency equipment.","The existing facility consists of a station constructed in 1980. Since that time, the beach has become a very popular area for swimming and surfing. The existing station is inadequate to accommodate staff and equipment. This project will result in a more effective deployment of lifeguard personnel and equipment, therefore improving the safety of the public and the community.",4550000,0,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,143,Fire-Rescue,SDFD Station Alerting,,,Council District: Citywide; Community Plan: Citywide,4400000,4400000,This project will provide for the replacement of the Fire In-Station Alerting System at fire sta- tions Citywide. The current alerting system technology is 21 years old and is no longer in service forcing the department to rely upon a back-up system.,"This project will help address General Plan recommended revisions. To treat medical patients and control small fires, the first-due unit should arrive within 7.5 minutes, 90 percent of the time from the receipt of the 911 call in fire dispatch.",0,0,0,0,0,0,0
2014,Bldg - Pub Safety - Fire Fac / Struct,144,Fire-Rescue,Skyline-Paradise Hills Fire Station,,,Council District: 4; Community Plan: Skyline - Paradise Hills,1408176,1408176,This project provides demolition and land clearing for the site of a future fire station. Phase 1 includes a temporary fire station to meet community emergency response needs.,"An additional fire station is needed in this area to meet General Plan recommended revisions. To treat medical patients and control small fires, the first-due unit should arrive within 7.5 minutes, 90 percent of the time from the receipt of the 911 call in fire dispatch. The purpose of this project was soley to provide for a land acquisition and complete an underground tank assessment. The design and construction of the facility will be completed under S-14017 (Fire Station No. 51 - Skyline Hills).",0,0,0,0,0,0,0
2014,Bldg - Pub Safety - Lifeguard Stations,145,Fire-Rescue,South Mission Beach Lifeguard Station,2015,2015,Council District: 2; Community Plan: Mission Beach,2882126,4982126,"The project provides for a replacement for the South Mission Beach Station located at 700 North Jetty Road. The new structure will include an observation tower, first aid room, reception area, kitchen, locker room and restroom areas, and a rescue vehicle and emergency equipment facility.",The existing facility was constructed in 1974 and was intended to be a temporary lifeguard sta- tion. It is inadequate to accommodate staff or to provide adequate water safety protection.,0,2100000,0,0,0,0,0
2014,Bldg - Libraries,154,Library,Balboa Branch Library,,,Council District: 6; Community Plan: Clairemont Mesa,746907,746907,"This project provides for a new 15,000 square-foot branch library on the current site to replace the existing facility at 4255 Mount Abernathy. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.","The existing undersized facility has no meeting room, computer lab, nor adequate seating to provide adequate library services to the community.",0,0,0,0,0,0,0
2014,Bldg - Libraries,155,Library,Kensington,,,Council District: 9; Community Plan: Kensington - Talmadge (Mid-City),25000,2421530,"This project provides for a 2,000 square-foot expansion of the existing building at 4121 Adams Avenue. This project will benefit the Kensington/Normal Heights residents.",The expansion is to provide adequate library services to the community. The Kensington/Nor- mal Heights Branch Library is the smallest branch in the Library System. The community has expressed a desire for the library to remain at the same location.,2396530,0,0,0,0,0,0
2014,Bldg - Libraries,156,Library,Library Collection Conversion to RFID,,,Council District: Citywide; Community Plan: Citywide,700000,700000,"This project provides for re-labeling all library materials with Radio Frequency Identification (RFID) tags, purchasing self-checks and security gates that will detect the RFID tags/signals, and where cost effective, modify existing equipment to detect the RFID tag/signal.","All library materials that are checked out to the public are currently labeled with barcodes. RFID technology offers enhanced security, ergonomic benefits, and lends itself better to automation and self- service in libraries; all critical considerations for the Library. Barcodes were once the industry standard for labeling items; however, libraries are increasingly adding RFID tags/signals. Increased efficiency and better customer service are primary reasons for adopting RFID technology. RFID increases the speed of circulation as multiple items can be checked out/checked in simultaneously, rather than one-by-one as in barcode technology. Hand-held RFID readers can also assist staff in the stacks allowing for faster processing of holds, weeding the collection, and performing materials inventory tasks. RFID technology coupled with materials handling sys- tems enhances the speed with which items are back on the shelf and available for check-out.",0,0,0,0,0,0,0
2014,Bldg - Libraries,157,Library,Mission Hills-Hillcrest Library,2015,2017,Council District: 3; Community Plan: Uptown,2745756,17777523,"This project provides for a 15,000 square-foot library at a site adjacent to the Florence Elemen- tary School, on a block bounded by Front Street, Washington Street, Albatross Street, and University Avenue. This project will serve the Mission Hills and Hillcrest neighborhoods and is part of the 21st Century Library System/Library Department Facility Improvements Program.","The existing facility has no meeting room, computer lab, nor adequate seating and collection space to provide adequate library services to the community.",0,5031767,0,10000000,0,0,0
2014,Bldg - Libraries,158,Library,North Park Library,,,Council District: 3; Community Plan: Greater North Park,700815,14053598,"This project provides for land acquisition, planning, design, and construction of a new 25,000 square-foot library to replace the existing facility at 3795 31st Street. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.",The existing facility does not have a computer lab or additional seating. A collection space would enhance service to the community.,13352782,0,0,0,0,0,0
2014,Bldg - Libraries,159,Library,Ocean Beach Branch Library,,,Council District: 2; Community Plan: Ocean Beach,146500,146500,"This project provides for a 15,000 square-foot library using the current site and adjacent prop- erty to serve the Ocean Beach community. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.","The existing facility was originally built in 1927 and has no meeting room, computer lab, nor adequate seating and collection space to provide adequate library services to the community.",0,0,0,0,0,0,0
2014,Bldg - Libraries,160,Library,Otay East Branch Library,,,Council District: 8; Community Plan: Otay Mesa,885000,15885000,"This project provides for a 15,000 square foot branch library on a three-acre site to serve the Otay Mesa/East Community.",This project will provide branch library service to the Otay Mesa/East Community for future development and population.,15000000,0,0,0,0,0,0
2014,Bldg - Libraries,161,Library,Pacific Highlands Ranch Branch Library,2015,2015,Council District: 1; Community Plan: Pacific Highlands Ranch,10000,4287688,"This project provides for a new 18,000 square foot branch library facility on a three-acre site in Pacific Highlands Ranch to serve the entire North City Future Urbanizing Area (NCFUA).",This project will provide branch library service to the NCFUA for future development and pop- ulation.,0,4277688,0,0,0,0,0
2014,Bldg - Libraries,162,Library,Paradise Hills Library,,,Council District: 4; Community Plan: Skyline - Paradise Hills,73085,8939533,"This project provides for a new 15,000 square-foot library to replace the existing facility located at 5922 Rancho Hills Drive. This project is part of the 21st Century Library System/Library Department Facil- ity Improvements Program.","The existing facility has no meeting room, computer lab, nor adequate seating and collection space to provide adequate library services to the community.",8866448,0,0,0,0,0,0
2014,Bldg - Libraries,163,Library,Rancho Bernardo Library,,,Council District: 5; Community Plan: Rancho Bernardo,37018,3504700,"This project provides for a 2,500 square-foot expansion to the existing branch library at 17110 Bernardo Center Drive. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.",The existing facility does not have a computer lab. An additional seating and collection space would enhance service to the community.,3467682,0,0,0,0,0,0
