cip_year,source_page,department,project_type,project_name,project_id,address_location,previous_appropriations,project_total,project_description,project_justification,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,start_year,end_year
2007,190,Engineering & Capital Projects,Streets and Bridges,Genesee Avenue - Widen Interstate 5 Crossing,52-372.0,Council District: 1; Community Plan: University,6500000,390000000,"This project provides for widening Genesee Avenue to six lanes plus dual turn lanes with a 26-foot median (800 feet on each side of overcrossing); replacing the existing Genesee Avenue overcrossing with a higher, wider (124-foot) structure; and replacing the existing Voigt Drive bridge on the University of California San Diego campus with a longer, wider (60-foot) structure. The project also includes modification of existing ramps and auxiliary lanes on both sides of the freeway. Project scope has been increased to include Interstate 5 Corridor (freeway) improvements which will be constructed with regional funds. A separate project (CIP 52-373.0) is scheduled for widening Genesee Avenue from Interstate 5 to Campus Point Drive.",This project is needed to improve traffic flow. It is included in the Council-approved North University City Public Facilities Financing Plan as Project Number 24.,3200000,0,365700000,0,14600000,0,0,0,0,0,0,2008,2012
2007,191,Engineering & Capital Projects,Streets and Bridges,Georgia Street Bridge/University Avenue Separation Replacement,52-555.0,Council District: 3; Community Plan: Greater North Park,1860802,8848802,"This project provides for replacing the bridge, the adjacent retaining walls and the corresponding guardrails along the bridge walls.",This bridge has severe spalling due to age and has severe height limitations which need to be corrected. Trucks continue to hit the low arches of the bridge. The retaining walls on either side are an integral part of the bridge and also need restoration or replacement. The guardrails of the bridge and adjacent walls are deteriorating.,200000,0,0,6788000,0,0,0,0,0,0,0,2008,2011
2007,192,Engineering & Capital Projects,Streets and Bridges,Interstate 5/State Route 56 North Freeway Connectors,52-311.0,Council District: 1; Community Plan: Carmel Valley,3236622,9937298,"This project provides for the preparation of a project report and environmental document (PR/ED) for northerly connections of the Interstate 5 and State Route 56 freeways. The improvements include the westerly State Route 56 to northerly Interstate 5, the southerly Interstate 5 to easterly State Route 56 connections.","State Route 56 opened to traffic in July of 2004 and provides a new east/west connection between Interstates 5 and 15. This will introduce a significantly new volume of traffic to the Interstate 5 corridor in Carmel Valley, some of which will need to go to or from the north. This project will provide the improvements necessary to make these moves most efficiently and avoid the heavy use of local streets.",0,0,0,0,0,0,0,0,0,0,0,,
2007,193,Engineering & Capital Projects,Streets and Bridges,Jackson Drive Median Replacement,52-760.0,Council District: 7; Community Plan: Navajo,20000,20000,This project will remove the existing asphalt paved medians and replace them with new decorative stamped concrete medians.,The existing asphalt cover is deteriorated. This project will substantially upgrade the appearance of the medians.,0,0,0,0,0,0,0,0,0,0,0,,
2007,194,Engineering & Capital Projects,Streets and Bridges,Judicial Drive - Golden Haven Drive to Eastgate Mall,52-678.0,Council District: 1; Community Plan: University,18366000,18366000,"This project provides for constructing Judicial Drive from Golden Haven Drive to Eastgate Mall as a four-lane major street, including an undercrossing at La Jolla Village Drive. The undercrossing will be funded by Facilities Benefit Assessment (FBA) funding.","This project is needed to improve traffic flow, and it is included in the Council-approved North University City Community Financing Plan and Facilities Benefit Assessment Document. See Project Number 33 in the North University City Public Facilities Financing Plan.",0,0,0,0,0,0,0,0,0,0,0,,
2007,195,Engineering & Capital Projects,Streets and Bridges,La Jolla Mesa Drive Sidewalk,52-780.0,Council District: 1; Community Plan: La Jolla,0,115000,"This project will provide for curb, gutter, and sidewalk on the east side of La Jolla Mesa south of Deer Hill Court.",This project is required in order to provide traffic safer pedestrian access.,115000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,196,Engineering & Capital Projects,Streets and Bridges,La Jolla Museum Traffic Circle,52-776.0,Council District: 1; Community Plan: La Jolla,0,150000,This project will provide for intersection improvements at Prospect Street and Silverado Street.,The arrangement of the existing intersection does not meet current geometric standards. This makes effective traffic circulation and pedestrian usage difficult. This project would address these issues through the installation of a roundabout or similar improvements.,150000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,197,Engineering & Capital Projects,Streets and Bridges,La Jolla Parking Structure Design,52-718.0,Council District: 1; Community Plan: La Jolla,50000,50000,This project provides for design of a parking structure in the La Jolla community.,This project will assist with parking concerns in the La Jolla community.,0,0,0,0,0,0,0,0,0,0,0,,
2007,198,Engineering & Capital Projects,Streets and Bridges,La Jolla Village Drive and Regents Road,52-595.0,Council District: 1; Community Plan: University,980000,980000,This project provides for a southbound-to-westbound right-turn lane at the La Jolla Village Drive/Regents Road intersection. A Class II bike lane is included for southbound bicyclists. Additional right-of-way will be acquired from the University of California San Diego at no cost.,This project is needed to improve traffic flow at this intersection. See Project Number 41 in the North University City Public Facilities Financing Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,199,Engineering & Capital Projects,Streets and Bridges,La Jolla Village Drive/Interstate 805 Interchange Ramps,52-485.0,Council District: 1; Community Plan: University,23974536,23974536,"This project provides for converting the existing La Jolla Village Drive/Interstate 805 full cloverleaf interchange configuration to a partial cloverleaf configuration, including widening the overpass structure and approaches to provide three through lanes with an auxiliary lane in each direction. The project also provides for widening La Jolla Village Drive to eight lanes and for constructing three lanes to the southbound on-ramp. Bike lanes will be included.",This project is needed to improve traffic circulation and safety in the University community. See Project Number C in the North University City Public Facilities Financing Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,200,Engineering & Capital Projects,Streets and Bridges,Linda Vista Road at Genesee Avenue,52-754.0,Council District: 6; Community Plan: Linda Vista,53000,795000,This project provides for the lengthening of the Genesee Avenue westbound left-turn lanes to 300 feet of vehicle storage and the re-striping of Genesee Avenue to provide an exclusive eastbound right-turn lane. It will also widen Linda Vista Road to provide an exclusive northbound right-turn lane.,This project will improve the traffic flow through the intersection.,0,742000,0,0,0,0,0,0,0,0,0,2009,2009
2007,201,Engineering & Capital Projects,Streets and Bridges,Little McGonigle Ranch Road - Del Mar Mesa Road to State Route 56,52-723.0,Council District: 1; Community Plan: Del Mar Mesa,4592500,7125000,"This project will be completed in two phases. Phase I provides for the construction of Little McGonigle Ranch Road (formerly Camino Santa Fe) (45'/65') from the northerly terminus of Carmel Mountain Road at Del Vino Court, northwesterly to the easterly terminus of Del Mar Mesa Road. The project includes a multi-use trail adjacent to the roadway. Phase II provides for the construction of Little McGonigle Ranch Road (40'/62') from Del Mar Mesa Road to State Route 56. The project will include a 100' bridge structure. A multi-use trail will also be constructed adjacent to the roadway.",This project is required to accommodate additional traffic in Del Mar Mesa and will provide access from Del Mar Mesa to adjoining communities.,2532500,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,202,Engineering & Capital Projects,Streets and Bridges,Mira Sorrento Place - Scranton Road to Vista Sorrento Parkway,52-676.0,Council District: 5; Community Plan: Mira Mesa,12633123,12693123,This project provides for widening and extending Mira Sorrento Place to a four-lane collector street between Scranton Road and Vista Sorrento Parkway. It includes widening the Mira Sorrento Place/Scranton Road intersection.,"This project is needed to improve traffic flow, and is included in the Council-approved Mira Mesa Community Financing Plan and Facilities Benefit Assessment Document. See Project Number 56 in the Mira Mesa Public Facilities Financing Plan.",60000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,203,Engineering & Capital Projects,Streets and Bridges,Miramar Road - Interstate 805 Easterly Ramps to 300 Feet East of Eastgate Mall,52-679.0,Council District: 1; Community Plan: University,4950000,9350000,This project provides for widening Miramar Road to eight lanes from the Interstate 805 easterly on and off ramps to 300 feet east of Eastgate Mall. It includes dual left-turn lanes at Eastgate Mall.,"This project is needed to improve traffic flow, and is included in the Council-approved North University City Community Plan and Facilities Benefit Assessment Document. See Project Number 50 in the North University City Public Facilities Financing Plan.",2200000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,204,Engineering & Capital Projects,Streets and Bridges,Mission City Parkway Bridge over San Diego River,53-053.0,Council District: 6; Community Plan: Mission Valley,2951259,10057812,"This project provides for a new two-lane bridge extending Mission City Parkway from the intersection of Camino Del Rio North to the north over the San Diego River. Mission City Parkway would connect to Fenton Parkway, which was constructed by a developer as part of the Mission City Development. This project also provides for an additional entrance to QUALCOMM Stadium. This project description is preliminary and the amounts shown below only reflect the funding currently programmed. The total funding needs of the project will be determined once a final scope of work is established.","The bridge is part of the approved Mission City Plan, and is being constructed from funding provided by H. G. Fenton as part of the settlement with the City implementing the Mission City Development, specifically for the construction of the bridge and roadway.",0,7106553,0,0,0,0,0,0,0,0,0,2009,2009
2007,205,Engineering & Capital Projects,Streets and Bridges,MTS Station Improvement Project,52-737.0,Council District: 3; Community Plan: Southeastern San Diego,220000,220000,"This project will make improvements to various trolley stations including aesthetics and pedestrian access enhancements such as landscaping, irrigation, sidewalks, and related work. The trolley stations identified as potential sites are located at 47th Street, Euclid Avenue and Encanto/62nd Street.",This project will enhance and beautify trolley stations.,0,0,0,0,0,0,0,0,0,0,0,,
2007,206,Engineering & Capital Projects,Streets and Bridges,Napa Street Traffic Improvements,52-430.0,Council District: 6; Community Plan: Linda Vista,1595740,5500000,This project will improve traffic flow at the Napa Street/Linda Vista Road intersection. The project scope is now unidentified pending the completion of the feasibility study. This project description is preliminary and the amounts shown below only reflect the funding currently programmed. The total funding needs of the project will be determined once a final scope of work is established.,"Napa Street is classified as a major street in the Linda Vista Community Plan. Current traffic volumes in excess of 19,000 average daily trips are beyond the desirable capacity of the existing facility. The proposed design would eliminate congestion by improving the intersection level of service.",0,100000,100000,3704260,0,0,0,0,0,0,0,2009,2011
2007,207,Engineering & Capital Projects,Streets and Bridges,National Avenue - State Route 15 to 43rd Street,52-436.0,"Council District: 4, 8; Community Plan: Southeastern San Diego",1616003,6614003,"The first phase of this project provides for improving drainage systems at 36th Street and National Avenue and at 37th Street. The second phase of this project provides for widening National Avenue to a modified four-lane major street from State Route 15 to 43rd Street, which utilizes a 60/80 street width. This project does not include widening the bridge over South Chollas Creek.","National Avenue is classified as a major street in the Southeastern San Diego Community Plan. Current traffic volumes in excess of 13,500 average daily trips are beyond the desirable capacity of the existing facility, which is striped for two traffic lanes. Improvement of this facility to accommodate four traffic lanes is required to assure efficient movement of traffic.",0,4998000,0,0,0,0,0,0,0,0,0,2009,2009
2007,208,Engineering & Capital Projects,Streets and Bridges,Navajo Road Median Enhancement,52-668.0,Council District: 7; Community Plan: Navajo,2547348,2547348,"Phases I, II and III of the project which provided for the installation of landscaped medians are complete. New phases of work will include installing drainage in medians on Navajo Road and the renaming of Navajo Road to Mission Trails Parkway.",The existing asphalt cover is deteriorated. This project will substantially upgrade the appearance of the median.,0,0,0,0,0,0,0,0,0,0,0,,
2007,209,Engineering & Capital Projects,Streets and Bridges,Nobel Drive Extension and Interstate 805 Interchange,52-362.0,Council District: 1; Community Plan: University,27113000,27113000,"This project provides for construction of Nobel Drive as a six-lane primary arterial from Shoreline Drive to Interstate 805, and as a four-lane major street from Interstate 805 to Miramar Road. It includes construction of one-half of a diamond interchange with ramps to and from the south at Nobel Drive and Interstate 805. The new overcrossing will provide four through-lanes plus dual left-turn lanes, bike lanes, and sidewalk on both sides. Two traffic signals will be constructed at both ramp terminals with Nobel Drive. Auxiliary lanes will be constructed on Interstate 805 from north of Governor Drive to Nobel Drive. The existing bridge over the AT&SF railroad tracks will be widened to accommodate these two additional auxiliary lanes on Interstate 805.",This project will improve traffic circulation in the University Community. See Project Number 21 in the North University City Public Facilities Financing Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,210,Engineering & Capital Projects,Streets and Bridges,North Harbor Drive Bridge over Navy Estuary,53-038.1,Council District: 2; Community Plan: Peninsula,17906743,17906743,"This project provides for the seismic retrofit of the North Harbor Drive Bridge, which will consist of stabilizing the existing piers and joining the paired piers together at the waterline to increase support during seismic events.",The North Harbor Drive Bridge over Navy Estuary has been identified as a seismically deficient bridge by Caltrans.,0,0,0,0,0,0,0,0,0,0,0,,
2007,211,Engineering & Capital Projects,Streets and Bridges,North Torrey Pines Road - Genesee Avenue to Torrey Pines Science Park,52-616.0,Council District: 1; Community Plan: University,1236250,4247000,"This project provides for median curb and gutter, drainage and landscaping improvements, from 600 feet north of Genesee Avenue to the northern boundary of the Torrey Pines Science Park subdivision.",This project will improve safety and drainage on North Torrey Pines Road. See Project Number D in the North University City Public Facilities Financing Plan.,0,3010750,0,0,0,0,0,0,0,0,0,2009,2009
2007,212,Engineering & Capital Projects,Streets and Bridges,North Torrey Pines Road Bridge over Los Penasquitos Creek,53-050.0,Council District: 1; Community Plan: Torrey Pines,12849000,12961000,"This project provides for demolishing and reconstructing this bridge, and for transitionally widening both road approaches from approximately 770 feet south of the bridge to 1,100 feet north of the bridge.",This project is needed to replace the structurally deficient and functionally obsolete bridge.,112000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,213,Engineering & Capital Projects,Streets and Bridges,Ocean Front Walk Reconstruction - San Fernando Place to Ventura Place,52-671.0,Council District: 2; Community Plan: Mission Beach,590000,4027000,"This project provides for the removal and replacement of the existing pile cap, parapet wall, lights, and walkway along Ocean Front Walk between San Fernando Place and Ventura Place to their original 1925 appearance in accordance with the Secretary of the Interior Standard for the Treatment of Historic Properties.","These structures are significant to the history of San Diego. They were constructed in 1925 to protect and complement John D. Spreckels Amusement Center, now named Belmont Park. Extensive patching of spalled concrete and asphalt overlay of the walkway have robbed these structures of their character. Patching is no longer an option to restore and preserve these structures.",0,3437000,0,0,0,0,0,0,0,0,0,2009,2009
2007,214,Engineering & Capital Projects,Streets and Bridges,Ocean View Hills Parkway Improvements,52-681.0,Council District: 8; Community Plan: Otay Mesa,15058237,15058237,"This project provides for reimbursing the developer for the City's share of the design and construction of Ocean View Hills Parkway (Phases II and III) from Dennery Road to Otay Mesa Road. The project includes approximately 5,200 lineal feet of a four-lane major street and 4,900 lineal feet of a six-lane major street. See projects T 2.1, T 2.2 and T 2.3 in the Otay Mesa Public Facilities Financing Plan.","The transportation element of the Otay Mesa Community Plan suggests that an integrated transportation network will provide mobility, accessibility and safety for the residences and businesses traveling to, from and through the community.",0,0,0,0,0,0,0,0,0,0,0,,
2007,215,Engineering & Capital Projects,Streets and Bridges,Old Otay Mesa Road - Westerly,52-642.0,Council District: 8; Community Plan: Otay Mesa,0,3250000,"This project provides for design and construction of Old Otay Mesa Road from the intersection of B Street, as shown on the Remington Hills Tentative Map, easterly to the intersection with Otay Mesa Road (Town Center Drive Extension South) as 2,400 lineal feet of a two-lane collector street. See project T-50.2 in the Otay Mesa Public Facilities Financing Plan.","The transportation element of the Otay Mesa Community Plan suggests that an integrated transportation network will provide mobility, accessibility and safety for persons traveling to, from and through the community. This project is being funded with Facilities Benefit Assessment Fees funding because there is either no project fronting this roadway or the projects fronting the roadway are also public facility projects, e.g., school, park. Should the adjacent properties ever develop, these properties shall reimburse the Facilities Benefit Assessment Fees Fund for the actual cost of the project as a condition of approval of their developments.",850000,2400000,0,0,0,0,0,0,0,0,0,2008,2009
2007,216,Engineering & Capital Projects,Streets and Bridges,Old Otay Mesa Road Sidewalk,52-775.0,Council District: 8; Community Plan: Otay Mesa,0,200000,"This project will provide for asphalt sidewalk, berm and retaining walls from Hawkin Drive to 1,100 feet west of Crescent Bay Drive.",This project is required in order to provide a safe and effective route for pedestrian traffic.,200000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,217,Engineering & Capital Projects,Streets and Bridges,Otay Truck Route Widening Phase III,52-682.1,Council District: 8; Community Plan: Otay Mesa,1435000,1435000,"The Otay Truck Route Widening project, Phase III, will construct an additional lane along the existing truck route from Drucker Lane to the Port of Entry in order to allow for emergency vehicle access.",The additional lane is needed for safety reasons.,0,0,0,0,0,0,0,0,0,0,0,,
2007,218,Engineering & Capital Projects,Streets and Bridges,Overhead/Other City Costs for Streets Projects,58-007.0,Council District: Citywide; Community Plan: Citywide,0,75000,This annual allocation provides for the portion of the City overhead charges that a grantee does not allow to be charged to grant-funded street and right-of-way projects. This annual allocation also funds other costs incurred by City forces on grant-funded projects and other design streets projects.,"Annually, the City Auditor and Comptroller calculate the overhead rate to be charged to each department.",75000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,219,Engineering & Capital Projects,Streets and Bridges,Palm Avenue Roadway Improvements,52-764.0,Council District: 8; Community Plan: Otay Mesa/Nestor,250000,4685000,"This project provides for vehicular and traffic safety improvements on Palm Avenue from Beyer Way to Interstate 805. The improvements include installation of raised center medians, turn pockets, traffic signal, pedestrian refuge area, crosswalks, landscaping, striping, signage and other roadway improvements within the project area. Subsequent phases of this project may include further analysis of the pedestrian and streetscape aspects of the project area.",These improvements will benefit the community by increasing the safety and flow of traffic.,0,4435000,0,0,0,0,0,0,0,0,0,2009,2009
2007,220,Engineering & Capital Projects,Streets and Bridges,Palm Avenue/Interstate 805 Interchange,52-640.0,"Council District: 8; Community Plan: Otay Mesa, Otay Mesa/Nestor",1754886,13862886,"This project provides for improving the Palm Avenue/Interstate 805 interchange in three phases. The first phase has been completed. The second phase consists of repairs to the bridge approaches and abutments, bridge widening to the south and installation of sidewalk, signal, restriping and signage modifications. The third stage consists of bridge widening to the north, relocation of north bound on ramp and off ramp; and widening of the two on-ramps.",This project is required to accommodate the additional traffic generated as a result of development in the Otay Mesa Community. Improvements to this interchange will also help to reduce traffic volumes on State Route 905.,7704000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,221,Engineering & Capital Projects,Streets and Bridges,Pershing Drive/Redwood Street Intersection,52-696.0,Council District: 3; Community Plan: Greater North Park,227484,1100000,"This project originally proposed to reconfigure the intersection of Pershing Drive and Redwood Street to a ""T"" configuration. A roundabout was the preferred Community and Council District improvement. An interim striping plan was implemented. The total funding needs of the project are reflective of a permanent roundabout improvement.",The re-configuration of this intersection will improve traffic control and safety.,0,872516,0,0,0,0,0,0,0,0,0,2009,2009
2007,222,Engineering & Capital Projects,Streets and Bridges,Potomac Street Improvements,52-777.0,Council District: 4; Community Plan: Skyline/Paradise Hills,0,380000,This project will install concrete sidewalk with curb and gutter on Potomac Street along the west side of the road adjacent to the Paradise Hills Community Park.,"The surrounding streets to the Paradise Hills Community Park, Potomac Street and Paradise Valley Road, have existing sidewalk, except for the segment in front of the park site. The concrete sidewalk will improve pedestrian access to the park.",380000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,223,Engineering & Capital Projects,Streets and Bridges,Rancho Bernardo Street and Sidewalk Improvements,52-700.0,Council District: 5; Community Plan: Rancho Bernardo,293000,358800,"This project provides for improvements to streets and sidewalks throughout the community as needed. Other improvements may include, but are not limited to, installation of landscaping and irrigation systems and construction of retaining and sound walls.",This project will provide funding for the needed street and sidewalk improvements.,0,65800,0,0,0,0,0,0,0,0,0,2009,2009
2007,224,Engineering & Capital Projects,Streets and Bridges,Regents Road - Executive Drive to Genesee Avenue,52-680.0,Council District: 1; Community Plan: University,5681220,6781220,This project provides for widening Regents Road to a modified four-lane major street from Genesee Avenue to Executive Drive. Also included is the relocation of the Genesee Avenue/Regents Road intersection to the east. The project will include bike lanes. This project description is preliminary and the amounts shown below only reflect the funding currently programmed. The total funding needs of the project will be determined once a final scope of work is established.,"This project is needed to improve traffic flow, and it is included in the Council-approved North University City Community Financing Plan and Facilities Benefit Assessment Document. See Project Number 13 in the North University Public Facilities Financing Plan.",0,1100000,0,0,0,0,0,0,0,0,0,2009,2009
2007,225,Engineering & Capital Projects,Streets and Bridges,Regents Road Bridge,53-044.0,Council District: 1; Community Plan: University,6012799,46609949,"This project provides for an 870-foot long bridge spanning the AT&SF Railroad and a portion of the flood plain. Additionally, this project will provide for a four-lane major street with Class II bike lanes on Regents Road from the AT&SF railroad bridge to 100 feet north of Lahitte Court as well as widening the existing half width street to a four-lane major street from 100 feet north of Lahitte Court to Governor Drive, including Class II bike lanes. The project includes the Limited Roadway Changes which are: the widening of westbound Governor Drive to provide an additional left-turn lane to southbound, and a right-turn lane to northbound Regents Road; the widening of the southbound portion of Regents Road at the State Route 52 eastbound entrance ramp; an additional left-turn lane for traffic entering the eastbound ramp; an additional right-turn lane from the park access to the ramp; the widening of the southbound portion of Genesee Avenue at the State Route 52 eastbound ramp to provide an additional left-turn lane for traffic entering the eastbound ramp.",This project will complete Regents Road and provide continuous access to northern communities. This project is included in the Council-approved North University City Financing Plan and Facilities Benefit Assessment Plan as Project Number NUC-18.,0,0,0,0,0,0,0,0,0,0,0,,
2007,226,Engineering & Capital Projects,Streets and Bridges,Reo Drive Streetscape,39-233.0,Council District: 4; Community Plan: Skyline/Paradise Hills,1001338,2307338,"This project provides for a vision and implementation strategy for rehabilitating an older commercial strip development on Reo Drive between Albemarle Street and Cumberland Street in the heart of Paradise Hills. Phase I added crosswalks, pop-outs, and surface improvements on Reo Drive between Albemarle Street and Cumberland Drive. Phase II will widen Reo Drive from 60 to 80 feet, including diagonal parking, and surface improvements between Albemarle Street and Cumberland Drive.",Revitalization of this strip will encourage commercial opportunities in this underserved community.,650000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,227,Engineering & Capital Projects,Streets and Bridges,Rosecrans Street Corridor Improvements,52-209.0,"Council District: 2; Community Plan: Midway/Pacific Highway Corridor, Peninsula",2307000,2307000,"This project provides for improvements to the former State Route 209, which includes all or parts of Camino del Rio West, Rosecrans Street, Canon Street, Catalina Boulevard, and Cabrillo Memorial Drive. Improvements include widening Camino del Rio West from an existing six-lane major street between Sports Arena Boulevard and Interstate 5 to an eight-lane primary arterial. Other improvements consist of upgrading the sidewalk facilities, including installation of pedestrian ramps where none currently exist and traffic signal modifications.",This project is funded with State cooperative agreement funding as part of the relinquishment of State Route 209 to the City of San Diego.,0,0,0,0,0,0,0,0,0,0,0,,
2007,228,Engineering & Capital Projects,Streets and Bridges,San Diego River Path Study,52-781.0,"Council District: 6, 7; Community Plan: Mission Valley, Navajo",0,75000,This project will provide for a study to complete the bicycle facility along the San Diego River through Mission Valley to Mission Trails Park.,This project will provide an alternate to Friars Road and Mission Gorge Road for bicycles and pedestrians along the San Diego River.,75000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,229,Engineering & Capital Projects,Streets and Bridges,Saturn Boulevard - Palm Avenue to Coronado Avenue,52-553.0,Council District: 8; Community Plan: Otay Mesa/Nestor,315223,1431178,"This project provides for widening the west side of Saturn Boulevard to a four-lane collector street from Palm Avenue to Coronado Avenue. Improvements include construction of concrete curb, gutter, sidewalk, drainage facilities, asphalt concrete pavement, and landscaping as necessary.",This project is needed to widen the existing southbound traffic lanes to a four-lane collector and to standardize the street width to accommodate the increase in traffic volume.,0,1115955,0,0,0,0,0,0,0,0,0,2009,2009
2007,230,Engineering & Capital Projects,Streets and Bridges,Scripps Ranch Boulevard - Carroll Canyon Road to Aviary Drive,52-357.0,Council District: 5; Community Plan: Scripps Miramar Ranch,1500000,1500000,This project provides for constructing a fourteen-foot landscaped center median with left-turn pockets and additional pavement in the unimproved median area from Carroll Canyon Road to Aviary Drive. The street will be striped to include bike lanes and parking on both sides.,Scripps Ranch Boulevard is classified as a four-lane major street. This project will complete this section of roadway. See Project Number 34-1 in the Scripps Miramar Ranch Public Facilities Financing Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,231,Engineering & Capital Projects,Streets and Bridges,Scripps Ranch/Mira Mesa Boulevard Medians,52-358.0,Council District: 5; Community Plan: Scripps Miramar Ranch,1077994,1077994,"This project provides for median improvements, including landscaping, on Scripps Ranch Boulevard between Hibert Street and Mira Mesa Boulevard and on Mira Mesa Boulevard from Interstate 15 to Scripps Ranch Boulevard.",This portion of Scripps Ranch Boulevard and Mira Mesa Boulevard is classified as a four-lane major street. The median improvement will improve vehicle access and operations. See Project Number 34 - 2A in the Scripps Miramar Ranch Public Facilities Financing Plan.,0,0,0,0,0,0,0,0,0,0,0,,
2007,232,Engineering & Capital Projects,Streets and Bridges,Shirley Ann Place Sidewalks and Lighting,39-087.0,Council District: 3; Community Plan: Greater North Park,78000,78000,"The Shirley Ann Place Historical District Pedestrian-Oriented Street Lighting and Improvements provides for installation of four pedestrian-oriented street lights, construction of pop-outs and reconstruction of sidewalks within the Shirley Ann Place Historical District in the University Heights Community. Recommendations made by the Shirley Ann Place Historic Designation and Revitalization Committee were developed in recognition of the need for lighting improvements, community identifying landmarks and pedestrian safety. The comprehensive program that was developed by Shirley Ann Place residents and City staff relate to improving the character and visual quality of the street.","Recommendations made by the Shirley Ann Place Historic Designation and Revitalization Committee were developed in recognition of the need for lighting improvements, community identifying landmarks and pedestrian safety.",0,0,0,0,0,0,0,0,0,0,0,,
2007,233,Engineering & Capital Projects,Streets and Bridges,Shoal Creek Pedestrian Bridge,54-012.0,Council District: 5; Community Plan: Carmel Mountain Ranch,572139,622139,This project will provide for the construction of a pedestrian bridge along Shoal Creek Drive to facilitate crossing Ted Williams Parkway. This phase of the project includes design and environmental studies.,The intersection is in close proximity to Shoal Creek Elementary School and has a high volume of children crossing Ted Williams Parkway. This project will increase pedestrian safety and was requested by City Council and the community.,50000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,234,Engineering & Capital Projects,Streets and Bridges,Sidewalks - Citywide,52-715.0,Council District: Citywide; Community Plan: Citywide,0,350000,This annual allocation provides for the construction of sidewalks at locations where none exist in order to provide safe routes for pedestrians and to provide access routes for school children.,"There are streets that are lacking sidewalks for various reasons. This project provides permanent sidewalks along streets in areas where children are required to walk to school, and contributes to the City's ongoing efforts to promote safety in the public right-of-way.",350000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,235,Engineering & Capital Projects,Streets and Bridges,Skyline at Cardiff Improvements,52-779.0,Council District: 4; Community Plan: Skyline/Paradise Hills,0,25000,This project will provide for a pop-out on the northwest corner of Skyline and Cardiff.,This project is required in order to provide traffic calming and safer pedestrian crossing.,25000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,236,Engineering & Capital Projects,Streets and Bridges,Skyline Drive Median & Parkway Improvements,52-763.0,Council District: 4; Community Plan: Skyline/Paradise Hills,450000,1250000,"This project will provide for improvements along Skyline Drive from Sears Avenue to 58th Street. These improvements include landscaped medians, trees, pavement enhancements, street lights, bus stops, pedestrian crossing improvements, traffic calming, and community signs.",This project will provide for median and parkway improvements along Skyline Drive.,0,480000,160000,160000,0,0,0,0,0,0,0,2009,2011
2007,237,Engineering & Capital Projects,Streets and Bridges,Sorrento Valley Road & Interstate 5 Interchange,52-765.0,Council District: 1; Community Plan: Torrey Pines,160000,50500000,This project will provide for a new freeway interchange to address traffic congestion. The project will be constructed in coordination with Caltrans and FHWA. Land acquistion will be required.,Traffic is at Level of Service I and is severly impacted by stoppage for trains at the Coaster Station.,0,3340000,10000000,37000000,0,0,0,0,0,0,0,2009,2011
2007,238,Engineering & Capital Projects,Streets and Bridges,Sports Arena Boulevard - Rosecrans Street to Midway Drive,52-503.0,Council District: 2; Community Plan: Midway/Pacific Highway Corridor,378641,1442520,"This project provides for modifying the intersection of Sports Arena Boulevard, Rosecrans Street, and Camino del Rio West and widening Sports Arena Boulevard to a six-lane major street between Midway Drive and Rosecrans Street by modifying the median and restriping the street. This project description is preliminary and the amounts shown below only reflect the funding currently programmed. The total funding needs of the project will be determined, once a final scope of work is established.","The eastbound traffic on Sports Arena Boulevard will be able to continue eastbound through the intersection of Sports Arena Boulevard/Rosecrans Street/Camino del Rio. Widening Sports Arena Boulevard will improve the traffic circulation. The average number of daily trips forecast for this segment of Sports Arena Boulevard is 50,000.",0,1063879,0,0,0,0,0,0,0,0,0,2009,2009
