cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024
2018,Intangible Assets Information Tech,104,Citywide,I AM Enhancements,2019,2019,,0,501679,The I AM San Diego Project is a Citywide strategic initiative to develop and implement an integrated SAP-based software solution that will improve the City's management of infrastructure assets. This project provides for enhancements and upgrades to I AM that either provide enhanced benefits or extend the useful life of the system.,I AM will replace 28 outdated applications and integrate with the City's existing SAP functions which will increase efficiencies in work management. This project will continue making minor enhancements that were not included in the original scope of work or were identified after initial development.,0,501679,0,0,0,0,0
2018,Intangible Assets Information Tech,105,Citywide,I AM San Diego Project,,,Council District: Citywide; Community Plan: Citywide,47074185,47074185,"The I AM San Diego Project is a Citywide strategic initiative to develop and implement an integrated SAP-based software solution that will improve the City's management of infrastructure assets. The Infrastructure Asset Management (IAM) System will be used for asset-based planning; capital asset management including the CIP, Multi-Year Capital Plan, and City's financial plan for the repair and/or construction of municipal infrastructure; predictive, proactive and corrective maintenance of asset-intensive operations; asset inspections; and condition assessments.",The City owns and maintains a large and complex network of aging and deteriorating assets with a backlog of deferred maintenance and capital projects. I AM will replace 28 outdated applications and integrate with the City's existing SAP functions which will increase efficiencies in work management.,0,0,0,0,0,0,0
2018,Bldg - Stadium Facilities,106,Citywide,Stadium,,,Council District: 6; Community Plan: Mission Valley,808734,808734,"This annual allocation provides for needed improvements at the stadium, including the emergency roof replacement, elevator modernization, and expansion joint repair.","The stadium enriches the quality of life through a variety of hosted events and serves as a visitor attraction that strengthens the local economy. As the stadium ages, regular upgrades and renovations are required for various components of the facility.",0,0,0,0,0,0,0
2018,Landfills,113,Environmental Services,Aerated Static Pile System,,,Council District: 6; Community Plan: Priority Category: High,4999999,5000000,This project provides for design and construction of covered organics processing system at West Miramar Landfill's Greenery and composting facility. This system will enhance the production and throughput of clean source separated food scraps and yard waste being composted and reduce the occurrence of nuisance odors in the surrounding community.,AB-1826 and the City's zero waste plan dictate significant increases in organic recycling. Stricter air emission and run-off water standards necessitate covered/in-door compost piles.,0,0,0,0,0,0,0
2018,Landfills - Supporting Fac / Struct,114,Environmental Services,CNG Fueling Station for Refuse & Recycling,,,Council District: 1; Community Plan: University,5299999,5300000,"This project provides for the design and construction of a compressed natural gas (CNG) fueling station at the Environmental Services Operations Station located at 8353 Miramar Place. In conjunction with the completion of the fueling station, the division plans to put into service refuse and recycling vehicles that run on CNG eventually replacing the entire fleet of low sulfur diesel refuse and recycling packers. The construction of CNG fueling infrastructure and the replacement of vehicles will be implemented in a phased approach.",This project provides for the necessary infrastructure to convert Environmental Services fleet refuse and recycling vehicles from low sulfur diesel to compressed natural gas.,0,0,0,0,0,0,0
2018,Landfills,115,Environmental Services,Minor Improvements to Landfills,2019,2022,Council District: Citywide; Community Plan: Citywide,2834975,4434975,"This annual allocation provides for minor improvements to existing sanitary landfills to comply with operating permits and regulatory requirements. Such improvements may include fencing, access roads, drains, small structures, and environmental protection projects. This project also provides for minor improvements to existing groundwater monitoring networks at all closed and operating landfills managed by the City. Improvements include new facilities as well as engineering reports and/or design specifications necessary to mitigate groundwater issues or modify groundwater monitoring programs.",,0,1000000,200000,200000,200000,0,0
2018,Landfills,116,Environmental Services,Miramar Landfill Facility Improvements,2019,2022,Council District: 6; Community Plan: University; Kearny Mesa; Clairemont Mesa,19199999,27200000,"This project provides facility improvements at the West Miramar Landfill which potentially including items such as landfill infrastructure (liners, covers, gas-collection and processing, and monitoring systems), materials handling and processing facilities, fee booth/scale facilities, administrative offices/facilities, etc. Active projects include the development of a Resource Recovery Facility for Self-Haul customers at the Miramar Landfill, development of a Material Recovery Facility for commercial customers, and for the paving of haul roads at the Miramar Landfill.","The Environmental Services Department (ESD) is responsible for managing operations, maintenance, and compliance of the West Miramar Landfill. This CIP will allow for the most efficient execution of future facility improvement projects.",0,2000000,2000000,2000000,2000000,0,0
2018,Landfills,117,Environmental Services,Miramar Landfill Gas Recovery Improvemen,,,Council District: 6; Community Plan: University; Kearny Mesa; Clairemont Mesa,9649999,9650000,This project provides for a consolidated blower system and well field improvements to ensure all collectable landfill gas is extracted and distributed to energy utilization facilities.,This project is needed to ensure the landfill will meet regulatory requirements concerning gas emissions and greenhouse gas reduction measures.,0,0,0,0,0,0,0
2018,Landfills,118,Environmental Services,Miramar Landfill Storm Water Improvement,,,Council District: 6; Community Plan: University; Kearny Mesa; Clairemont Mesa,100000,100000,This project provides for the design and construction of storm water basin and Best Management Practices (BMP) improvements. To remain in compliance with new Industrial National Pollutant Elimination System (NPDES) requirements.,The storm water basin and associated BMP engineered structures at the Miramar Landfill must be properly designed and constructed to ensure compliance with NPDES requirements and to avoid regulatory violations.,0,0,0,0,0,0,0
2018,Landfills,119,Environmental Services,Miramar Landfill Storm Water Improvements,2019,2022,Council District: 6; Community Plan: University,19299999,23300000,This project provides for the design and construction of storm water basin and Best Management Practices (BMP) improvements to remain in compliance with new Industrial National Pollutant Elimination System (NPDES) requirements.,The storm water basins and associated BMP engineered structures at the Miramar Landfill must be properly designed and constructed to ensure compliance with NPDES requirements and to avoid regulatory violations.,0,1000000,1000000,1000000,1000000,0,0
2018,Landfills - Supporting Fac / Struct,120,Environmental Services,South Chollas Landfill Improvements,,,Council District: 4; Community Plan: Mid-City: Eastern Area,15828623,15828624,"This project provides for cover material, grading, drainage, and site improvements at the inactive South Chollas Landfill. The project will also result in improvements to the Chollas Operations Yard required by the Regional Water Quality Control Board in order to bring the site into compliance. A Corrective Action Plan has been developed to identify the corrective measures and timelines to mitigate the groundwater issues.",This project is required to maintain compliance with various State and federal regulatory requirements and to avoid code violations.,0,0,0,0,0,0,0
2018,Bldg - Other City Facility / Structures,121,Environmental Services,West Miramar Landfill - Phase 2,,,Council District: 6; Community Plan: University; Kearny Mesa; Clairemont Mesa,1659999,1660000,This project provides for a landfill gas collection system for the West Miramar Landfill - Phase 2. Bio-degradation of buried waste produces landfill gas. The landfill gas collection system consists of a network of gas extraction wells connected by piping.,This improvement is required to maintain compliance with various State and federal regulatory requirements. It will also prevent code violations and enhance public health and safety.,0,0,0,0,0,0,0
2018,Bldg - Pub Safety - Lifeguard Stations,131,Fire-Rescue,Children's Pool Lifeguard Station,,,Council District: 1; Community Plan: La Jolla,4543674,4543674,This project provides for a new lifeguard station and family restroom at the Children's Pool in La Jolla.,"The previous Lifeguard Tower structure was no longer safe and has been abandoned. It did not meet the current or future needs of Lifeguard Services. It did not provide adequate safety to the employees, and can no longer keep up with the growing community of La Jolla and the larger number of visitors every year. The scope of this project also includes remodeling the existing public restrooms facilities.",0,0,0,0,0,0,0
2018,Bldg - Pub Safety - Fire Fac / Struct,132,Fire-Rescue,Fire Station No. 02 - Bayside,,,Council District: 3; Community Plan: Centre City - Little Italy,20021283,20021284,"This project provides for the program, design, and construction of a new fire station of approximately 24,680 sq./ft of work and living spaces, underground parking, 3 apparatus bays, dorm rooms, kitchen, watch room, ready room, and station alerting system, to accommodate the 24-hour Fire crew of 12 and the acquisition of a new fire apparatus. The new fire station will comply with Fire’s current station design and construction standards and specifications.",This project will adds a new fire station west of the existing railroad tracks in order to meet Fire’s operational needs and response times. The new station will also meet future population growth of Downtown and the surrounding communities.,0,0,0,0,0,0,0
2018,Bldg - Pub Safety - Fire Fac / Struct,133,Fire-Rescue,Fire Station No. 05 - Hillcrest,,,Council District: 3; Community Plan: Uptown,9249922,9249923,"This project provides for an approximately 10,500 square foot fire station located at 3902 9th Avenue. The existing fire station will be demolished and replaced by a new, modern fire station. This station will house a crew of eight and one Battalion Chief. It will accommodate one engine and one aerial truck.",The current station is 49 years old. The water and sewer service to the existing station is deteriorating and requires immediate repairs. The station is too small to accommodate a new style fire engine and the larger type of aerial ladder truck. The current station is inadequate to serve future population growth.,0,0,0,0,0,0,0
2018,Bldg - Pub Safety - Fire Fac / Struct,134,Fire-Rescue,Fire Station No. 08 - Mission Hills,,,Council District: 3; Community Plan: Uptown,1238499,1238500,This station is located at 3974 Goldfinch Street and it serves Mission Hills and surrounding areas. This project provides for the design and construction of the facility's working areas to provide the full functionality of the fire station operational requirements.,This project will allow for the accommodation of modern fire apparatus to meet current operational requirements for emergency responses.,0,0,0,0,0,0,0
2018,Bldg - Pub Safety - Fire Fac / Struct,135,Fire-Rescue,Fire Station No. 15 - Ocean Beach Expansion,,,Council District: 2; Community Plan: Ocean Beach,1030713,1030714,Fire Station 15 serves the community of Ocean Beach and surrounding areas and is located at 4711 Voltaire Street. The project provides for the expansion of the existing fire station facility to meet current department standards and operational needs to serve the growing population.,Expansion of the existing station is needed to keep up with increased operational activity. The project provides for the expansion of the existing fire station facility to meet current department standards and operational requirements to serve the needs of the community.,0,0,0,0,0,0,0
2018,Bldg - Pub Safety - Fire Fac / Struct,136,Fire-Rescue,Fire Station No. 17 - Mid-City,,,Council District: 9; Community Plan: Mid-City: City Heights,9153623,9153624,"This project provides for reconstructing the 50-year-old fire station at 4206 Chamoune Avenue in the Mid-City area. The station will accommodate up to ten personnel, two fire vehicles, and one paramedic unit.",Fire Station No. 17 is one of the busiest engine companies in the United States and is currently in a state of deterioration. Reconstruction of Fire Station No.17 will allow for assignment of one additional fire crew to divide emergency response between two units.,0,0,0,0,0,0,0
2018,Bldg - Pub Safety - Fire Fac / Struct,137,Fire-Rescue,Fire Station No. 22 - Point Loma,,,Council District: 2; Community Plan: Peninsula,9063159,9063160,This project provides for the demolition of an existing station and reconstruction of a new station located at 1055 Catalina Boulevard in Point Loma.,The existing fire station was built in the early 1940s and is now too small to accommodate new fire engines. Many of the major components have exceeded their expected service life. The needs of modern technology and a diversified workforce also require changes in fire facility configuration.,0,0,0,0,0,0,0
2018,Bldg - Pub Safety - Fire Fac / Struct,138,Fire-Rescue,Fire Station No. 48 - Black Mountain Ranch,2019,2019,Council District: 5; Community Plan: Black Mountain Ranch,2700000,9395654,"This project provides for the land acquisition, design and construction of a new permanent Fire Station of approximately 13,000 square feet. The facility will accommodate ten crewmembers and will include apparatus bay, dorm rooms, kitchen, watch room, ready room, station alerting system, and training classroom/multi-purpose room. This project will also include the cost for the purchase of one fire engine. The new station will be located at Carmel Valley Rd. and Winecreek Rd. in the Black Mountain Ranch Community. This is one of the new stations recommended in the Citygate Report. The new fire station will comply with Fire’s current station design and construction standards and specifications.",This project will provide for the much-needed Fire Station to meet the emergency response times of the community. Refer to Black Mountain Ranch Facilities Financing Plan projects.,0,6695654,0,0,0,0,0
2018,Bldg - Pub Safety - Fire Fac / Struct,139,Fire-Rescue,Fire Station No. 49 - Otay Mesa,2024,2024,Council District: 8; Community Plan: Otay Mesa - Nestor; Otay Mesa,76413,8399999,"This project provides for an approximately 13,000 square foot double-house fire station to serve the Otay Mesa and Otay Mesa/Nestor Communities. The fire station will be located across the intersection of Ocean View Hills Parkway and Sea Fire Point and will serve the community in addition to Fire Station 6 located at 693 Twining Avenue. The fire station will accommodate 3 apparatus bays and will also have a training room. This project will also include the cost for the purchase of one fire engine. The new fire station will comply with Fire’s current station design & construction standards & specifications.",,0,0,0,0,0,0,8323586
2018,Bldg - Pub Safety - Fire Fac / Struct,140,Fire-Rescue,Fire Station No. 50 - North University City,,,Council District: 1; Community Plan: University,13999999,14000000,"This new facility will provide support to the University City area and will provide emergency response times that meet City and national standards. This new fire station will accommodate up to twelve crew members, a fire engine, service aerial truck, ambulance, and training room. The size of the station will be approximately 12,300 square feet. The building design will comply with Fire’s design and construction standards.",An additional fire station is needed in this area to ensure consistency with the recommendations in the Citygate Report.,0,0,0,0,0,0,0
2018,Bldg - Pub Safety - Fire Fac / Struct,141,Fire-Rescue,Fire Station No. 51 - Skyline Hills,,,Council District: 4; Community Plan: Skyline - Paradise Hills,1000000,13890957,This project provides for the design and construction of a permanent station to be built at 7180 Skyline Drive to better serve the growing community of Skyline/Paradise Hills. This is one of the 12 projects included in the Fire Rescue Facility Improvement Program.,"An additional fire station is needed in this area to meet response time guidelines in this growing community, as recommended in the Citygate Report.",12890957,0,0,0,0,0,0
2018,Bldg - Pub Safety - Fire Fac / Struct,142,Fire-Rescue,Fire Station No. 54 - Paradise Hills,,,Council District: 4; Community Plan: Skyline - Paradise Hills,83653,13299999,"This project provides for the design and construction of a new 12,500 square foot fire station in the Paradise Hills area to serve the Paradise Hills/ Skyline area as well as the purchase of a fire engine apparatus. The new station will accommodate 10 fire personnel, include 3 apparatus bays, dorms, kitchen, watch room, ready room, station alerting, and all essential station infrastructure. The site for this project has not been identified. The new fire station will comply with Fire’s current station design & construction standards & specifications.",This station is needed to serve the Paradise Hills/Skyline community and will ensure consistency with the recommendations in the Citygate Report.,13216346,0,0,0,0,0,0
2018,Bldg - Pub Safety - Fire Fac / Struct,143,Fire-Rescue,Fire-Rescue Air Operations Facility,2020,2020,Council District: 6; Community Plan: Kearny Mesa,16058696,17174217,"Phase I of this project provides for the planning, design and reconstruction of an existing building, formerly operated by FAA, as a permanent Fire-Rescue Air Operations Facility station at the City's Montgomery-Gibbs Executive Airport. The station area will provide approximately 8,136 square feet of office and living spaces to accommodate 24 hour staffing that includes one battalion chief, two captains, two pilots, and four firefighters. Phase II provides for two hangars & parking spaces for five helicopters, parking and shelter for a single Heli tender and three fueling tender vehicles. This project will also provide an additional helipad and a hangar support area that includes space for maintenance offices, overhaul, avionics and storage rooms.",Air Ops personnel currently operates from mobile trailers with no hangar space for the department's two helicopters. The proposed reconstructed facility will include offices and dormitories. This project will provide a much needed permanent solution for the Fire- Rescue Air Operations Facility to meet their air rescue operational requirements.,0,0,1115520,0,0,0,0
2018,Bldg - Pub Safety - Fire Fac / Struct,144,Fire-Rescue,Fairmount Avenue Fire Station,,,Council District: 4; Community Plan: Mid-City: City Heights,2327795,16150000,"This project provides for the design and construction of a new permanent fire station of approximately 13,000 square feet. The project will also include the purchase of a new fire engine apparatus. The facility will accommodate ten crews and will include apparatus bay, dorm rooms, kitchen, watch room, ready room and station alerting system . The new fire station will comply with Fire’s current station design & construction standards & specifications. This project was included in the Citygate Report.",This project will provide for the much needed Fire Station to meet emergency response times for the community.,13822205,0,0,0,0,0,0
2018,Bldg - Pub Safety - Lifeguard Stations,145,Fire-Rescue,La Jolla Cove Lifeguard Station,,,Council District: 1; Community Plan: La Jolla,1784844,1784845,"This project provides for the La Jolla Cove Lifeguard Station, located at 1160 Coast Boulevard, which will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, and locker room/restroom areas. This project will also provide for an accessible ramp for the mid-landing.","The existing facility consists of a station constructed in the 1950s and an observation tower added in 1980, which is inadequate to accommodate staff or provide adequate water safety protection.",0,0,0,0,0,0,0
2018,Bldg - Pub Safety - Lifeguard Stations,146,Fire-Rescue,North Pacific Beach Lifeguard Station,,,Council District: 2; Community Plan: Pacific Beach,937902,7257600,"This project provides for the North Pacific Beach Lifeguard Station located at the foot of Law Street, which will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, reception area, kitchen, locker room/restroom areas and a rescue vehicles facility.",North Pacific Beach has become a highly frequented beach over the years and new facilities will benefit both the public and the employees. Lifeguards are currently operating from a seasonal tower structure supported by a container-type of facility where medical aids and other daily activities like food preparation take place. This can create health issues for both the public and the employees.,6319697,0,0,0,0,0,0
2018,Bldg - Pub Safety - Lifeguard Stations,147,Fire-Rescue,South Mission Beach Lifeguard Station,,,Council District: 2; Community Plan: Mission Beach,6982125,6982125,"The project provides for a replacement for the South Mission Beach Station located at 700 North Jetty Road. The new structure will include an observation tower, first aid room, reception area, kitchen, locker room and restroom areas, and accommodate a rescue vehicle and emergency equipment facility.",The existing facility was constructed in 1974 and was intended to be a temporary lifeguard station. It is inadequate to accommodate staff or to provide adequate water safety protection.,0,0,0,0,0,0,0
2018,Bldg - Libraries,156,Library,Mission Hills-Hillcrest Library,,,Council District: 3; Community Plan: Uptown,21132004,21132005,"This project provides for a 15,000 square-foot library at a site adjacent to the Florence Elementary School, on a block bounded by Front Street, Washington Street, Albatross Street, and University Avenue. This project will serve the Mission Hills and Hillcrest neighborhoods and is part of the 21st Century Library System/Library Department Facility Improvements Program.","The existing facility has no meeting room, computer lab, nor adequate seating and collection space to provide adequate library services to the community.",0,0,0,0,0,0,0
2018,Bldg - Libraries,157,Library,Pacific Highlands Ranch Branch Library,2019,2024,Council District: 1; Community Plan: Priority Category: Low,11678336,21839178,"This project provides for a new 18,000 square foot branch library facility on a 1.5-acre site in Pacific Highlands Ranch to serve the entire North City Future Urbanizing Area (NCFUA).",This project will provide branch library service to the NCFUA for future development and population.,500846,774915,0,0,0,0,8885080
2018,Bldg - Libraries,158,Library,San Carlos Branch Library,,,Council District: 7; Community Plan: Navajo,2995799,23124000,"This project provides for the acquisition of a lot adjoining the existing branch library located at 7265 Jackson Drive and building a new 25,000 square-foot library. This project is part of the 21st Century Library System/Library Department Facility Improvements Program. The new building will serve as the district's flagship library.","The existing library does not have a computer lab, meeting room, nor adequate public seating and collection space.",20128201,0,0,0,0,0,0
2018,Bldg - Libraries,159,Library,San Diego New Central Library,,,Council District: 3; Community Plan: Centre City,187637421,187637422,"This project provides for the design and construction of a new Central Library of approximately 500,000 square feet, with approximately 250 underground parking spaces dedicated to library patrons. It is large enough to accommodate library needs for 20 years and contain expansion space to accommodate growth for an additional 30 years. The expansion space has been leased for 40 years by San Diego Unified School District for a charter high school. The lobby is opens to the courtyard, which contains an outdoor cafe, and there is a 350-seat auditorium adjacent to the lobby. The top floor houses special collections and provide public amenities including an airy reading room, a 400-seat multi-purpose room, an art gallery, a small public meeting room, and a series of open terraces.",,0,0,0,0,0,0,0
2018,Bldg - Libraries,160,Library,San Ysidro Branch Library,,,Council District: 8; Community Plan: San Ysidro,13536999,13537000,"This project provides for a 15,000 square-foot facility to serve the San Ysidro Community. This project is part of the 21st Century System/Library Department Facility Improvements Program.","The existing 4,089 square foot library was built in 1924 and was remodeled in 1983. It contains no meeting rooms or computer lab, no on-site parking, and no separation of the children's area and quiet study areas to serve the current and projected needs of the community.",0,0,0,0,0,0,0
2018,Bldg - Libraries,161,Library,Scripps Miramar Ranch Library,,,Council District: 5; Community Plan: Scripps Miramar Ranch,6076376,6076376,This project provides for an expansion of the Scripps Ranch Branch Library parking lot located at 10301 Scripps Lake Drive. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.,The current facility is fully occupied and the current parking lot does not have the capacity to serve the needs of the community.,0,0,0,0,0,0,0
2018,Bldg - Libraries,162,Library,Skyline Hills Library,,,Council District: 4; Community Plan: Skyline - Paradise Hills,13590879,13590880,"This project provides for a new 15,000 square-foot library adjacent to the existing library location at 480 South Meadowbrook Drive. The existing 4,400 square foot Library will be demolished. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.","The existing library was built in 1969 and is too small to provide adequate library services to the community. There are no meeting room facilities or computer lab, and limited collection space and patron seating.",0,0,0,0,0,0,0
2018,Bldg - Libraries,163,Library,Tierrasanta Library Expansion,2019,2019,Council District: 7; Community Plan: Tierrasanta,1258999,1619000,"This project will enclose two areas under the existing roof area (approximately 520 sq. ft each) and provide an outdoor reading patio under the third roof area, an expansion of usable space totaling approximately 1,560 sq. ft. One enclosure will become two separate study rooms, and the other enclosure will become an addition to the existing community meeting room. These improvements will necessitate remodel work to the existing men's and women's restrooms and site accessible parking stall to comply with current accessibility codes. Other miscellaneous site improvements will be included as necessary for access and path of travel compliance. This project will also include the roof replacement of the facility.",,0,360000,0,0,0,0,0
2018,Parks - Miscellaneous Parks,176,Parks & Recreation,Angier Elementary School Joint Use,,,Council District: 7; Community Plan: Serra Mesa,2671574,2671575,"This project provides for the design and construction of 3.95 acres at Angier Elementary School for joint-use facilities to supplement existing park acreage in the Serra Mesa Community. Improvements may include turfed multi-purpose sports fields, multi- purpose courts, walkways, landscaping, and accessibility upgrades.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's General Plan in an area that is park deficient. The project will provide multi-purpose sports fields and associated infrastructure that will provide the community with safer park conditions.,0,0,0,0,0,0,0
2018,Parks - Neighborhood,177,Parks & Recreation,Mira Mesa CP Expansion Phase I,,,Council District: 6; Community Plan: Mira Mesa,16839505,16839506,"This project provides for Phase I, developing approximately 11 usable acres of the former Carroll School park site across the street from Mira Mesa Community Park. Amenities include a comfort station and ballfields. The Mira Mesa Community Park will also be upgraded to include a pool complex, improved recreation center, and wheels-friendly plaza via L16002 Mira Mesa Community Pk Improvements. The street between the two sites will include parking and street calming.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's General Plan.,0,0,0,0,0,0,0
2018,Golf Courses,178,Parks & Recreation,Balboa Park Golf Course,,,Council District: 3; Community Plan: Balboa Park; Mission Bay Park; University,1044503,1044503,"This annual allocation provides for unexpected replacement of minor capital assets on an as-needed basis at the City's Municipal Golf Course - Balboa Park, which may include minor replacements of existing golf course building structures and golf course fairway and green systems.",This annual allocation will provide for a capital assets cost-avoidance program allowing for timely replacement of unanticipated failure of golf capital assets.,0,0,0,0,0,0,0
2018,Parks - Developed Regional Park,179,Parks & Recreation,Balboa Park Plaza de Panama Project,2019,2019,Council District: 3; Community Plan: Balboa Park,9999999,79000000,"This project provides for the construction of pedestrian plazas, water features, accessible parking, bypass road and bridge, below-grade parking structure with rooftop park, landscaping, irrigation and associated improvements for Balboa Park. The project will be constructed in four phases. Phase I consists of utility relocation and construction of Centennial Road South. Phase II includes construction of the parking structure and the Centennial Bridge. Phase III includes reconstruction of the Alcazar Parking Lot. Phase IV includes construction of the rooftop park and reconstruction of Plaza de Panama, West El Prado, Plaza de California, Esplanade, and Pan American Promenade. Improvements in this final phase also include construction of ancillary structures, enhanced paving, water features, benches, decorative lighting, and landscaping.",The underlying purpose of the project is to restore pedestrian and park uses to the Central Mesa and alleviate pedestrian/vehicular conflicts (defined as vehicles and pedestrians crossing the same area at potentially the same time).,0,69000000,0,0,0,0,0
2018,B l d g - Other City Facility / Structures,180,Parks & Recreation,Balboa Park West Mesa Comfort Station Replacement,,,Council District: 3; Community Plan: Balboa Park,1892573,1892573,"This project provides for the design and construction of two replacement comfort stations on the West Mesa of Balboa Park, one north of the children's play area and one near the intersection of 6th Avenue and Nutmeg Street. The project also includes the demolition of the existing comfort stations at these locations and associated path of travel improvements. It is anticipated the new comfort stations will be pre-fabricated buildings.","The improvements will bring the park into compliance with the Americans with Disabilities Act (ADA), federal and State accessibility requirements, making park facilities available to users with disabilities.",0,0,0,0,0,0,0
